,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
617,617,senior ios developer (photo editor),Новосибирск,,,Movavi,2019-10-01T14:35:42+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы ищем талантливых разработчиков для работы над новым приложением - мобильным Фоторедактором. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде! Тип работы: Удалённо на полный рабочий день или в нашем офисе (офис в центре Новосибирска и в Академгородке) Чем предстоит заниматься: разрабатывать мобильный Фоторедактор практически с нуля, продумывая архитектуру и выбирая грамотные технологические решения; изучать и внедрять новые, современные технологии; работать в команде по гибким методологиям. Для успешного выполнения задач тебе потребуется: опыт разработки под iOS от 3-х лет; опыт работы с Git; Swift; знание и опыт работы с iOS SDK, Xcode; стремление постоянно улучшать свои знания и навыки Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; обучение детей в IT-школе Movavi; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Senior iOS Developer&quot; и получи бонус : 70 000р. за Senior-разработчика, после прохождения им испытательного срока. Или 50 000р. за рекомендацию уровня Middle. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,iOS|Git|Разработка ПО|SWIFT
