,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
853,853,инженер по нагрузочному тестированию,Новосибирск,,,Сбербанк,2019-10-15T16:35:21+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В команду нагрузочного тестирования требуется талантливый инженер, Способный быстро погрузиться в новые задачи и усилить нашу команду. Мы тестируем одну из крупнейших в мире CRM систем на основе Oracle Siebel, Внося тем самым свой весомый вклад в развитие сервисов банка, которыми ежедневно пользуются сотни тысяч клиентов. Задачи : Анализ доработок для включения в профиль НТ; Разработка скриптов\заглушек; Подготовка тестовых данных; Проведение нагрузочного тестирования; Анализ результатов; Составление отчетов; Мы ждем от кандидата: Опыт в тестировании ПО от 1 года; Уверенное знание HP Performance center (LoadRunner); Опыт разработки нагрузочных скриптов\эмуляторов\заглушек на C\Java; Знание SQL на уровне написания сложных запросов; Понимание основных метрик производительности ИТ систем; Приветствуются знания IBM MQ, Siebel, SOAP; Мы предлагаем: - масштабные и высоконагруженные проекты с использованием новых технологий; - команду профессионалов, готовых поддержать ваши инициативы; - возможность обучения и сертификации за счёт компании; -возможность изучения английского языка, не выходя из офиса; - трудоустройство согласно трудовому кодексу; - оклад плюс премии по результатам работы; - корпоративное обучение; - медицинскую страховку; - материальная поддержка в особых случаях; - скидки на продукты Сбербанка. Расположение офиса Адрес офиса ул. Советская БЦ Кронос Про Сбербанк Сбербанк — это современная техническая платформа, создающая новые способы потребления финансовых (и не только) услуг. Мы собираем лучшие технологии и управленческие методы из мировой практики, чтобы превратить «главный» банк России в передовую сервисную экосистему. Если тебе нравится эта идея, присоединяйся к нашей команде. За что сотрудники любят Сбербанк: прогрессивность: да, мы — банк со столетней историей, но одновременно и финтех-стартап с идеями о том, как изменить мир масштаб: внутри одной компании можно развиваться в любом направлении и строить карьеру с любым уровнем амбиций эффект: ты стараешься — и это видят десятки миллионов людей.",,,,
