,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
672,672,веб разработчик,Новосибирск,,50000.0,Собис,2019-10-15T05:53:17+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: разработка новых и доработка существующих проектов компании верстка php-программирование Требования: php, MySQL, html, css (кроссбраузерная блочная верстка) желательно иметь опыт работы с Bitrix, Drupal, Joomla, Wordpress и др. наличие сертификатов Битрикса по программированию будет плюсом Условия: официальное трудоустройство полный рабочий день в офисе молодой дружный коллектив много интересных проектов (сложных и не очень) стабильная и своевременная заработная плата Возможен приём программиста, обладающего меньшим объемом знаний, на меньшую зарплату."," php, MySQL, html, css (кроссбраузерная блочная верстка) желательно иметь опыт работы с Bitrix, Drupal, Joomla, Wordpress и др. наличие сертификатов Битрикса по программированию будет плюсом ", разработка новых и доработка существующих проектов компании верстка php-программирование ," официальное трудоустройство полный рабочий день в офисе молодой дружный коллектив много интересных проектов (сложных и не очень) стабильная и своевременная заработная плата Возможен приём программиста, обладающего меньшим объемом знаний, на меньшую зарплату.",Веб-программирование|1С-Битрикс|PHP|CSS|Кроссбраузерная верстка
128,128,веб разработчик,Новосибирск,,,Брокеркредитсервис,2019-10-02T08:20:43+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы занимаемся развитием цифрового брокерского бизнеса, в международной финансовой компании. В наших проектах мы разрабатываем собственный высоконагруженный backend для многочисленных front-приложений, используя стек технологий . NET Если ты хочешь присоединиться к нашей команде, то будь готов к следующим повседневным задачам: Построение веб сайтов на ASP.Net Core; Разработка на C# в Visual Studio 2017; Покрытие кода юнит тестами; Получение отзывов о работе сервисов от клиентов; Обсуждение новых технологий и трендов; Внутрикомандное взаимодействие; Планирование участия в профессиональных конференциях и митапах. Для этого тебе пригодится: Знание C#; Знания .NET CORE, ASP.NET MVC; Понимание Entity Framework или другой ORM, опыт работы с базами данных; Знакомство с системами контроля версий GIT, Mercurial; Понимание Rest API; Понимание методологий разработки ПО, знакомство с Agile; Желание разрабатывать качественный продукт, а значит покрывать свой код тестами; Желание изучать что-то новое и делиться этим с коллегами. Для комфортной работы мы можем предложить: Оформление согласно ТК РФ; Конкурентная заработная плата; Расположение офиса - м. Площадь Ленина; Гибкое начало дня, есть возможность сдвинуть рабочие часы, чтобы трудиться эффективнее; ДМС (по льготным условиям); Льготное приобретение фитнеса в компаниях World Class, фитнес-клуб Европа, X-FIT; Отсутствие дресс-кода; Вечерние занятия в танцевальной студии; Спортивные команды по футболу, волейболу, баскетболу.",,,,C#|ASP.NET|Entity Framework|.NET CORE
