,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
815,815,erlang разработчик,Новосибирск,,,Предприятие Элтекс,2019-10-15T05:33:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ELTEX уже 26 лет разрабатывает и производит оборудования и комплексные решения в области телекоммуникаций. Проекты у нас крупные и имеют федеральное значение. Например, выборы президента РФ 2018, прошли на нашем оборудовании, а чемпионату мира по футболу 2018 предстоит реализоваться на нашем оборудовании. Сейчас мы ищем erlang-разработчика. В проект разработки платформы обеспечения голосовой и видео-связи по IP-сетям с дополнительными сервисами. Система запускается на нескольких промышленных серверах. Программная архитектура с кластеризацией и резервированием. Управление системой осуществляется через CLI и Web-интерфейс. На базе системы реализовано большое количество служб и сервисов как: конференц-связь, кол-центр, селекторное совещание и т.п. Ведется разработка серверного ПО. Основной код реализуется на Erlang. Серверная часть веб-интерфейс разрабатывается на Python, клиентская часть на JavaScript (ExtJS, Angular, Bootstrap). ПО обработки медиа-потоков (Mediaserver) разрабатывается на Си. Для работы системы активно используются СУБД MySQL, Mnesia. Для построения различных отчетов произведена интеграция с JasperReports Server. Ежедневно мы решаем новые задачи, у нас нет рутины. Такая работа требует постоянных умственных усилий в силу своей сложности. Хотим увидеть: уверенное владение процедурными и объектно-ориентированными языками программирования, а также всем необходимым окружением для отладки, профилирования и сопровождения ПО; опыт разработки ПО для Unix (Linux) систем; глубокое понимание работы основных протоколов семейства TCP/IP; взаимодействие с рабочим окружением ОС семейства Linux; увлеченность своим делом. Предлагаем: Профессиональная и дружная команда: здесь вы найдете не только друзей, но и единомышленников; Полностью официальная заработная плата. Уровень оплаты обсуждаем с каждым кандидатом индивидуально, после прохождения технического собеседования; Мы любим спорт: корпоративный волейбол, корпоративная скидка на фитнес, настольный теннис; Мы любим не только спорт, но и профессиональное развитие, поэтому отправляем наших сотрудников на различные конференции; А также, любим собраться и поиграть в настольные игры ;) Красивый и комфортабельный офис (у нас найдется парковочное место не только для авто, но и для велосипеда); От пл. Калинина и с 4,5,6 мкр. ходит корпоративный транспорт; Возможна выплата компенсации за аренду жилья иногородним. Готовы рассмотреть программиста и без опыта erlang разработки, но с большим желанием развиваться в этой области.",,,,Erlang|C/C++|Linux|TCP/IP
