,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
109,109,web разработчик (бэкэнд),Новосибирск,45000.0,50000.0,НАЦИОНАЛЬНАЯ СИСТЕМА УЧЕТА И РЕГИСТРАЦИИ ЖИВОТНЫХ,2019-10-14T16:58:23+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Обязанности: - Разработка web-приложений и сервисов - Участие в формировании технического задания Требования: - Опыт в области web-разработки от 1 года (бэкэнд) - Уверенные знания PHP 5+ , MySQL, PostgreSQL - Знание JavaScript/jQuery/AJAX/HTML5/CSS3 - Понимание принципов работы веб-серверов - Опыт работы с системами контроля версий (Git, SVN) - Навыки работы в командной строке Linux - Практическое знание одного или нескольких современных фреймворков (Laravel, Symphony и т.п.) - Знание ООП - Знание шаблонов проектирования - Готовность и умение разбираться в чужом коде при необходимости Преимущества: - Опыт работы в SCRUM-команде",, - Разработка web-приложений и сервисов - Участие в формировании технического задания ,,MySQL|JavaScript|jQuery|PHP5|PostgreSQL|PHP|Разработка ПО|Java|HTML5|Пользователь ПК|Управление проектами|Linux|MVC|Ajax|HTML|Git|SVN|CSS3|CSS|SQL
