,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1000,1000,frontend разработчик (senior),Новосибирск,180000.0,,КДВ Групп,2019-10-04T11:58:16+0300,От 3 до 6 лет,Полный день,Полная занятость,"Ищем разработчиков для реализации глобального проекта в области Логистики наш продукт https://cargomart.ru/ В настоящий момент над программной частью проекта уже работают два десятка специалистов. Это прекрасная сплоченная команда, состоящая из профессионалов с серьезным опытом. Мы придерживаемся современных методологий и актуальных инструментов разработки, представляем широкие возможности для развития сотрудников: наставничество, индивидуальное обучение. ЗП пересматриваем в соответствии с профессиональным ростом. Гарантируем отличные условия труда. Требования: Опыт работы во frontend-разработке от 3х лет; Уверенные знания JavaScript, в том числе новых стандартов ES 2015-2018; Опыт работы с современными фреймворками: React, Angular, Vue и т.п.; Знание HTML5, CSS3, понимание принципов адаптивной верстки и проблем разных браузеров; Верстка с использованием PostCSS, WebPack, BEM и пр.; Знание ООП, паттернов проектирования; Опыт работы с REST API; Умение работать с GIT. Должностные обязанности: Программирование и проектирование веб-приложений (только фронтенд). Оптимизация веб-приложений. Участие в командном код-ревью. Багфикс. Технологии: SPA-приложение JS / React / Redux; спецификация API в Swagger; бэкэнд на PHP 7.2+; СУБД: Postgresql; Redis, Memcached, ELK; RabbitMQ; демоны на Go и PHP; код в GIT; CI/CD на Gitlab; Atlassian JIRA, Confluence; код-ревью в JetBrains.UpSource. Условия: Официальное трудоустройство по ТК РФ, полная занятость, белая заработная плата. Гибкий график работы. (кодим без трекера) Амбициозные проекты мирового и федерального уровня. Современное рабочее место (быстрый компьютер, SSD-диск, 2 монитора). Регулярное повышение зарплаты по результатам работы. В компенсация затрат на питание, кофемашина"," Опыт работы во frontend-разработке от 3х лет; Уверенные знания JavaScript, в том числе новых стандартов ES 2015-2018; Опыт работы с современными фреймворками: React, Angular, Vue и т.п.; Знание HTML5, CSS3, понимание принципов адаптивной верстки и проблем разных браузеров; Верстка с использованием PostCSS, WebPack, BEM и пр.; Знание ООП, паттернов проектирования; Опыт работы с REST API; Умение работать с GIT. Должностные обязанности: Программирование и проектирование веб-приложений (только фронтенд). Оптимизация веб-приложений. Участие в командном код-ревью. Багфикс. Технологии: SPA-приложение JS / React / Redux; спецификация API в Swagger; бэкэнд на PHP 7.2+; СУБД: Postgresql; Redis, Memcached, ELK; RabbitMQ; демоны на Go и PHP; код в GIT; CI/CD на Gitlab; Atlassian JIRA, Confluence; код-ревью в JetBrains.UpSource. ",," Официальное трудоустройство по ТК РФ, полная занятость, белая заработная плата. Гибкий график работы. (кодим без трекера) Амбициозные проекты мирового и федерального уровня. Современное рабочее место (быстрый компьютер, SSD-диск, 2 монитора). Регулярное повышение зарплаты по результатам работы. В компенсация затрат на питание, кофемашина",
