,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
309,309,преподаватель по информатике в онлайн школу,Краснодар,,75000.0,"TutorOnline (Форстад, ООО)",2019-10-15T14:55:23+0300,От 1 года до 3 лет,Удаленная работа,Частичная занятость,"TutorOnline.ru - школа нового поколения приглашает профессионалов, единомышленников для работы с учащимися разных возрастов. Нуждаемся в опытных, современных, творческих педагогах, которые нацелены на результат. Мы предлагаем преподавателям возможность работы в удобное время, ежедневную поддержку и консультацию. Профессиональные требования: • профессиональное образование; • безусловное знание своего предмета; • обязательный опыт преподавательской деятельности; • нацеленность на результат; • небезразличное отношение к ученикам; • готовность использовать современные информационные технологии в образовательном процессе; • приветствуется творческий подход; • базовые компьютерные навыки, стабильный интернет. Обязанности: • проведение индивидуальных занятий по курсам, предметам (устранение пробелов в знаниях, повышение уровня успеваемости, систематизация знаний по предмету); • подготовка учащихся к ЕГЭ и ОГЭ, различным тестам и олимпиадам; • подготовка к экзаменам, сессиям (для студентов); • индивидуальный подход в обучении; • участие в проектной работе школы. Условия: • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",,," • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",Пользователь ПК|Грамотность|Пунктуальность|Исполнительность|Информатика
42,42,преподаватель по информатике в онлайн школу,Новосибирск,,75000.0,"TutorOnline (Форстад, ООО)",2019-10-15T14:55:23+0300,От 1 года до 3 лет,Удаленная работа,Частичная занятость,"TutorOnline.ru - школа нового поколения приглашает профессионалов, единомышленников для работы с учащимися разных возрастов. Нуждаемся в опытных, современных, творческих педагогах, которые нацелены на результат. Мы предлагаем преподавателям возможность работы в удобное время, ежедневную поддержку и консультацию. Профессиональные требования: • профессиональное образование; • безусловное знание своего предмета; • обязательный опыт преподавательской деятельности; • нацеленность на результат; • небезразличное отношение к ученикам; • готовность использовать современные информационные технологии в образовательном процессе; • приветствуется творческий подход; • базовые компьютерные навыки, стабильный интернет. Обязанности: • проведение индивидуальных занятий по курсам, предметам (устранение пробелов в знаниях, повышение уровня успеваемости, систематизация знаний по предмету); • подготовка учащихся к ЕГЭ и ОГЭ, различным тестам и олимпиадам; • подготовка к экзаменам, сессиям (для студентов); • индивидуальный подход в обучении; • участие в проектной работе школы. Условия: • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",,," • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",Пользователь ПК|Грамотность|Пунктуальность|Исполнительность|Информатика
