,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1200,1200,разработчик в тестировании sdet,Самара,,,"СимбирСофт,ООО",2019-10-08T10:16:56+0300,Нет опыта,Полный день,Полная занятость,"Обязанности: разработка фреймворков автоматизированного тестирования на одном из языков программирования: Python, Java, C#, JavaScript автоматизация процесса разработки ПО и управления его качеством, с применением современных решений, таких как Jenkins/TeamCity, Docker, Zookeeper, Ansible, Gitlab/GitHub и т.д. автоматизация тестирования Web-приложений на всех уровнях: Backend API, FrontEnd, Database; автоматизация тестирования десктопных и мобильных приложений; внедрение автоматизации тестирования на проекте с нуля; контроль и обеспечение качества технически сложных проектов; функциональное тестирование продуктов; организация процесса тестирования; разработка тестовой документации. Требования: знания одного из языков программирования: Python, Java, C#, JavaScript; желание стать профессионалом в разработке и обеспечении качества; личные качества: инициативность, обучаемость, ответственность, внимательность; английский язык на уровне чтения технической документации. Условия: работу с профессионалами, обладающими большим практическим опытом в сфере IT; участие в крупных международных проектах с первых дней работы в компании; возможность изучить самые передовые технологии в процессе работы на реальных проектах; неограниченные возможности для профессионального роста; современные системы обучения и прокачки профессиональных навыков в целом и отдельных технологий в частности; возможность подготовиться и пройти сертификацию за счет компании: Oracle Java OCA/OCP; MicroSoft: Programming in C#; MicroSoft: Programming in HTML5 with JavaScript and CSS3; ISTQB (International Software Testing Qualifications Board); оформление в соответствии с Трудовым Кодексом; стабильную белую зарплату и социальные гарантии; гибкий график работы; удаленную работу из твоего города."," знания одного из языков программирования: Python, Java, C#, JavaScript; желание стать профессионалом в разработке и обеспечении качества; личные качества: инициативность, обучаемость, ответственность, внимательность; английский язык на уровне чтения технической документации. "," разработка фреймворков автоматизированного тестирования на одном из языков программирования: Python, Java, C#, JavaScript автоматизация процесса разработки ПО и управления его качеством, с применением современных решений, таких как Jenkins/TeamCity, Docker, Zookeeper, Ansible, Gitlab/GitHub и т.д. автоматизация тестирования Web-приложений на всех уровнях: Backend API, FrontEnd, Database; автоматизация тестирования десктопных и мобильных приложений; внедрение автоматизации тестирования на проекте с нуля; контроль и обеспечение качества технически сложных проектов; функциональное тестирование продуктов; организация процесса тестирования; разработка тестовой документации. "," работу с профессионалами, обладающими большим практическим опытом в сфере IT; участие в крупных международных проектах с первых дней работы в компании; возможность изучить самые передовые технологии в процессе работы на реальных проектах; неограниченные возможности для профессионального роста; современные системы обучения и прокачки профессиональных навыков в целом и отдельных технологий в частности; возможность подготовиться и пройти сертификацию за счет компании: Oracle Java OCA/OCP; MicroSoft: Programming in C#; MicroSoft: Programming in HTML5 with JavaScript and CSS3; ISTQB (International Software Testing Qualifications Board); оформление в соответствии с Трудовым Кодексом; стабильную белую зарплату и социальные гарантии; гибкий график работы; удаленную работу из твоего города.",JavaScript|Python|Git|Java|HTML5
