,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
241,241,android разработчик android developer (middle senior),Новосибирск,60000.0,150000.0,Сибирские Технологии,2019-10-08T16:01:53+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Xdesign – разработчик мобильных приложений и создатель мобильной социальной сети и сервиса знакомств SkyLove (который входит в TOP 20 данной категории). Пул наших задач постоянно растет, поэтому мы развиваем и масштабируем команду мобильной разработки и приглашаем в команду Android разработчика. Внимание! Сотрудник требуется в офис (Красноярск), удаленные варианты пока не рассматриваем. Кандидатам из других городов, предлагаем обдумать переезд в Красноярск. Описание вакансии: Разработка нового функционала, поддержка и отладка имеющегося. Наш проект стремительно растёт — мы постоянно добавляем новый функцонал и оптимизируем старый; У нас свобода в выборе фреймворков, библиотек и технологий — обсуждаем и выбираем подходящие для работы инструменты; Управление релизами. Мы регулярно выгружаем и тестируем билды приложений внутри команды, собираем обратную связь. После релиза необходимо собирать и анализировать информацию о сбоях приложения и работать над их устранением. Что входит в задачи: Разработка мобильных приложений под Android; Проектирование архитектуры приложений и сервисов; Участие в code review, взаимодействие с дизайн директором и с командой бэкенда, улучшение и развитие UX приложения; Участие в совместных планированиях, ведение статуса своих задач в трекере вместе с остальной командой. Что мы ждем: Опыт работы на Java под Android от 2х лет; Опыт коммерческой разработки Android приложений; Опыт создания клиент-серверных приложений; Глубокое знание ОС Android и его различных версий, в частности; Знание основных технологий и протоколов передачи данных; Владение Android SDK; Опыт работы с Git, знание git flow; Знание паттернов проектирования; Умение анализировать и понимать чужой код; Умение создавать гибкие пользовательские интерфейсы и виджеты; Умение оценивать сроки выполнения задач; Знание английского языка. Что мы ждем: Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;",,,,Git|Java|Android|Android SDK|Java SE|Atlassian Jira|Работа в команде
