,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
731,731,консультант sap bpc,Новосибирск,,,АК АЛРОСА,2019-10-14T09:17:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: сопровождение системы SAP BPC в команде Службы технической поддержки в качестве Консультанта по модулю BW/BPC (Консолидация, Бюджетирование, Аналитическая отчетность); выполнение задач в рамках зоны ответственности модуля (стандартные изменения, ведение справочников, перенос запросов, ведение цепочек, создание форм ввода, отчетов и т.д.); обучение конечных пользователей, подготовка обучающих материалов и пользовательских инструкций; поддержка и развитие системы (промышленная эксплуатация); выявление, анализ и исправление ошибок, связанных с настройками; анализ предложенных решений с точки зрения оптимальности - выбор оптимальной техники реализации, тестирование выполненных разработок. Требования: от 1-го года опыта работы в поддержке систем консолидации, бюджетирования в роли Консультанта SAP BW/BPC (или на базе альтернативного ПО); понимание принципов проектирования и работы баз данных; хорошие знания Базы данных; базовые навыки программирования (FOX, SQL). Приветствуются: пройденные курсы SAP BPC; сертификация SAP BI, BO (WebI, Crystal и пр.), SAP BPC, SAP HANA; знание SAP EPM (BPC), SAP Analysis (BPC); знание бизнес процессов финансово-экономической сферы. Условия: работа в одной из крупнейших компаний как в России, так и во всем мире в рамках своей отрасли; оформление в штат компании в соответствии с ТК РФ; стабильный официальный доход; социальный пакет: ДМС, премия по итогам работы за квартал и год, оплата обучения; обучение и сертификация за счет компании; индивидуальный план развития в рамках аттестации."," от 1-го года опыта работы в поддержке систем консолидации, бюджетирования в роли Консультанта SAP BW/BPC (или на базе альтернативного ПО); понимание принципов проектирования и работы баз данных; хорошие знания Базы данных; базовые навыки программирования (FOX, SQL). Приветствуются: пройденные курсы SAP BPC; сертификация SAP BI, BO (WebI, Crystal и пр.), SAP BPC, SAP HANA; знание SAP EPM (BPC), SAP Analysis (BPC); знание бизнес процессов финансово-экономической сферы. "," сопровождение системы SAP BPC в команде Службы технической поддержки в качестве Консультанта по модулю BW/BPC (Консолидация, Бюджетирование, Аналитическая отчетность); выполнение задач в рамках зоны ответственности модуля (стандартные изменения, ведение справочников, перенос запросов, ведение цепочек, создание форм ввода, отчетов и т.д.); обучение конечных пользователей, подготовка обучающих материалов и пользовательских инструкций; поддержка и развитие системы (промышленная эксплуатация); выявление, анализ и исправление ошибок, связанных с настройками; анализ предложенных решений с точки зрения оптимальности - выбор оптимальной техники реализации, тестирование выполненных разработок. "," работа в одной из крупнейших компаний как в России, так и во всем мире в рамках своей отрасли; оформление в штат компании в соответствии с ТК РФ; стабильный официальный доход; социальный пакет: ДМС, премия по итогам работы за квартал и год, оплата обучения; обучение и сертификация за счет компании; индивидуальный план развития в рамках аттестации.",SAP BI|SAP BW|SQL|MS SQL|MS Visio|SAP BPC|SAP|SAP Analysis|SAP EPM|Оптимизация бизнес процессов|Программирование|Консультирование|Английский язык|Консолидация|Бюджетирование|Business Planning|Аналитическая отчетность
