,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
961,961,специалист программист,Екатеринбург,40000.0,,Эльмаш-УЭТМ,2019-10-18T10:51:51+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: разработка специализированных инженерных расчётных программ для конструкторско-технологических подразделений; адаптация стандартных инструментов и разработка собственных в Teamcenter на языке JAVA; подготовка контрольных примеров, отладка и тестирование разработанных программ в полном объеме; документирование разрабатываемого кода. Требования: высшее техническое образование; опыт программирования не менее трех лет; знание субъектно-ориентированного программирования, языков программирования JAVA и JAVA Script, С++; знание среды разработки Eclipse; навык анализа кода, написанного другими программистами; знание PLM-системы Teamcenter на любом уровне; знание принципов работы с использованием системы контроля версий; знание технического английского; знание конструкторско-технологической подготовки производства, опыт реализации задач КТПП приветствуется. Условия: работа на крупном предприятии; адрес работы: г. Екатеринбург, ул. Фронтовых бригад бесплатное медицинское обслуживание; официальное трудоустройство, полный соцпакет согласно ТК РФ; испытательный срок – 3 месяца."," высшее техническое образование; опыт программирования не менее трех лет; знание субъектно-ориентированного программирования, языков программирования JAVA и JAVA Script, С++; знание среды разработки Eclipse; навык анализа кода, написанного другими программистами; знание PLM-системы Teamcenter на любом уровне; знание принципов работы с использованием системы контроля версий; знание технического английского; знание конструкторско-технологической подготовки производства, опыт реализации задач КТПП приветствуется. "," разработка специализированных инженерных расчётных программ для конструкторско-технологических подразделений; адаптация стандартных инструментов и разработка собственных в Teamcenter на языке JAVA; подготовка контрольных примеров, отладка и тестирование разработанных программ в полном объеме; документирование разрабатываемого кода. "," работа на крупном предприятии; адрес работы: г. Екатеринбург, ул. Фронтовых бригад бесплатное медицинское обслуживание; официальное трудоустройство, полный соцпакет согласно ТК РФ; испытательный срок – 3 месяца.",SAP|Пользователь ПК
