,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
267,267,front end developer фронтенд разработчик,Краснодар,,,Southmedia,2019-10-18T11:05:30+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы ищем человека, который отлично верстает, знает SVG, CSS и JavaScript на уровне сложных анимаций и хочет развиваться в этой области дальше. Обязанности: Верстать сайты различной сложности (адаптивные, параллаксные) и другие востребованные в digital-среде проекты; Взаимодействие с проектировщиками, дизайнерами и backend-разработчиками; Верстка под мобильные устройства. Требования: Опыт web-верстки коммерческих проектов не менее 1 года; Отличное знание HTML4-5, CSS 2-3, JavaScript; Умение верстать резиновые и адаптивные дизайны; Опыт работы с разными JS-фреймворками; Умение писать понятный, документированный код. Приветствуется: Опыт работы с различными CMS; Знание ООП; Опыт работы с препроцессорами CSS; Стремление к профессиональному росту и обучению. Мы предлагаем: высокую зарплату (оклад + премия); возможность профессионального роста; разнообразные задачи для клиентов из разных сфер бизнеса; работу в молодой и энергичной команде; обучение за счет компании; MAC или PC на выбор; оформление согласно ТК РФ (отпуск и больничный оплачиваются); полный рабочий день (8 часов), с 9.00 до 18.00, или с 10:00 до 19.00. А еще : благоустроенный офис на берегу озера с уточками; развитая инфраструктура района ЧМР; закрытая территория, охраняемая парковка; оборудованная кухня (холодильник, микроволновка, посудомоечная машина); бесплатный чай, всегда заправленная кофемашина с капучинатором, сладости.",," Верстать сайты различной сложности (адаптивные, параллаксные) и другие востребованные в digital-среде проекты; Взаимодействие с проектировщиками, дизайнерами и backend-разработчиками; Верстка под мобильные устройства. ",,CSS3|HTML5|jQuery|JavaScript|Less|Верстка|Блочная верстка|Кроссбраузерная верстка|HTML|CSS|Адаптивная верстка
