,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
197,197,senior middle frontend developer,Новосибирск,,,Капкейк Девелопмент,2019-10-21T00:13:27+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы хотим аккумулировать мировой опыт по созданию IT-продуктов в своей Команде. Кто мы? Мы Agile команда, специализирующаяся на собственных продуктах, наша цель построить лучшую продуктовую команду, благодаря участию в проектах по всему Миру и собственным разработкам. Мы показываем лучшую экспертизу в области проектирования, разработки, внедрения и сопровождения высоконагруженных и комплексных информационных систем. Наша команда состоит из пятнадцати человек в Новосибирске и мы растем дальше! Хочешь чувствовать гордость и свой неоценимый вклад? Хочешь творчески решать сложные задачи, инвестировать в свою компетентность и развиваться вместе со своей командой? Мы предлагаем тебе самому влиять на результат и приходить на работу за интересными задачами! Мы ищем увлеченных и командных людей, которым важно гордиться результатом. Для сотрудников Cupcake Development, это место самореализации. Многие сотрудники открывают в себе таланты и с удовольствием работают, имея возможность попробовать и экспериментировать в разных областях. Мы ценим индивидуальность. Обязанности: Разработка сайтов, адаптивная верстка Разработка сложных Web-приложений и расширений. Основные требования: Хорошие знания - HTML5, CSS3, JavaScript Знание библиотек/фреймворков: ReactJS/AngularJS, SASS/LESS, Gulp/Webpack Условия: Достойный оклад обговаривается на собеседовании Бонусная часть по результатам работы Гибкий график работы, отсутствие дресскода Командная работа в офисе Дружная команда Обучение опытными тим-лидами Инвестируем в личное развитие Адекватное и демократичное начальство Работа рядом с метро Березовая Роща, вкусняшки в офисе Чем предстоит заниматься: Работа в собственных проектах и продуктах Компании Работа на заказчиков в проектах на весь Мир (Австралия, Европа, США) Разработка успешных Продуктов с миллионами пользователей ежедневно",,," Достойный оклад обговаривается на собеседовании Бонусная часть по результатам работы Гибкий график работы, отсутствие дресскода Командная работа в офисе Дружная команда Обучение опытными тим-лидами Инвестируем в личное развитие Адекватное и демократичное начальство Работа рядом с метро Березовая Роща, вкусняшки в офисе Чем предстоит заниматься: Работа в собственных проектах и продуктах Компании Работа на заказчиков в проектах на весь Мир (Австралия, Европа, США) Разработка успешных Продуктов с миллионами пользователей ежедневно",Веб-программирование|Разработка ПО|Работа в команде|JavaScript|AngularJS|Git|CSS3|HTML5|React.JS|Bootstrap|Vue.JS
