,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
823,823,php разработчик (backend),Екатеринбург,,,Актив-Профи,2019-10-11T08:30:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Авто-Траст (в ТОП-5 по УРФО) Набирает команду в новый интересный и высоконагруженный проект «b2b online-платформа по продаже автотоваров и сопровождению автомагазинов и автосервисов». В связи с расширением IT отдела группы интернет-проектов Компания Авто-Траст приглашает на постоянную работу PHP-разработчика (Backend). Обязанности: Участие в разработке нового функционала. Разработка собственных API (REST/JSON/XML). Интеграция с внешними сервисами и внутренними учетными системами. Рефакторинг и оптимизация существующего кода. Разработка автотестов и тестирование разработанных решений. Требования: Образование средне-специальное/высшее. Опыт работы от 2-х лет. Уверенное владение PHP 7.х (ООП, MVC, паттерны), HTML, Ajax, JavaScript, jQuery, REST, JSON, XML, Git. Хорошее знание SQL и MySQL (понимание индексов, связей, ключей, тригеров, кэширования). Опыт работы с фреймворком Yii2. Умение писать чистый, структурированный, поддерживаемый код. Любить решать и уметь находить быстрые решения сложных задач. Опыт разработки e-commerce проектов. Наличие подтвержденных успешно завершенных проектов. Условия: место работы - г. Березовский, ул. Уральская (30-40 мин. от центра города). Официальное трудоустройство, своевременная оплата труда без задержек. График работы 5/2, с 9.00-18.00 суб.,вс. - выходной. Корпоративные скидки в магазинах торговой сети и автосервисах. Позавтракать и пообедать можно в собственной уютной и просторной столовой с панорамными окнами, действует программа компенсации питания. Доставка служебным транспортом с 3-х точек г. Екатеринбурга (пл. 1905г, с Уралмаша, с ЖБИ)."," Образование средне-специальное/высшее. Опыт работы от 2-х лет. Уверенное владение PHP 7.х (ООП, MVC, паттерны), HTML, Ajax, JavaScript, jQuery, REST, JSON, XML, Git. Хорошее знание SQL и MySQL (понимание индексов, связей, ключей, тригеров, кэширования). Опыт работы с фреймворком Yii2. Умение писать чистый, структурированный, поддерживаемый код. Любить решать и уметь находить быстрые решения сложных задач. Опыт разработки e-commerce проектов. Наличие подтвержденных успешно завершенных проектов. ", Участие в разработке нового функционала. Разработка собственных API (REST/JSON/XML). Интеграция с внешними сервисами и внутренними учетными системами. Рефакторинг и оптимизация существующего кода. Разработка автотестов и тестирование разработанных решений. ," место работы - г. Березовский, ул. Уральская (30-40 мин. от центра города). Официальное трудоустройство, своевременная оплата труда без задержек. График работы 5/2, с 9.00-18.00 суб.,вс. - выходной. Корпоративные скидки в магазинах торговой сети и автосервисах. Позавтракать и пообедать можно в собственной уютной и просторной столовой с панорамными окнами, действует программа компенсации питания. Доставка служебным транспортом с 3-х точек г. Екатеринбурга (пл. 1905г, с Уралмаша, с ЖБИ).",PHP 7.х|Yii 2|JSON API|REST|HTML|Ajax|Git|MySQL|JavaScript|jQuery|SQL|CMS Wordpress|XML
