,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
934,934,senior php разработчик (онлайн видеоредактор),Новосибирск,100000.0,,Movavi,2019-10-11T08:48:31+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Мы расширяем нашу команду веб-разработки и ищем опытных специалистов на развитие совершенно новых продуктов компании - онлайн сервисов для обработки мультимедиа. Ты сможешь принять участие в запуске нового перспективного продукта с самого старта и решать интересные задачи на стыке web и desktop! Чем предстоит заниматься: разработка backend-части онлайн сервисов компании (видеоредактор, видеоконвертер, фоторедактор, облачное хранилище); реализация сервисов с нуля и до production; оптимизация сервисов под большое количество запросов; построение распределенных систем; организация CI/CD; написание тестов. В своей работе мы используем: PHP 7, Node.js; Symfony (2, 3, 4), Yii 2; PostgreSQL; Docker, Kubernetes; RabbitMQ; Elasticsearch, Kibana; Redis. Мы ценим: самостоятельность, умение принимать решения и брать ответственность за них; нацеленность на результат; инициативность; стремление к саморазвитию; абстрактное мышление и творческий подход. Для успешного выполнения задач тебе потребуется: опыт работы на аналогичной позиции от 3-х лет; уверенные знания PHP; знания любого современного PHP фреймворка (Zend, Symfony, Laravel); глубокое понимание ООП и принципов проектирования; уверенные знания SQL, умение оптимизировать запросы; понимание принципов реализации асинхронных приложений; знание алгоритмов и структур данных; опыт разработки Unit- и интеграционных тестов. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом, наставничество; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; участие в конференциях различного уровня, онлайн и офлайн обучение, литература - за счет компании; внутренние митапы, обмен опытом и знаниями, мастер-классы; корпоративные занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя; офис в центре города или в Академгородке. Возможна удаленная работа. Если ты не получил ответ на отклик в течение 3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,PHP|SQL|Yii2|Symfony|Laravel|ООП|PostgreSQL
