,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1060,1060,c с++ developer (с с++ разработчик),Самара,85000.0,150000.0,СМАСС,2019-10-04T12:22:54+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания SmaSS Technologies Inc (Texas, USA) объявляет об открытии позиции C/C++ developer в Самарском офисе компании. Основной продукт компании SmaSS - программно-аппаратная реализация &quot;Магазин без кассиров&quot; (аналог &quot;Amazon Go&quot;). Ориентация продукта - компании США и Европы. Обязанности: Реализация и оптимизация алгоритмов на С/C++ Требования: Хорошее владение С, компилятором и средствами отладки gcc и ОС Linux; Опыт оптимизации С/C++ кода, работа с утилитами предоставляющие возможность профайлинга(Valgrind, gprof, gdb); Опыт оптимизации С/C++ под ARM с использованием NEON, VPF; Опыт оптимизации C/С++ под другие процессоры с использованием SSE, AVX; Хорошее знание С++. stl, boost; Отличное знание структур данных и алгоритмов; Опыт разработки под Linux: разработка и отладка приложений, установка программного окружения, возможность написания скриптов на bash, Python; Практическое использование сmake, gdb, git; Самодисциплина; Знание английского языка достаточное для чтения и написания технической документации; Желание развиваться в новых областях знаний и изучать новые алгоритмы и подходы; Условия: Профессиональная команда; Стабильно развивающаяся кампания; Молодой, дружелюбный и веселый коллектив; Авто/вело парковка; Стабильная и своевременная заработная плата; Вам ни когда не будет с нами скучно."," Хорошее владение С, компилятором и средствами отладки gcc и ОС Linux; Опыт оптимизации С/C++ кода, работа с утилитами предоставляющие возможность профайлинга(Valgrind, gprof, gdb); Опыт оптимизации С/C++ под ARM с использованием NEON, VPF; Опыт оптимизации C/С++ под другие процессоры с использованием SSE, AVX; Хорошее знание С++. stl, boost; Отличное знание структур данных и алгоритмов; Опыт разработки под Linux: разработка и отладка приложений, установка программного окружения, возможность написания скриптов на bash, Python; Практическое использование сmake, gdb, git; Самодисциплина; Знание английского языка достаточное для чтения и написания технической документации; Желание развиваться в новых областях знаний и изучать новые алгоритмы и подходы; ", Реализация и оптимизация алгоритмов на С/C++ ," Профессиональная команда; Стабильно развивающаяся кампания; Молодой, дружелюбный и веселый коллектив; Авто/вело парковка; Стабильная и своевременная заработная плата; Вам ни когда не будет с нами скучно.",C/C++|Linux
