,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
344,344,php разработчик (1c bitrix),Краснодар,,,MST,2019-09-25T09:26:07+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Digital агентство MST входит в 10-ку сильнейших агентств всей России. В нашем портфолио есть такие бренды, как Panasonic, IKEA, Audi, М.Видео, Raiffeisen, Роснефть, British Petroleum, Газпромнефть, Номос-Банк/Открытие, Серебряный дождь, Лайф, BNP Paribas, Incanto, Valentin Yudashkin, Madrobots, Алые паруса, DMI/Дятьково, Московский Индустриальный Банк и др. Сейчас MST активно развивается и открывает новую вакансию PHP-разработчик (1C-Bitrix) в г. Краснодаре. Требования: Уверенное владение PHP и MySQL; Понимание принципов ООП, DRY, KISS и SOLID; Базовые знания HTML, CSS, JS (есть хорошие frontend разработчики, но знать это необходимо); Опыт работы на фреймворке 1C-Bitrix. Плюсом будет: Наличие сертификатов прохождения обучения 1C-Bitrix; Знание и опыт работы с PostgreSQL, MS SQL и noSQL (mongoDB) хранилищами; Опыт разработки на фреймворках Yii2, Laravel; Опыт работы с E-commerсe системами; Опыт работы с Web Services (SOAP, Rest). Условия: Трудоустройство по Трудовому кодексу Российской Федерации; Крупные и интересные проекты с лидерами Российского и мирового рынка; Дружный коллектив мастеров своего дела; Участие в семинарах, тренингах и конференциях; Корпоративная библиотека; Возможность гибкого графика; Достойная заработная плата."," Уверенное владение PHP и MySQL; Понимание принципов ООП, DRY, KISS и SOLID; Базовые знания HTML, CSS, JS (есть хорошие frontend разработчики, но знать это необходимо); Опыт работы на фреймворке 1C-Bitrix. Плюсом будет: Наличие сертификатов прохождения обучения 1C-Bitrix; Знание и опыт работы с PostgreSQL, MS SQL и noSQL (mongoDB) хранилищами; Опыт разработки на фреймворках Yii2, Laravel; Опыт работы с E-commerсe системами; Опыт работы с Web Services (SOAP, Rest). ",," Трудоустройство по Трудовому кодексу Российской Федерации; Крупные и интересные проекты с лидерами Российского и мирового рынка; Дружный коллектив мастеров своего дела; Участие в семинарах, тренингах и конференциях; Корпоративная библиотека; Возможность гибкого графика; Достойная заработная плата.",MySQL|Yii|1C-Bitrix|PHP
