,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
112,112,настоящий руководитель технической поддержки,Новосибирск,,,True Engineering,2019-10-02T10:38:50+0300,Более 6 лет,Полный день,Полная занятость,"True Engineering – лаборатория технологических инноваций. Стратегические партнеры по цифровой трансформации бизнеса S7 Airlines, Leroy Merlin, «ВСК», «Ингосстрах», «АльфаСтрахование», ГК «ЭФКО», Imperial Tobacco и других. Проектируем и строим цифровые высокодоступные Business Critical платформы . Автоматизируем Core бизнес, создаем клиентские сервисы и сервисы для партнерских сетей. Наши герои - это люди. Именно они творят настоящую история о настоящих профессионалах, настоящих инженерах, настоящих нас. Мы собрали отличную команду в 150 инженеров и продолжаем расти. Ценим профессионализм, простоту, душевность и юмор. С азартом беремся за работу, играем в долгую, принимаем решения и делаем осознанный выбор. Выбор быть настоящими. Зовем приложить руку к разработке по-настоящему полезных и красивых решений . Увидеть на практике Continuous Integration, Continuous Delivery, Continuous Deployment. Чего мы ждем от настоящего Руководителя технической поддержки: · высшее образование; · опыт руководства технической поддержкой пользователей программных продуктов от 2 лет; · опыт поддержки пользователей от 3 лет; · опыт работы с ServiceDesk, Jira, TFS, Redmine, Confluence; · опыт работы с Zabbix, Prometheus, ELK, Grafana; · желательно знание стандартов ITIL и ITSM, методологии Scrum; · опыт разработки SLA и договоров поддержки; · навыки разработки технической документации; · хорошие коммуникационные навыки, организационные способности; · аналитические способности, системность мышления. Что нужно делать: выстраивать процессы технической поддержки; формировать стандарты обслуживания клиентов и обработки заявок; выстраивать KPI для инженеров технической поддержки; контролировать качество обработки запросов, SLA; организовывать график дежурств (24/7); организовывать передачу знаний внутри отдела – встречи, митапы, обучение; создавать базы знаний по продуктам; выстраивать взаимодействие с командами разработки; работать с системами мониторинга приложений: бизнес-метрики, технологические метрики, системные метрики; предлагать пути улучшения качества обслуживания; проводить аналитику повторяющихся проблем, предлагать решение; участвовать в согласовании и заключении договоров на техническую поддержку. True Employer: От нас сильная команда дизайна и разработки, поддержка PM, профессиональное окружение, современный технологический стек. Умные, честные, открытые коллеги. Простор для инженерной мысли и уютная рабочая среда. C&amp;B Трудоустройство по ТК РФ Белая заработная плата Бесплатный спорт, бассейн Гибкий рабочий график Красивый офис Легендарные корпоративы Спортивные команды, турник в офисе Корпоративная библиотека Плюшки Закрытая парковка True Engineering - кто мы? Проектируем возможности, работаем на результат, делаем на перспективу . К нам приходят с бизнес-задачей, а мы переводим ее в плоскость информационных технологий и решаем. Инженерный подход позволяет закладывать в решение возможность его развития и глубокой модернизации. Создавать новые конкурентные преимущества для бизнеса. Мы инженеры ИТ-отрасли. Смотрим в будущее, мысленно мы всегда на шаг впереди. Делаем сегодня то, что приведет нас в завтра. Осознанно и рачительно относимся к ресурсам. Ловим технологические тренды , исследуем, применяем инструменты на практике. Умеем и любим учиться, создаем технологические компетенции внутри себя, растим отраслевую бизнес-экспертизу. Создание ценности - наша главная цель. Придумать работающее решение, создать его и добиться бизнес-результата. Знать, что в нем есть кусочек тебя лично, и ты можешь увидеть его в реальных цифрах, графиках, бизнес-показателях использования информационных систем. Наши технологические компетенции – Engineering, Data Mining &amp; Machine Learning, DevOps, Design &amp; Digital. Cтек технологий – Java, .Net, Angular, Vue, iOS, Android. Наш офис находится в новосибирском Академгородке. Мы помогаем с переездом из других городов. Если ты хочешь присоединиться к настоящим инженерам , напиши нам.",,,,Аналитическое мышление|Техническая документация|Умение принимать решения|Разработка регламентов|Согласование договоров
