,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
572,572,с# (asp.net xamarin) developer,Новосибирск,,,SIBERS,2019-10-14T09:14:56+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"В команду .NET требуются как опытные специалисты, так и только начинающие разработчики, умеющие работать в команде и желающие профессионально расти. Требования: Образование: неполное высшее или высшее; Опыт работы: от 0,5 года. Необходимые навыки: Опыт коммерческой разработки на .NET 4.0/4.5/4.6 (C#); Опыт использования WCF, Web Services, WebAPI; ASP.NET — WebForms/MVC; HTML, JavaScript, jQuery; Знание английского языка на уровне чтения технической документации и написания комментариев к коду. Всем нашим сотрудникам мы предоставляем: Участие в интересных и разнообразных проектах для иностранных заказчиков; Гибкий рабочий график; Семинары, сертификации и карьерный рост; Стабильную заработную плату и ежемесячные бонусы; Бесплатные курсы английского языка; Множество корпоративных мероприятий; Организованные спортивные тренировки: баскетбол, футбол, волейбол, настольный теннис, сноуборд и горные лыжи; Льготные обеды; Место работы: Академгородок, Новосибирск. График работы: полный рабочий день.",,,,
