,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
536,536,разработчик бэк систем,Новосибирск,,,Газпромбанк,2019-09-16T13:00:27+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Отвечать за создание системы обработки / валидации / контроля процессов подключения клиентов к банковским услугам; осуществлять проверку ЭЦП, автоматизации бизнес-процессов, участвовать в процессе набора профессионалов / code review и разработке / согласованию прикладной архитектуры приложения; Использовать bleeding edge технологии; Принимать участие в проектировании, разработке и внедрении приложений, которые будут выходить в массовый тираж, предоставляя доступ Клиента к транзакционным, финансовым продуктам и сервисам Банка. Задачи: Разработка требований и архитектурного дизайна совместно с прикладными и enterprise архитекторами, front-end разработчиками; Кодирование и реализация модулей системы (в соответствии с требованиями безопасности / производительности / пользовательского опыта / масштабируемости), review кода; Написание Unit-тестов / интеграционных тестов; Участие в процессе code-configuration и release management; Production post-upgrade support и bug-fixing. Требования: Java Development [5+ лет] включая Java Core; Spring; Spring Boot; Spring Data; Spring Integration; REST Web Services, JSON; JPA/Hibernate; JDBC; JMS; Желательны знание и опыт работы с JBOSS Fuse / Apache Service Mix; Apache Kafka; Опыт работы с 2nd Level Cache (EHCACHE, Memcache, Hibernate Cache и проч.); Желателен опыт работы с системами полнотекстового поиска (в т.ч. добавление analyzers, stemming): Apache SOLR, Lucene, Elastic Search и т.д.; Опыт работы с фреймворками / service discovery для микросервисов Netflix OSS, Spring Cloud и Kubernetes. Условия: Работа в крупнейшем банке России, входящем в топ-3 банков; Оформление согласно ТК РФ; Расширенный социальный пакет; Условия для развития и обучения."," Java Development [5+ лет] включая Java Core; Spring; Spring Boot; Spring Data; Spring Integration; REST Web Services, JSON; JPA/Hibernate; JDBC; JMS; Желательны знание и опыт работы с JBOSS Fuse / Apache Service Mix; Apache Kafka; Опыт работы с 2nd Level Cache (EHCACHE, Memcache, Hibernate Cache и проч.); Желателен опыт работы с системами полнотекстового поиска (в т.ч. добавление analyzers, stemming): Apache SOLR, Lucene, Elastic Search и т.д.; Опыт работы с фреймворками / service discovery для микросервисов Netflix OSS, Spring Cloud и Kubernetes. "," Отвечать за создание системы обработки / валидации / контроля процессов подключения клиентов к банковским услугам; осуществлять проверку ЭЦП, автоматизации бизнес-процессов, участвовать в процессе набора профессионалов / code review и разработке / согласованию прикладной архитектуры приложения; Использовать bleeding edge технологии; Принимать участие в проектировании, разработке и внедрении приложений, которые будут выходить в массовый тираж, предоставляя доступ Клиента к транзакционным, финансовым продуктам и сервисам Банка. Задачи: Разработка требований и архитектурного дизайна совместно с прикладными и enterprise архитекторами, front-end разработчиками; Кодирование и реализация модулей системы (в соответствии с требованиями безопасности / производительности / пользовательского опыта / масштабируемости), review кода; Написание Unit-тестов / интеграционных тестов; Участие в процессе code-configuration и release management; Production post-upgrade support и bug-fixing. "," Работа в крупнейшем банке России, входящем в топ-3 банков; Оформление согласно ТК РФ; Расширенный социальный пакет; Условия для развития и обучения.",
