,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
658,658,data scientist (middle senior),Новосибирск,,,Центр финансовых технологий,2019-10-10T06:06:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В нашей компании активно развивается направление Machine Learning, и в Новосибирске уже работает сильная команда. Ребята делают следующие проекты для различных продуктовых линий компании: прогнозирование спроса; идентификация пользователей; выявление аномалий; распознавание голоса, изображений; рекомендации; чат-бот. Работа команды – это весомый и ценный результат для компании, а для будущего коллеги - отличная возможность для развития в BigData и Machine Learning. Интересных проектов становится все больше, Машинное отделение активно растет! Приглашаем в команду специалистов в области Data scienсе, программистов python и java (Big Data). Обязанности: подготовка данных с использованием Python; оценка качества данных, создание признаков, поиск дополнительных источников; подготовка pipeline (конвейера) для скоринга транзакций за период; работа с текстом, аудио и изображениями; разработка интеллектуальной диалоговой системы; разработка, применение, поиск, машинное обучение алгоритмов для очистки данных (поиск аномалий, корректор, подсказка, автоматизация/снижение ручной работы, поиск дубликатов и т.д.); разработка алгоритмов для повышения производительности труда валидаторов; переобучение существующих моделей; создание шаблонов решения задачи и организация кода. Требования: опыт работы с данными в проектах, желательно по статистической обработке; опыт использования Python для обработки данных; опыт работы с библиотеками pandas, numpy, sklearn, xgboost; работа в Linux, Jupyter notebook, git. Дополнительным преимуществом будет: работа с задачами машинного обучения; опыт работы с базами данных SQL. Мы предлагаем: официальное трудоустройство, полный социальный пакет; современный офис с отличной столовой, уютной кофейней, с велопарковкой и даже магазинчиком интересных корпоративных вещей; доставку корпоративным транспортом (правый/левый берег г. Новосибирска, г. Бердск, р.п. Кольцово) в наш офис в Академгородке; возможность профессионального развития: внутренние и внешние конференции и тренинги, собственная библиотека и т.д.; вдохновляющую корпоративную культуру: весёлые праздники, творческую атмосферу, живое общение во внутренней социальной сети; заботу о здоровье: программы ДМС и собственный медицинский кабинет; скидки, бонусы на различные услуги и многое другое.",," подготовка данных с использованием Python; оценка качества данных, создание признаков, поиск дополнительных источников; подготовка pipeline (конвейера) для скоринга транзакций за период; работа с текстом, аудио и изображениями; разработка интеллектуальной диалоговой системы; разработка, применение, поиск, машинное обучение алгоритмов для очистки данных (поиск аномалий, корректор, подсказка, автоматизация/снижение ручной работы, поиск дубликатов и т.д.); разработка алгоритмов для повышения производительности труда валидаторов; переобучение существующих моделей; создание шаблонов решения задачи и организация кода. ",,Python|Linux|Jupyter notebook|Git|Анализ данных
