,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1185,1185,java программист (back end),Самара,85000.0,115000.0,Отраслевой центр разработок и внедрения информационных систем / ОЦРВ,2019-09-26T12:22:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Участие в разработке единой геоинформационной платформы ОАО &quot;РЖД&quot;; Развитие фронтовой части разработки Геопортала; Редизайн, рефакторинг, написание нового функционала; Взаимодействие с командой бекэнда; Участие в принятии технических решений. Требования: Знание Java Core (коллекции, рефлексия, исключения); Знание принципов ООП и умение применять их на практике; Знание SQL; Знание XML, JSON; Понимание REST/SOAP; Опыт работы с системой контроля версий Git; Опыт работы с системой отслеживания задач Jira; Умение самостоятельно разбираться в новых технологиях; Знание JavaScript (будет преимуществом). Условия: Оформление по ТК РФ, белая стабильная заработная плата 85-115 000 gross (в зависимости от компетенции) + премии Оплачиваемый отпуск Медицинская страховка Дружный коллектив профессионалов."," Знание Java Core (коллекции, рефлексия, исключения); Знание принципов ООП и умение применять их на практике; Знание SQL; Знание XML, JSON; Понимание REST/SOAP; Опыт работы с системой контроля версий Git; Опыт работы с системой отслеживания задач Jira; Умение самостоятельно разбираться в новых технологиях; Знание JavaScript (будет преимуществом). "," Участие в разработке единой геоинформационной платформы ОАО &quot;РЖД&quot;; Развитие фронтовой части разработки Геопортала; Редизайн, рефакторинг, написание нового функционала; Взаимодействие с командой бекэнда; Участие в принятии технических решений. "," Оформление по ТК РФ, белая стабильная заработная плата 85-115 000 gross (в зависимости от компетенции) + премии Оплачиваемый отпуск Медицинская страховка Дружный коллектив профессионалов.",SQL|XML|JSON|ООП|Java Core|Git|Jira|JavaScript|REST|SOAP
