,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
941,941,разработчик python (back end),Екатеринбург,,,Айдеко,2019-10-16T11:44:35+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий. Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала. Нам нужен разработчик в команду разработки продукта Ideco UTM - это система предотвращения вторжений, контентная фильтрация, контроль приложений (DPI), антивирусная проверка трафика, система отчетов и многое другое. В основном разработка ведется на Python3, но также есть задачи на C, GoLang и Bash. Языки программирования : Python3, C, GoLang, Bash. Обязанности: Разработка бекендов и сервисов, в основном на Python; Участие в проектировании архитектуры и рефакторинге; Работа в scrum-команде по разработке серийного ПО; Требования: Опыт работы с ОС Linux (sed, awk, curl и т.д.); Уверенные знания Python3 asyncio; Опыт работы с aiohttp; Умение работать с git и docker; Умение писать простой и понятный код; Понимание устройства сетей; Дополнительными плюсами кандидата будут: Базовые навыки администрирования Linux и сетей; Опыт работы с Python3 aiohttp; Опыт работы на C/C++, Golang, Bash; Опыт работы и понимание etcd; Условия: Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис."," Опыт работы с ОС Linux (sed, awk, curl и т.д.); Уверенные знания Python3 asyncio; Опыт работы с aiohttp; Умение работать с git и docker; Умение писать простой и понятный код; Понимание устройства сетей; Дополнительными плюсами кандидата будут: Базовые навыки администрирования Linux и сетей; Опыт работы с Python3 aiohttp; Опыт работы на C/C++, Golang, Bash; Опыт работы и понимание etcd; "," Разработка бекендов и сервисов, в основном на Python; Участие в проектировании архитектуры и рефакторинге; Работа в scrum-команде по разработке серийного ПО; "," Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис.",Разработка ПО|Linux|Python
