,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1120,1120,программист разработчик oracle,Самара,,,Ростелеком Информационные Технологии,2019-10-16T10:38:40+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В &quot;Ростелеком Информационные Технологии&quot; открыта вакансия &quot; Программист-разработчик Oracle&quot; на проект АСР &quot;Старт&quot; - это биллинг / тарификация всех услуг связи, обслуживание абонентов, управление телекоммуникационным оборудованием (за исключением сотовой связи), в 4 МРФ РТК - Дальний Восток, Сибирь, Волга, Центр, Северо-Запад - в Карелии и Калининграде.На настоящий момент обслуживаем около 12 млн. абонентов проводной телефонии, 7 млн. абонентов ШПД и 3 млн. абонентов IPTV. Обслуживаем все категории пользователей B2C, B2B, B2G, B2O и т.д. Стек технологий: PL / SQL ; XML;JSON;java. Обязанности: Разработка программного обеспечения в части БД (Oracle 11) Разработка программного обеспечения OracleForms Разработка API с внешними системами Проектирование структур СУБД Проектирование API Проработка технических решений Оценка трудоемкости задач Требования: Высшее образование Опыт работы с реляционными базами данных Oracle от 1,3 и 5-ти лет; Отличное знание Oracle 11g (SQL, PL/SQL); Умение работать с данными в форматах XML и JSON; Опыт разработки для высоконагруженных систем, рефакторинга и оптимизации; Уверенный пользователь Windows Средства моделирования БД Будет плюсом: Умение работать с системами контроля версий Опыт работы с системами баг-трекинга Навыки использования юнит-тестов Условия: Оформление согласно ТК РФ; Белая заработная плата+премии; Испытательный срок-3 месяца; Заработная плата обсуждается индивидуально с каждым кандидатом; Соц.пакет (кафетерий льгот, оплата мобильной связи, бюджет на обучение сотрудников); Бюджет на обучение сотрудников; Данное описание вакансии не является офертой."," Высшее образование Опыт работы с реляционными базами данных Oracle от 1,3 и 5-ти лет; Отличное знание Oracle 11g (SQL, PL/SQL); Умение работать с данными в форматах XML и JSON; Опыт разработки для высоконагруженных систем, рефакторинга и оптимизации; Уверенный пользователь Windows Средства моделирования БД Будет плюсом: Умение работать с системами контроля версий Опыт работы с системами баг-трекинга Навыки использования юнит-тестов ", Разработка программного обеспечения в части БД (Oracle 11) Разработка программного обеспечения OracleForms Разработка API с внешними системами Проектирование структур СУБД Проектирование API Проработка технических решений Оценка трудоемкости задач ," Оформление согласно ТК РФ; Белая заработная плата+премии; Испытательный срок-3 месяца; Заработная плата обсуждается индивидуально с каждым кандидатом; Соц.пакет (кафетерий льгот, оплата мобильной связи, бюджет на обучение сотрудников); Бюджет на обучение сотрудников; Данное описание вакансии не является офертой.",
