,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
615,615,программист delphi,Челябинск,80000.0,,"Челябинский Трубопрокатный Завод, (ЧТПЗ)",2019-10-04T17:10:51+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Сфера деятельности: Информационные технологии Вакансия открыта в компании АО &quot;ДиАйПи&quot;, которая входит в промышленную группу ЧТПЗ. Обязанности: разработка и сопровождение задач ERP систем Требования: высшее образование: Информатика и вычислительная техника. Бизнес- информатика, Фундаментальная информатика и информационные технологии, Прикладная математика; хорошее знание SQL, приветствуется знание PL/SQL. опыт работы с СУБД Oracle, Microsoft SQL опыт разработки приложений в среде Delphi, Visual Studio. знание языков программирования Delphi,C#. приветствуется знания Crystal Reports, FastReports и других генераторов отчётов. приветствуется опыт интеграции/сопровождения гетерогенных систем хранения и обработки данных. приветствуется знания механизмов репликации и распределённых баз данных. желателен опыт командной работы над проектами английский язык на уровне чтения технической документации; Условия работы: вакансия открыта в компании АО &quot;ДиАйПи&quot;, которая входит в промышленную группу ЧТПЗ. официальное трудоустройство, полное соблюдение ТК; постоянная штатная единица; рабочее место в Заводоуправлении ПАО &quot;ЧТПЗ&quot; (г. Челябинск, ул. Машиностроителей); график работы: ПН-ПТ с 8:30 до 17:15, ненормированный рабочий день; заработная плата по результатам собеседования; ежемесячная премия по результатам работы возможность профессионального и карьерного роста и развития;",, разработка и сопровождение задач ERP систем ,,программирование C#|программирование delphi
953,953,программист delphi,Екатеринбург,80000.0,,"Челябинский Трубопрокатный Завод, (ЧТПЗ)",2019-10-10T12:36:28+0300,От 3 до 6 лет,Полный день,Полная занятость,"Сфера деятельности: Информационные технологии Вакансия открыта в компании АО &quot;ДиАйПи&quot;, которая входит в промышленную группу ЧТПЗ. Обязанности: разработка и сопровождение задач ERP систем Требования: высшее образование: Информатика и вычислительная техника. Бизнес- информатика, Фундаментальная информатика и информационные технологии, Прикладная математика; хорошее знание SQL, приветствуется знание PL/SQL. опыт работы с СУБД Oracle, Microsoft SQL опыт разработки приложений в среде Delphi, Visual Studio. знание языков программирования Delphi,C#. приветствуется знания Crystal Reports, FastReports и других генераторов отчётов. приветствуется опыт интеграции/сопровождения гетерогенных систем хранения и обработки данных. приветствуется знания механизмов репликации и распределённых баз данных. желателен опыт командной работы над проектами английский язык на уровне чтения технической документации; Условия работы: вакансия открыта в компании АО &quot;ДиАйПи&quot;, которая входит в промышленную группу ЧТПЗ; официальное трудоустройство, полное соблюдение ТК; постоянная штатная единица; график работы: ПН-ПТ с 8:15 до 17:00, ненормированный рабочий день; заработная плата по результатам собеседования; ежемесячная премия по результатам работы; возможность профессионального и карьерного роста и развития;",, разработка и сопровождение задач ERP систем ,,программирование C#|программирование delphi
