,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
559,559,разработчик oracle (пц картстандарт ),Новосибирск,,,Центр финансовых технологий,2019-10-15T09:17:02+0300,От 3 до 6 лет,Полный день,Полная занятость,"Отдел Международных Платежных Систем в поисках Разработчика Oracle для работы над новыми задачами. Мы разрабатываем программные продукты для КартСтандарт, одного из крупнейших Процессинговых Центров VISA, MasterCard, МИР в России. ПЦ КартСтандарт обслуживает более 100 российских банков. Качество наших продуктов подтверждается бесперебойной работой и внешними ежегодными аудитами. Мы сторонники гибких методологий, строим процессы по Scrum и Kanban в группах по 3-6 человек. Наши программные продукты тесно связаны с: Эмиссией карт МПС. Обслуживанием карт МПС в устройствах оплаты и выдачи наличных. Операциям по картам, инициированные в интернет-банках. Электронной коммерцией. Технологиями 3DS-аутентификации. Технологиями бесконтактной оплаты покупки телефоном. и др. Инструментарий: GIT. jira, confluence, stash, bamboo. Oracle Designer или Oracle Developer Data Modeller. SQL, PL/SQL. Java 8, Groovy. Spock Framework. Желаемый опыт: Разработка БД Oracle объемом от 5 ТБ. Внедрение ПО у заказчика. С чем будете сталкиваться в работе: Нормализация (3NF), денормализация данных. Моделирование Сущность-Отношение, нотация Баркера. Массовая конвейерная многопоточная обработка данных,Oracle Pipelined Table Function,контроль объема измененных данных в одной транзакции. Транзакции Oracle: оптимистическая стратегия, автономные транзакции. Блокировки и защелки. Партиционирование, локальные индексы, автоматическое управление партициями. Индексы и индекс-организованные таблицы. Оптимизация SQL-запросов. План исполнения, трейс-файл, AWR-отчет. Задания Oracle. DBMS_JOBS vs DBMS_SCHEDULER. Остановка исполняющегося задания. DbLink и подводные камни его использования при интеграции систем. Тестирование своего кода, Unit тесты, TDD, BDD. Журналирование (логи). Условия и компенсации: Вдохновляющая корпоративная культура, спортивные команды по футболу, волейболу, хоккею и чирлидингу, творческая атмосфера и живое общение во внутренней социальной сети. Корпоративный транспорт. Программа ДМС. Собственный медицинский кабинет. Скидки и специальные акции для сотрудников компании. Обучающие программы и курсы, деловые игры и тренинги, библиотека профессиональной литературы. Профильные мероприятия для общения с единомышленниками Mobifest, TestTrend, DataBase MeetUp, «Продуктон», клуб профессионалов «Будь в Фокусе».",,,,Oracle Pl/SQL|SQL|Git|Atlassian Jira|Java EE|Java|Atlassian Confluence|Oracle Designer
