,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
416,416,"senior javascript developer (рига, латвия)",Новосибирск,245000.0,280000.0,Кадровое агентство Алексея Сухорукова,2019-09-24T14:43:27+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания - ведущий поставщик живых игр для онлайн-казино для всего мира, ищет опытного JavaScript-разработчика в свой филиал в Ригу. Если ты хочешь разрабатывать продукт, который используется клиентами во всем мире, если тебе интересно создание гибкого мобильного веб-приложения, адаптирующего видео для платформ iOS и Android, то мы приглашаем тебя на эту вакансию. В проекте предполагается, что ты: Будешь активным JavaScript-разработчиком и участником команды Scrum/Kanban ​ Мы верим, что у тебя есть: Опыт в JavaScript-разработке от 4-х лет. Приветствуются как люди с прочным корпоративным опытом, так и люди, погруженные в новейшие технологии Опыт работы с такими библиотеками, как React/Redux Интерес к современным тенденциям программирования, таким как функциональное и реактивное программирование, предварительная обработка CSS, альтернативные языки JavaScript, веб-компоненты, сенсорный пользовательский интерфейс и отзывчивый дизайн Свободный письменный и разговорный английский Квалификация - степень бакалавра по ИТ или соответствующий опыт Что ты получишь: Интересную работу, которая включает в себя разработку живых игр с видеообслуживанием мобильных клиентов по всему миру Культуру компании, которая позволяет использовать новые подходы и технологии и оставаться на пике технологического развития Интересные проблемы как в области НИОКР, так и в том, что касается поддержки устаревших систем Признание бизнесом, что означает очень конкурентоспособные зарплаты Современные и удобные для разработчиков процессы разработки, в том числе Scrum/Agile, отслеживание проблем JIRA, контроль источника gitlab, непрерывная интеграция Jenkins, современное аппаратное и программное обеспечение для разработки (WebStorm) Открытую и гибкую культуру в компании с дружелюбными сотрудниками, которые помогают в непрерывном саморазвитии друг другу Кроме того мы предложим: Работу в чистейшем городе Европы с давней историей - Риге. Подробнее читайте отзывы эмигрантов о Латвии. А еще предлагаем к прочтению статью о &quot;мягкой&quot; иммиграции в Латвию от нашего читателя - опытного разработчика в Риге. Достойную и соразмерную опыту заработную плату Работу с передовыми новейшими технологиями в высококвалифицированной международной команде Дружественную и творческую среду Отличный современный офис с кафе, кухней и тренажерным залом Помощь с релокацией на всех этапах, включая оплату билетов и оформление виз, медицинское страхование Компенсационный пакет на первичные расходы, включая аренду жилья в течение 3-х месяцев О том, что вас ждет после отправки резюме, читайте в статье &quot;Трудоустройство в Латвии: от резюме до выхода на работу&quot;. Подробности о том, что происходит после принятия оффера и переезде в Ригу, читайте здесь: &quot;IT-эмиграция в Ригу: виза, жилье и быт&quot;. Почему стоит обратиться к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по релокации новоиспеченных сотрудников за границу позволяет решать вопросы любого уровня сложности. ✓Мы сотрудничаем с десятками компаний по всему миру. Мы знаем все о них. Мы знаем все о странах, в которые они ищут своих будущих сотрудников. Мы знаем все тонкости процессов рекрутинга в каждой из них. ✓Мы умеем находить для них самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач. Отправляй резюме! Как только мы его получим, мы свяжемся с тобой в ближайшее время!",,,,JavaScript
