,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
220,220,junior java программист,Новосибирск,40000.0,,Центр разработки игр,2019-10-14T08:27:01+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: • Участие в разработке новых Android и WEB проектов; • Развитие и поддержание функционала существующих проектов; • Устранение ошибок. Требования: • Опыт разработки на Java - не менее полгода; • Опыт разработки на HTML - не менее полгода; • Опыт работы с реляционной СУБД - не менее полгода; • Увлечение компьютерными/настольными играми приветствуется. Условия: • Гибкий рабочий график; • Официальное трудоустройство; • Комфортное рабочее место (г. Новосибирск, Шлюз); • Творческая атмосфера; • Возможности для профессионального роста.", • Опыт разработки на Java - не менее полгода; • Опыт разработки на HTML - не менее полгода; • Опыт работы с реляционной СУБД - не менее полгода; • Увлечение компьютерными/настольными играми приветствуется. , • Участие в разработке новых Android и WEB проектов; • Развитие и поддержание функционала существующих проектов; • Устранение ошибок. ," • Гибкий рабочий график; • Официальное трудоустройство; • Комфортное рабочее место (г. Новосибирск, Шлюз); • Творческая атмосфера; • Возможности для профессионального роста.","Опыт разработки на Java, HTML и работы с реляционной СУБД"
