,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
505,505,администратор разработчик oktell,Новосибирск,100000.0,,Carprice,2019-10-01T15:51:43+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Обязанности: Администрирование и поддержка колл-центра компании на базе платформы телефонии Oktell(обработка входящих, исходящих заявок, телемаркетинг); Интеграция информационных систем компании в платформу телефонии; Развитие и модернизация инфраструктуры VoIP; Контроль за устранением helpdesk-инцидентов; Закупка оборудования и ПО, работа с поставщиками услуг Требования: Опыт работы от 2 лет; Знания операционных систем Windows и *nix на уровне администратора; Понимание протоколов передачи голоса (SIP,RTP,SDP, RTCP), принципов построения сетей передачи данных, основ СУБД; Опыт работы с ПО для контакт-центров Oktell, Asterisk; Опыт реализации автоматизированных прогрессивных, предиктивных, IVR обзвонов; Понимание и построение t-sql запросов,составление отчётов; Опыт интеграции информационных систем средствами REST(JSON, XML); Умение читать и писать техническую документацию; Технический английский Желательно: Опыт работы с ASR и TTS; Опыт WEB разработки. Условия: График работы сменный 5/2 с 10 до 19 Оформление по ТК РФ ( &quot;белая&quot; заработная плата, 28 календарных дней отпуска, оплата больничного) Молодая и очень дружная команда в самом крутом проекте на авто-рынке!"," Опыт работы от 2 лет; Знания операционных систем Windows и *nix на уровне администратора; Понимание протоколов передачи голоса (SIP,RTP,SDP, RTCP), принципов построения сетей передачи данных, основ СУБД; Опыт работы с ПО для контакт-центров Oktell, Asterisk; Опыт реализации автоматизированных прогрессивных, предиктивных, IVR обзвонов; Понимание и построение t-sql запросов,составление отчётов; Опыт интеграции информационных систем средствами REST(JSON, XML); Умение читать и писать техническую документацию; Технический английский Желательно: Опыт работы с ASR и TTS; Опыт WEB разработки. "," Администрирование и поддержка колл-центра компании на базе платформы телефонии Oktell(обработка входящих, исходящих заявок, телемаркетинг); Интеграция информационных систем компании в платформу телефонии; Развитие и модернизация инфраструктуры VoIP; Контроль за устранением helpdesk-инцидентов; Закупка оборудования и ПО, работа с поставщиками услуг "," График работы сменный 5/2 с 10 до 19 Оформление по ТК РФ ( &quot;белая&quot; заработная плата, 28 календарных дней отпуска, оплата больничного) Молодая и очень дружная команда в самом крутом проекте на авто-рынке!",Oktell|интеграция информационных систем|ASR|WEB разработка|Asterisk|t-sql запросы
