,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
409,409,full stack developer разработчик ( java frontend),Новосибирск,,100000.0,Креатик Софт,2019-10-15T10:33:00+0300,От 3 до 6 лет,Полный день,Полная занятость,"Привет! Мы - компания CreaticSoft, компания разработчиков, менеджеров, тестировщиков, аналитиков, влюбленных в свое дело. Нам нравится работать в кругу настоящих профессионалов, расти и развиваться вместе. У нас открыта вакансия Fullstack Developer, и мы приглашаем тебя знакомиться. Мы в IT с 2003 года. Наши проекты: Центральная часть платформы Tradeshift — e-commerce “соцсети”, которая соединяет корпоративных покупателей и поставщиков, автоматизирует их взаимоотношения. Смесь Amazon и Uber для Middle East — каталог местных бизнесов с их товарами и сервис их доставки, а заодно и такси. ProductLAB — внутреннее R&amp;D-направление по созданию конвейера новых IT-продуктов. Наши офисы — в Технопарке, в центре на Добролюбова и Словении. Синхронизируем работу над бэклогом с коллегами из Дании, Румынии, Китая и США. Общаемся онлайн, ездим друг к другу в гости. Каждый сотрудник может провести в Словении до 2 месяцев в году, с компенсацией затрат на проживание. Бэкенд — на Java. Фронтенд — на AngularJS, Node.js, React. Данные храним в PostgreSQL. Облака — AWS, Kubernetes, Docker. Каждую пятницу проводим митапы в офисе. Обязанности: Поддержка работоспособности существующего кода, рефакторинг, разработка новых версий и новых продуктов; Разработка UI функциональности; Разработка backend функциональности; Разработка компонентов инфраструктуры как devops; Участие в обсуждении новой функциональности и технологий. Требования: Знание основ алгоритмов, структур данных и паттернов проектирования; Опыт или интерес к разработке многопоточных, высоконагруженных систем; Желательно знание английского языка не ниже intermediate; Суммарный опыт коммерческой разработки на backend Java и UI на каком-либо Javascript framework от 3-x лет: Опыт работы и уверенное знание Java, Spring, Apache Commons; Опыт работы и уверенное знание JQuery, AngularJS, Bootstrap и других frontend фреймворков и технологий; Опыт работы и хорошее знание HTML/HTML5/CSS/LESS; Опыт работы с технологиями REST, Ajax, WebSockets; Опыт работы с реляционными СУБД (Postgres); Опыт работы с системами контроля версиями (Git); Опыт работы в *nix операционных системах. Плюсом будет: Опыт работы с инфраструктурой AWS, Docker; Знание Grails, PHP, Ruby on Rails, Django, Struts; Преобразование данных XML, XSLT, XPath, JSON; Опыт работы с сервисами безопасности (e.g. OAuth, OpenId, SSO/SAML, WS-Security, PKI); Умение быстро разбираться в чужом коде; Опыт длительного развития написанных другими компонентов; Разговорный английский; Опыт работы по Kanban/Scrum; Практический опыт с системами: автоматического тестирования (Geb and Spock, Selenium, Selenium Wedriver, Thucydides); автоматической сборки и непрерывной интеграции приложений (Jenkins, Maven). Условия: У нас все официально и вся зарплата “в белую”. Есть два офиса - главный находится в Академгородке, офис поменьше - на Речном вокзале. После прохождения испытательного срока ты сможешь выбрать, где тебе удобнее работать. Чтобы легче общаться с нашими иностранными коллегами, у нас есть курсы английского языка за счет компании прямо в офисе. Также наши специалисты ездят в командировки в Европу, Китай и США. Остались сомнения или вопросы? Пиши на почту нашему HR Ольге или приходи к нам на собеседование и узнай все из первых уст."," Знание основ алгоритмов, структур данных и паттернов проектирования; Опыт или интерес к разработке многопоточных, высоконагруженных систем; Желательно знание английского языка не ниже intermediate; Суммарный опыт коммерческой разработки на backend Java и UI на каком-либо Javascript framework от 3-x лет: Опыт работы и уверенное знание Java, Spring, Apache Commons; Опыт работы и уверенное знание JQuery, AngularJS, Bootstrap и других frontend фреймворков и технологий; Опыт работы и хорошее знание HTML/HTML5/CSS/LESS; Опыт работы с технологиями REST, Ajax, WebSockets; Опыт работы с реляционными СУБД (Postgres); Опыт работы с системами контроля версиями (Git); Опыт работы в *nix операционных системах. Плюсом будет: Опыт работы с инфраструктурой AWS, Docker; Знание Grails, PHP, Ruby on Rails, Django, Struts; Преобразование данных XML, XSLT, XPath, JSON; Опыт работы с сервисами безопасности (e.g. OAuth, OpenId, SSO/SAML, WS-Security, PKI); Умение быстро разбираться в чужом коде; Опыт длительного развития написанных другими компонентов; Разговорный английский; Опыт работы по Kanban/Scrum; Практический опыт с системами: автоматического тестирования (Geb and Spock, Selenium, Selenium Wedriver, Thucydides); автоматической сборки и непрерывной интеграции приложений (Jenkins, Maven). "," Поддержка работоспособности существующего кода, рефакторинг, разработка новых версий и новых продуктов; Разработка UI функциональности; Разработка backend функциональности; Разработка компонентов инфраструктуры как devops; Участие в обсуждении новой функциональности и технологий. "," У нас все официально и вся зарплата “в белую”. Есть два офиса - главный находится в Академгородке, офис поменьше - на Речном вокзале. После прохождения испытательного срока ты сможешь выбрать, где тебе удобнее работать. Чтобы легче общаться с нашими иностранными коллегами, у нас есть курсы английского языка за счет компании прямо в офисе. Также наши специалисты ездят в командировки в Европу, Китай и США. Остались сомнения или вопросы? Пиши на почту нашему HR Ольге или приходи к нам на собеседование и узнай все из первых уст.",Java EE|Spring Framework|AngularJS|Node.js|Bootstrap|HTML|HTML5|Git|Java|Hibernate ORM|JavaScript|Apache Maven|SQL|XML|Apache Tomcat|PostgreSQL|CSS|JDBC|JUnit|CSS3|Ajax|ООП|AWS|Docker|Grails|Struts|Kanban|Scrum|TypeScript|jQuery
