,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1041,1041,senior php developer (laravel),Новосибирск,110000.0,150000.0,Креатик Софт,2019-10-15T10:32:28+0300,От 3 до 6 лет,Полный день,Полная занятость,"Привет! Мы - компания CreaticSoft, компания разработчиков, менеджеров, тестировщиков, аналитиков, влюбленных в свое дело. Нам нравится работать в кругу настоящих профессионалов, расти и развиваться вместе. У нас открыта вакансия PHP Developer, и мы приглашаем тебя знакомиться. Мы разрабатываем решения e-commerce для иностранных заказчиков в Европе и США. У нас распределенная команда, а значит, у тебя будет возможность работы и общения с профессионалами из разных стран. Мы предлагаем участие в интересных проектах на современном стеке технологий. Облачные сервисы, высокая нагрузка, отказоустойчивость, RESTFUL API, интеграции со сторонними сервисами и пр. У вас будет шанс как поделиться своим опытом, так и освоить новые инструменты и подходы. Мы ищем инженеров с системным подходом к разработке ПО, для которых Software Engineering не просто слова, готовых поделиться своим опытом и приобрести новый. Требования: Опыт программирования от 3-х лет Серьезный опыт разработки на PHP Знание алгоритмов, структур данных и шаблонов проектирования Знание и умение применять принципы Object Oriented Programming (OOP), Model-View-Controller (MVC) и Event-Driven Architecture (EDA) Знание английского языка Очень желательно: Опыт работы с Laravel Опыт работы и хорошее знание HTML/CSS, принципов вёрстки Знания APC, memcached Опыт работы в *nix операционных системах Также плюсом будет: Опыт в Angular.io/Angular.js, Go, Phyton Знание XSS, CSS/SQL/PHP injection, CSRF Опыт поддержки унаследованного кода Опыт работы с современными системами контроля версиями (Git) Опыт работы с Docker, системами автоматической сборки и тестирования Знание и умение применять методы и инструменты автоматизированного тестирования Обязанности Реализация новой функциональности Поддержка работоспособности системы Участие в обсуждении новой функциональности и технологий и принятии решений Оптимизация производительности Условия: У нас все официально и вся зарплата “в белую”. Есть два офиса - главный находится в Академгородке, офис поменьше - на Речном вокзале. После прохождения испытательного срока ты сможешь выбрать, где тебе удобнее работать. Чтобы легче общаться с нашими иностранными коллегами, у нас есть курсы английского языка за счет компании прямо в офисе. Также наши ребята ездят в командировки в Европу, Китай и США. Остались сомнения или вопросы? Пиши на почту нашему HR Ольге или приходи к нам на собеседование и узнай все из первых уст."," Опыт программирования от 3-х лет Серьезный опыт разработки на PHP Знание алгоритмов, структур данных и шаблонов проектирования Знание и умение применять принципы Object Oriented Programming (OOP), Model-View-Controller (MVC) и Event-Driven Architecture (EDA) Знание английского языка Очень желательно: Опыт работы с Laravel Опыт работы и хорошее знание HTML/CSS, принципов вёрстки Знания APC, memcached Опыт работы в *nix операционных системах Также плюсом будет: Опыт в Angular.io/Angular.js, Go, Phyton Знание XSS, CSS/SQL/PHP injection, CSRF Опыт поддержки унаследованного кода Опыт работы с современными системами контроля версиями (Git) Опыт работы с Docker, системами автоматической сборки и тестирования Знание и умение применять методы и инструменты автоматизированного тестирования Обязанности Реализация новой функциональности Поддержка работоспособности системы Участие в обсуждении новой функциональности и технологий и принятии решений Оптимизация производительности ",," У нас все официально и вся зарплата “в белую”. Есть два офиса - главный находится в Академгородке, офис поменьше - на Речном вокзале. После прохождения испытательного срока ты сможешь выбрать, где тебе удобнее работать. Чтобы легче общаться с нашими иностранными коллегами, у нас есть курсы английского языка за счет компании прямо в офисе. Также наши ребята ездят в командировки в Европу, Китай и США. Остались сомнения или вопросы? Пиши на почту нашему HR Ольге или приходи к нам на собеседование и узнай все из первых уст.",Jetbrains Phpstorm|HTML|MySQL|JavaScript|Git|PHP5|PHP|CSS|SQL|Zend Framework|REST|jQuery|XSS|SCRF|AngularJS|APC|Memcached|CSS3|Linux|ООП|Ajax|E-Commerce|MVC|Laravel
