,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
107,107,fullstack разработчик,Новосибирск,50000.0,70000.0,Scrile,2019-10-02T04:39:36+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы ищем fullstack-разработчика для доработки сайтов наших клиентов на базе флагманского продукта компании. Scrile современная IT компания. У нас принято с заботой относиться к клиентам и сотрудникам. Наша компания занимается разработкой B2B продуктов необходимых для создания собственного бизнеса видео вещания, полностью управляемого через Интернет. Мы работаем с клиентами из США, Англии, Германии, Бразилии и многих других стран. Важно! Чтобы попасть на собеседование, необходимо откликнуться на вакансию и написать краткий рассказ о себе. Обязанности: доработка клиентской части web-приложений верстка макетов с использованием HTML, CSS, Javascript интеграция макетов дизайна с нашей системой Мы ожидаем: уверенное владение HTML, CSS, Javascript умение разбираться с чужим кодом Будет бонусом: владение одним из языков серверного программирования Java, JSP, PHP знание SCSS, jQuery опыт работы с Git Условия работы: персональный ментор на этапе адаптации удобный офис в Технопарке Академгородка дружный коллектив чай, кофе, печенье и прочее питание за счёт компании бесплатные завтраки и обеды компенсация оплаты тренажерного зала и занятий фитнесом возможность совмещения с учебой возможность смещения графика работы при необходимости бонусы по результатам работы полный соц пакет согласно ТК Мы работаем на рынке IT уже 17 лет. Для успешного развития нам нужен надёжный человек с которым мы будем достигать общих целей в течении многих лет.",,,,JSP|Java|JavaScript|HTML|CSS|Git|jQuery
