,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1135,1135,it специалист,Самара,,,УК ПЖРТ-11,2019-10-04T12:39:41+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Обеспечивать бесперебойную работу инфраструктуры и сервисов компании в разных офисах Контроль за работой техники, своевременное устранение неисправностей и поддержка в рабочем состоянии локальной сети и компьютеров Настройка сетевого оборудования. Настройка и администрирование локальной сети Обслуживание рабочих мест пользователей (ПК, оргтехника, телефон, ПО) Проведение аудита безопасности информационных систем Участие в проектировании и создании систем защиты информации и предотвращения вторжений. Инсталляция и конфигурирование серверного оборудования; Сопровождение базовых инфраструктурных и сетевых сервисов Microsoft (DNS, DHCP, DNS) Написание ТЗ для внешних обработок и отчетов; Администрирование 1С БУХ 8.3 КОРП БИТ.ФИНАНС 3.1, ЗУП 3.0; Настройка и администрирование систем резервного копирования и восстановления данных Установка и настройка программного обеспечения и операционных систем; Осуществление технической и программной поддержки пользователей, консультация пользователей по вопросам работы локальной сети и программ. Требования: Высшее профессиональное образование (направление: Информационная безопасность, Защита информации, Информационные технологии). Умение производить диагностику работы персональных компьютеров и их настройку. Умение производить настройку работы локальных сетей, настроек маршрутизации, проводить диагностику локальных сетей. Опыт администрирования серверов Знания в области сетевой и информационной безопасности. Понимание процесса моделирования угроз безопасности в информационных системах. Понимание порядка создания комплексной системы защиты информации. Умение общаться с пользователями; Дополнительно приветствуется опыт работы с Linux Обладать такими качествами как структурное и аналитическое мышление, хорошая память, легкообучаемость. Условия: Оформление согласно ТК РФ; График работы 5/2 с 08-00 до 17-00 Заработная плата высокая (по результатам собеседования), без задержек. Подробное резюме присылать на эл. почту."," Высшее профессиональное образование (направление: Информационная безопасность, Защита информации, Информационные технологии). Умение производить диагностику работы персональных компьютеров и их настройку. Умение производить настройку работы локальных сетей, настроек маршрутизации, проводить диагностику локальных сетей. Опыт администрирования серверов Знания в области сетевой и информационной безопасности. Понимание процесса моделирования угроз безопасности в информационных системах. Понимание порядка создания комплексной системы защиты информации. Умение общаться с пользователями; Дополнительно приветствуется опыт работы с Linux Обладать такими качествами как структурное и аналитическое мышление, хорошая память, легкообучаемость. "," Обеспечивать бесперебойную работу инфраструктуры и сервисов компании в разных офисах Контроль за работой техники, своевременное устранение неисправностей и поддержка в рабочем состоянии локальной сети и компьютеров Настройка сетевого оборудования. Настройка и администрирование локальной сети Обслуживание рабочих мест пользователей (ПК, оргтехника, телефон, ПО) Проведение аудита безопасности информационных систем Участие в проектировании и создании систем защиты информации и предотвращения вторжений. Инсталляция и конфигурирование серверного оборудования; Сопровождение базовых инфраструктурных и сетевых сервисов Microsoft (DNS, DHCP, DNS) Написание ТЗ для внешних обработок и отчетов; Администрирование 1С БУХ 8.3 КОРП БИТ.ФИНАНС 3.1, ЗУП 3.0; Настройка и администрирование систем резервного копирования и восстановления данных Установка и настройка программного обеспечения и операционных систем; Осуществление технической и программной поддержки пользователей, консультация пользователей по вопросам работы локальной сети и программ. "," Оформление согласно ТК РФ; График работы 5/2 с 08-00 до 17-00 Заработная плата высокая (по результатам собеседования), без задержек. Подробное резюме присылать на эл. почту.",
