,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
575,575,веб программист (стажер),Челябинск,20000.0,,Tian Group,2019-09-24T07:09:42+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Обязанности: Доработки веб-сайтов на системах: 1C-Битрикс, NetCat, собственный фреймворк. Взаимодействие с отделом разработки, отделом рекламы и отделом продаж. Требования: Знания PHP, CSS, JavaScript, mySQL. Начальный опыт веб-разработок. Ответственность и исполнительность. Условия: Постоянная и стабильная работа в офисе в Челябинске. Официальное оформление, рабочее место, оборудовано в соответствии с трудовым кодексом. Уникальный опыт работы в профессиональной команде. Возможность постоянного повышения собственной квалификации, уровня знаний. Режим работы: возможен гибкий график."," Знания PHP, CSS, JavaScript, mySQL. Начальный опыт веб-разработок. Ответственность и исполнительность. "," Доработки веб-сайтов на системах: 1C-Битрикс, NetCat, собственный фреймворк. Взаимодействие с отделом разработки, отделом рекламы и отделом продаж. "," Постоянная и стабильная работа в офисе в Челябинске. Официальное оформление, рабочее место, оборудовано в соответствии с трудовым кодексом. Уникальный опыт работы в профессиональной команде. Возможность постоянного повышения собственной квалификации, уровня знаний. Режим работы: возможен гибкий график.",PHP|CSS|MySQL|1С-Битрикс|HTML
