,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
690,690,специалист по внедрению и сопровождению по,Челябинск,35000.0,60000.0,СКБ Контур,2019-10-18T07:11:05+0300,Нет опыта,Полный день,Полная занятость,"СКБ Контур — федеральная компания ИТ-сферы. Мы разрабатываем и продаем веб-сервисы для бизнеса и бухгалтерии. Нашими клиентами стали больше 1 970 000 компаний, и мы этим очень гордимся. Продуктами СКБ Контур пользуются бухгалтеры, владельцы бизнеса, коммерческие директора. В команду Контура входит больше 8 000 сотрудников, мы стабильно растем на рынке уже 31 год. Мы ищем специалиста по внедрению и сопровождению. Обязанности: Сопровождение, консультирование клиентов по системам учетного ПО. Работа с сервисами: Контур.Зарплата и Контур.Персонал Разработка, доработка шаблонов отчетов и приказов под конкретного клиента, изменение базовых алгоритмов работы программы Участие в проектных работах по внедрению учетного ПО Требования: Высшее техническое образование. В том числе рассматриваем студентов последних курсов и заочников Опыт программирования. Базовые знания языков C#, C++ Ответственность, умение работать в режиме многозадачности Коммуникабельность и готовность работать с клиентами Условия: Бесплатное обучение: поможем разобраться в наших сервисах и прокачаем твои навыки программирования Белая зарплата: оклад + бонусы по результатам работы от 35 000 рублей. В зависимости от объема и сложности проектов вы можете зарабатывать до 60 000 рублей. Официальное трудоустройство с первого дня работы Возможности для роста и развития в крупной ИТ-компании До встречи в Контуре!"," Высшее техническое образование. В том числе рассматриваем студентов последних курсов и заочников Опыт программирования. Базовые знания языков C#, C++ Ответственность, умение работать в режиме многозадачности Коммуникабельность и готовность работать с клиентами "," Сопровождение, консультирование клиентов по системам учетного ПО. Работа с сервисами: Контур.Зарплата и Контур.Персонал Разработка, доработка шаблонов отчетов и приказов под конкретного клиента, изменение базовых алгоритмов работы программы Участие в проектных работах по внедрению учетного ПО ", Бесплатное обучение: поможем разобраться в наших сервисах и прокачаем твои навыки программирования Белая зарплата: оклад + бонусы по результатам работы от 35 000 рублей. В зависимости от объема и сложности проектов вы можете зарабатывать до 60 000 рублей. Официальное трудоустройство с первого дня работы Возможности для роста и развития в крупной ИТ-компании До встречи в Контуре!,Программирование|MS Visual Basic|MS Visual C++|C++|C#|Коммуникабельность
