,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
606,606,senior embedded systems developer,Челябинск,,,"DSR, Группа Компаний",2019-10-14T14:18:57+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Ваша область: Проектирование и разработка программного обеспечения для встроенных систем Взаимодействие с заказчиком. Ваш бэкграунд: Высшее техническое образование Отличное знание языка С Опыт разработки и отладки для MCU: RTOS/OS-less Способность самостоятельно разрабатывать часть программного продукта и взаимодействовать с другими членами команды. Английский уровня не ниже Intermediate Способность и готовность обучаться новому Будет плюсом: Опыт работы с беспроводными сетями, такими как ZigBee, WiFi, Bluetooth, Z-Wave и др. Опыт работы со встроенными системами на базе Linux, в т.ч. в ядре Опыт технического руководства командой Опыт сопровождения чужого объёмного кода Оптимизация по размеру и скорости, в т.ч. чужого кода Администрирование Unix-подобных систем Опыт работы в распределённой команде Разговорный Английский От нас: Достойная стабильная оплата труда, бонусы Оплата сверхурочной работы Постоянная занятость‚ соц.пакет Интересная работа‚ хороший коллектив Перспективы роста",,,,MCU|Язык C|RTOS|ZigBee|Z-Wave
