,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
38,38,инженер программист асу,Новосибирск,55000.0,65000.0,НЕВАТОМ,2019-09-25T06:34:59+0300,От 1 года до 3 лет,Полный день,Полная занятость,"НЕВАТОМ – один из крупнейших в России производителей вентиляционного оборудования. Наше неустанное стремление к профессионализму, надежности и инновациям во всех своих услугах и бизнес-процессах – это то, что выделяет нас на фоне крупных игроков рынка вентиляции. Сегодня НЕВАТОМ насчитывает 18 торгово-складских представительств по всей России, от Владивостока до Москвы и Санкт-Петербурга, с производственными центрами в Новосибирске и Екатеринбурге. Мы всегда стремительно растем и развиваемся, и сегодня приглашаем в свою команду Инженера-программиста АСУ. (Страница вакансии на нашем Карьерном портале: https://rabota.nevatom.ru/vacancy_nsk_programmer_asu/) Ты будешь: заниматься программированием контроллеров; осуществлять проверку щитов управления для систем вентиляции; заниматься разработкой новых алгоритмов работы. Тебе понадобится в первую очередь: хорошие коммуникативные навыки, ответственность, стремление к саморазвитию, умение находить пути решения поставленных задач; высшее или среднее специальное техническое образование; знание языков программирования: МЭК, базовые знания С, С#; опыт работы с диспетчеризацией; умение работать с измерительными приборами; уверенное владение ПК, 1С, MS Word и Excel, Компас-Электрик; владение английским языком на уровне, необходимом для изучения технической литературы; умение читать электрические схемы; преимуществом будет опыт работы с контроллерами различных производителей: Schneider, Pixel, Danfoss, Carel, Zentec. Со своей стороны, мы обещаем тебе: официальное трудоустройство согласно ТК РФ; пятидневную рабочую неделю с 8-30 до 17-30; достойную заработную плату (оклад + премия); профессиональный и дружный коллектив; возможность профессионального и карьерного роста в стабильной и постоянно развивающейся компании. Если ты этот человек, то мы ждем встречи с тобой!",,,,
