,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,C#,Git,TFS,Другое
652,652,.net,Челябинск,65714.28571428571,90000.0,ПРОМАТИС,2019-10-21T10:00:44+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания ПРОМАТИС увеличивает объем предоставляемых услуг в области автоматизации промышленных предприятий и производств и , в связи с этим, примет в свою команду увлеченного инженера-программиста/ разработчика. Мы предлагаем интересные задачи, сплоченный коллектив, комфортабельные условия, офис в центре города. Дополнительные бонусы по результатам работ. Обязанности: Разработка систем для промышленных предприятий (MES направление) Проектирование архитектуры; Разбивать проект на задачи, оценивать время на их выполнение и расставлять приоритеты; Наставничество разработчиков; Рецензирование своего и чужого кода. Требования: Отличное знание С#, .Net; Активная жизненная позиция; Знание принципов проектирования и современных подходов к разработке; Глубокое понимание принципов ООП Умение работать с чужим кодом; Будет плюсом: Умение объяснять сложные вещи простыми словами. Условия: полный рабочий день; график работы 5/2; оформление согласно ТК РФ; дружный, сплоченный коллектив; адекватное руководство; интересные задачи; уровень зарплаты: индивидуально, в соответствии с уровнем квалификации;"," Отличное знание С#, .Net; Активная жизненная позиция; Знание принципов проектирования и современных подходов к разработке; Глубокое понимание принципов ООП Умение работать с чужим кодом; Будет плюсом: Умение объяснять сложные вещи простыми словами. "," Разработка систем для промышленных предприятий (MES направление) Проектирование архитектуры; Разбивать проект на задачи, оценивать время на их выполнение и расставлять приоритеты; Наставничество разработчиков; Рецензирование своего и чужого кода. "," полный рабочий день; график работы 5/2; оформление согласно ТК РФ; дружный, сплоченный коллектив; адекватное руководство; интересные задачи; уровень зарплаты: индивидуально, в соответствии с уровнем квалификации;",С#|ООП|ORACLE|MS SQL|MES,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
745,745,.net,Челябинск,65714.28571428571,90000.0,СТЭП ЛОДЖИК (Step Logic),2019-10-21T10:10:12+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Компания СТЭП ЛОДЖИК - один из крупнейших системных интеграторов в России и СНГ с 25-летним опытом реализации сложных комплексных ИТ проектов. В составе Группы компаний Систематика входит в НКК (Национальная Компьютерная Корпорация). Ищем в свою команду разработчика С# (направление контакт-центров и унифицированных коммуникаций) Задачи: Проектирование и разработка программного обеспечения для контакт-центров и унифицированных коммуникаций на языке C# с использованием различных технологий .NET. Взаимодействие в команде с использованием средств командной разработки. Обслуживание сервисных заявок заказчиков. Ведение документации по проекту. Наши ожидания: Высшее техническое образование. Опыт работы разработчиком ПО. Опыт разработки на языке С# Опыт разработки с использованием JS. Владение технологиями .NET: WPF, WinForms, WCF, LINQ, T-SQL, SQL Reporting Services, Click Once. Опыт администрирования и работы с Team Foundation Server, BitBucket, Git. Опыт по созданию инсталляционных пакетов (InstallShield, Visual Studio Installer). Опыт работы с несколькими проектами одновременно. Умение работать с документацией производителя оборудования. Умение работать в команде Желательно знание: Visual Basic 6, ActiveX, Windows Workflow Foundation, HTML, CSS, Javascript, XSD-схема, XSLT. Знание английского языка на уровне чтения технической литературы. Знание принципов построения корпоративных телефонных сетей и локально-вычислительных сетей Желателен опыт работы разработки ПО в области приложений контакт-центров и унифицированных коммуникаций. Бизнес-ориентированный подход к работе, умение общаться с заказчиком. Мы предлагаем: Работу в крупной стабильной компании. Возможность профессионального и карьерного роста. Оформление по ТК РФ Размер заработной платы готовы обсуждать. График работы 5/2 с 10.00 до 19.00 (возможно гибкое начало рабочего дня).",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
491,491,.net,Краснодар,68000.0,115000.0,Сеть аптек Аптечный склад,2019-10-07T17:30:15+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Федеральная сеть аптек в связи с активным расширением ищет ответственного сотрудника. Работа в нашей компании - это возможность реализовать себя как специалиста, «расти» вместе с нами, получить карьерный рост. Уже сейчас у нас открыто более 1500 аптек, мы представлены в 40 регионах, у нас 3 формата работы, чтобы соответствовать запросам разных клиентов. Не упусти свой шанс начать карьеру в стабильной, крупной компании! Условия работы: стабильная работа в крупной аптечной сети; оформление в соответствии с ТК РФ; высокая заработная плата; график работы: с 9.00 до 18.00, сб., вс. - выходной; место работы: ЮМР, ул. пр-т Чекистов; возможность реализации внутреннего потенциала для карьерного и профессионального роста. Будущие задачи: Программирование с использованием среды Visual Studio 2017 и платформы .NET 4.7 (WinForms) и .NET Core 2.2 Решение и тестирование поступающих задач Поддержка существующего ПО и написание нового Рефакторинг кода и исправление ошибок Какие навыки мы хотим видеть: Опыт программирования на платформе .NET не менее 2 лет Уверенное знание C# Опыт работы с системами контроля версий GIT Опыт работы с реляционными базами данных PostgreSQL, Oracle Умение оценивать и выдерживать сроки разработки Коммуникабельность, умение работать в команде Будет плюсом: Опыт работы с контрольно-кассовыми машинами (ККМ) Опыт работы с банковскими терминалами Опыт работы с библиотеками CefSharp, RestSharp, Json.NET, Ngspql, ODP.NET, Polly Опыт работы со СБИС Опыт работы с КриптоПро Опыт работы с API через HTTP запросы",Без требований,Без обязанностей,Без условий,C#|PostgreSQL|ORACLE|MS Visual Studio,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
947,947,.net,Екатеринбург,68750.0,111666.66666666669,Восточный Ветер,2019-10-08T08:23:03+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Eastwind является ведущим российским разработчиком решений для операторов мобильной и фиксированной связи Задачи которые стоят перед командой отдела биллинга: доработка и поддержка OSS\BSS сотового оператора в СНГ. Система является краеугольным камнем всего бизнеса оператора и состоит более чем из 50 модулей. Мы ищем разработчиков C#, имеющих опыт разработки высоконагруженных многопоточных приложений. Используемые технологии: Back-end: C#, .NET Core, Entity Framework Core, ASP.NET Core. Front-end – MVC.Net, Angular JS, 2 MQ: RabbitMQ. Требования: Опыт разработки на C# Любовь к ООП и применение его на практике Опыт использования ORM Entity Framework и LINQ Опыт работы с базами данных Понимание шаблонов проектирования, классических алгоритмов, структур данных и умение их использовать Английский язык – чтение технической литературы Способность к самообучению Мы предлагаем: Участие в международных проектах Профессиональный рост Режим работы с 9.30 до 18.00 с возможностью сдвига графика в пределах 2-х часов &quot;Белая&quot; заработная плата, которая зависит от ваших способностей Возможны командировки Корпоративная авто и вело парковка",Без требований,Без обязанностей,Без условий,C#|Entity Framework|ASP.NET|NoSQL|PostgreSQL|RabbitMQ,0.43333333333333335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
771,771,.net,Екатеринбург,68750.0,111666.66666666669,BEEPER,2019-10-21T09:07:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О нас : Дружный и молодой коллектив программистов и аналитиков: - Разрабатывает системы и приложения для запуска бизнес-проектов - Автоматизирует внутренние процессы компании Мы работаем в крупной компании (более 3 тысяч сотрудников) и имеем партнеров в различных сферах (коммерческие и государственные структуры, крупные и небольшие, и у каждого свои особенности), поэтому тематика задач разноплановая: web-приложения и сервисы, фронтенд и бэкенд, задачи по интеграции и внутренние корпоративные системы. Находимся в поиске новых сотрудников в связи с расширением отдела! Задачи: Разработка новых и доработка существующих приложений, систем, сервисов, в том числе высоконагруженных Интеграция со сторонними системами Разработка и оптимизация SQL-запросов Участие в постановке и проработке задач при наличии компетенций Участие в проектировании приложений, систем, сервисов, возможность самостоятельно принимать решения при наличии компетенций Сопровождение разработанного ПО и решение технических проблем в его работе Мы ждем от Вас: Знание C# Опыт разработки на .NET от 1-го года Опыт разработки на ASP.NET, желательно на ASP.NET MVC Понимание принципов ООП Опыт разработки с использованием баз данных Английский язык (чтение технической литературы) Умение работать самостоятельно и в команде, желание учиться и развиваться Условия работы: Работа в стабильной и активно развивающейся компании; Официальное трудоустройство; Достойная и полностью белая з/п (обговаривается с финальными кандидатами по результатам собеседования); Офис в центральной части города",Без требований,Без обязанностей,Без условий,ASP.NET|C#|MVC|SQL,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
790,790,.net,Екатеринбург,68750.0,111666.66666666669,Softline,2019-10-08T10:56:47+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы развиваем внутренний продукт - корпоративную CRM систему. Система собирает и хранит данные о клиентах, а также историю взаимодействия и отношений с ними, на основании чего осуществляется прогноз, анализ и предпринимаются действия по улучшению работы. В команду продукта ищем .NET разработчика. Обязанности: Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM; Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов; Поддержка и разработка интеграций и синхронизаций с различными внешними и внутренними сервисами; Написание юнит-тестов для разработанного функционала; Разработка веб-приложений и страниц, интегрированных в Microsoft Dynamics CRM; Работа по методологии Scrum в команде с аналитиками, администраторами, инженерами. Требования: Опыт работы в качестве разработчика от 2 лет; Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов; Знание принципов ООП и шаблонов проектирования; Знание платформы .NET, языка программирования C#; Опыт разработки веб-приложений на базе ASP .NET, ASP .NET MVC, ASP .NET Core; Навыки разработки на языке JavaScript (TypeScript); Знание HTML, CSS; Знание современных фронтенд-фреймворков (предпочтительно React); Опыт работы с MS SQL Server 2008\2012\2014; Опыт написания сложных запросов и хранимых процедур; Понимание принципов клиент-серверной архитектуры приложений, протокола HTTP и архитектурного стиля REST; Умение рефакторить код и находить слабые места; Умение работать как самостоятельно, так и в команде; Ответственность к выполнению поставленных задач. Условия: Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании."," Опыт работы в качестве разработчика от 2 лет; Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов; Знание принципов ООП и шаблонов проектирования; Знание платформы .NET, языка программирования C#; Опыт разработки веб-приложений на базе ASP .NET, ASP .NET MVC, ASP .NET Core; Навыки разработки на языке JavaScript (TypeScript); Знание HTML, CSS; Знание современных фронтенд-фреймворков (предпочтительно React); Опыт работы с MS SQL Server 2008\2012\2014; Опыт написания сложных запросов и хранимых процедур; Понимание принципов клиент-серверной архитектуры приложений, протокола HTTP и архитектурного стиля REST; Умение рефакторить код и находить слабые места; Умение работать как самостоятельно, так и в команде; Ответственность к выполнению поставленных задач. "," Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM; Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов; Поддержка и разработка интеграций и синхронизаций с различными внешними и внутренними сервисами; Написание юнит-тестов для разработанного функционала; Разработка веб-приложений и страниц, интегрированных в Microsoft Dynamics CRM; Работа по методологии Scrum в команде с аналитиками, администраторами, инженерами. ", Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании.,Без ключевых навыков,0.43333333333333335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
913,913,.net,Екатеринбург,68750.0,111666.66666666669,IT-People.ru,2019-10-16T10:57:08+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Наш клиент - системный интегратор в сфере информационной безопасности . За 12 лет работы компания успешно выполнила более 1000 проектов. Помимо инженерных решений, в компании есть направление собственной продуктовой разработки. Ребята уже реализовали несколько проектов, один из которых платформа формата Enterprise. Продукт находится в релизе, им пользуются клиенты. Команда трудится над доработкой и поддержкой платформы. Сейчас стартует новый проект - разработка второй версии платформы по автоматизации систем управления ИБ. Команда собирается с 0. Уже есть руководитель проекта, ТимЛид, несколько разработчиков, аналитики, тестировщики. В ближайших планах укомплектовать полностью команду разработки, первый релиз намечен на конец года. Поэтому сейчас открыта вакансия С#-разработчика в новую команду. Основные задачи будут связаны с разработкой на бэкенде, но с фронтовой частью тоже надо будет работать. Проект стартует с 0, поэтому есть возможность участвовать в выборе архитектурных решений. Стек технологий: С#, .NET Core, Linux, на фронте React, БД - PostgreSQL. План на кроссплатформенность, через год будет поддержка Oracle, MS SQL. От вас: опыт разработки .NET (ASP .NET, C#). Ребята готовы смотреть кандидатов всех уровней. Главное, чтобы уже был минимальный практический опыт коммерческой разработки. знание принципов ООП, шаблонов проектирования, TDD; практика покрытия своего кода unit-тестами; знание и опыт разработки web-ориентированных интерфейсов (с использованием AJAX, HTML5, JavaScript); опыт работы с MS Visual Studio, GIT, Jira, Confluence. Будет плюсом: знание и опыт разработки приложений, взаимодействующих с СУБД (MS SQL Server, СУБД Oracle); знание и практический опыт использования SQL и ORM; практический опыт работы с серверами приложений (как минимум – MS IIS). От компании: конкурентный уровень дохода, обсуждается индивидуально и зависит от уровня технических знаний кандидата; оборудование рабочего места с учетом ваших пожеланий; профильное обучение за счет компании; корпоративный спорт (бассейн, баскетбол, фитнес, скалодром); компенсация ДМС; комфортный офис около парка Маяковского, всегда в наличии чай, кофе, вкусняшки; классная и сильная команда, большое количество действительно интересных корпоративных мероприятий; официальное трудоустройство в соответствии с требованиями ТК РФ.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
853,853,.net,Екатеринбург,68750.0,111666.66666666669,СКБ Контур,2019-09-30T08:00:26+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мы в поисках крутого C# разработчика Кто мы и чем занимаемся: Разрабатываем продукты для бизнеса: сдача отчетности государству, документооборот с другими компаниями, автоматизация внутренних процессов, поиск полезной информации. У нас больше 1 млн клиентов: от небольших ИП до промышленных гигантов. В Контуре продуктовая, а не заказная разработка. Мы постоянно экспериментируем, развиваем наши сервисы, а иногда запускаем новые. Без лишней скромности, это отлично у нас получается. Чтобы не снижать скорость причинения добра, нам требуются новые сотрудники. Про разработчиков: Продукты Контура создают 50 команд. Код пишут 420 back-end разработчиков. Половина из них вышли из ACM, CTF и робототехнических олимпиад. Наши команды не похожи друг на друга: от знатоков Канта и КМС по шахматам до фанатов Мортал комбата и дружеских встреч разной степени крепости. Каждые полгода все ездят на базу отдыха, чтобы выступить и послушать доклады на внутренней конференции разработчиков. Про задачи: На любой вкус и цвет: бизнес-логика, алгоритмы, высокие нагрузки, оптимизация (вплоть до работы с байткодом CLR), инфраструктура, проектирование архитектуры, веб, десктоп. Ну, вы поняли Наши ожидания: Вы владеете C# на уровне промышленной разработки. Плюсом будет знание JS и принципов работы веб-технологий. Мы верим: настоящие профессионалы могут изучить новые технологии. Поэтому рассматриваем разработчиков с других стеков, готовых перейти на C#. Знаете и умеете применять алгоритмы и структуры данных. «Болеете» за свое дело, вам важно вносить вклад в развитие продукта и счастье пользователей. Пишете эффективный код, когда это необходимо, и простой и поддерживаемый в остальных случаях — и в обоих случаях так, чтобы было не стыдно перед коллегами. Готовы разбираться в чужом коде и понимать задумку автора. Знакомы с основными шаблонами проектирования. Приветствуется способность поддержать дискуссию «FP vs OOP» или «когда стоит отступать от SOLID». Технологии зависят от команды разработки, основные из них: C# (ASP.NET MVC, WinForms, WCF, ASP.NET Web Api), JavaScript (React.js, JQuery, Angular.js, Node.js, Knockout.js), Elasticsearch, RabbitMQ, Selenium, MS SQL, Cassandra, MongoDB, Git/Mercurial, TeamCity, Youtrack. Мы практикуем : Scrum, Kanban, Planning poker, TDD, Continuous integration, Collective code ownership, Pair programming, Code review. А также изобретаем новые процессы и практики на ходу, куда без этого. Вам предстоит работа в команде с front-end разработчиками, devops, аналитиками, проектировщиками интерфейсов, дизайнерами, юзабилити-специалистами, тестировщиками, эффективными менеджерами и, конечно, другими C# разработчиками. Что предлагаем? Поездки на ИТ-конференции, митапы, учебные курсы за счет компании, в т.ч. спикером. Внутренние профессиональные сообщества, летучки и обмен опытом между командами. Просторный и уютный офис с зонами релакса, кухней (фрукты-овощи, печенье, пирожки и чай-кофе прилагаются). Расширенный соцпакет: добровольное медицинское страхование, компенсация стоимости обедов, подарки детям на праздники. Тренажерные залы, велопарковку, душ. Скидки для контуровцев: от квестов и настолок до METRO и спортмагазинов. Корпоративные мероприятия (Новый год, летний праздник – мы даже свой мюзикл делали), командные выезды и движухи. Мощный комп (i7, два монитора). Гибкий график работы. Уровень заработной платы, который зависит от ваших технических знаний и навыков. Все новички во время испытательного срока знакомятся с проектами и командами, нашими технологиями и правилами, проходят курс по C#. У тебя будет возможность выбрать три наиболее интересные команды и пройти в них стажировку. А затем выбрать команду твоей мечты и остаться в ней работать. Помимо развития направления коммерческих продуктов, разработка Контура активно двигается в сторону opensource-проектов: на сайте tech.skbkontur.ru выложены первые из них. А еще там собраны полезные доклады от контуровцев и статьи. Заходи посмотреть, чем мы делимся с профессиональным сообществом ;) Место работы: Мы работаем в собственном 10-этажном стильном и комфортном офисе на Широкой речке. Пусть вас не пугает месторасположение, ведь для сотрудников у нас организован корп.трансфер из разных районов, а для автомобилистов большая парковка. Например, дорога из центра занимает 20 минут, потому что путь идет против пробок. Зато у нас собственное футбольное поле и баскетбольная площадка, пруд с утками, зоны для пикников, а внутри - музыкальная студия, техническая библиотека, тренажерки и много другого. Тем временем мы уже строим вторую очередь. Да что рассказывать, приезжайте, посмотрите сами :) Для тех, кто не готов ездить на Широкую речку, есть вакансии и в центре, на Народной воли Если вы крутой разработчик не из Екатеринбурга, мы готовы помочь с переездом и компенсацией стоимости аренды жилья на первые три месяца.",Без требований,Без обязанностей,Без условий,С#|asp.net mvc|.NET|React|Elasticsearch|RabbitMQ|Selenium|MS SQL|JavaScript,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
754,754,.net,Екатеринбург,68750.0,111666.66666666669,Облако,2019-10-19T09:26:57+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Oblako — это FinTech проект для взаимодействия большого количества маленьких фирм и операторов в Туристической отрасли. Ищем человека в команду платежных сервисов, готового разбираться и развиваться в этом интересном направлении. С нами вы научитесь: — Писать хороший код на С# — Тонкостями работы с БД, на примере MS SQL — Проектировать и разворачивать REST API или WCF API — JavaScript и Angular Задачи: —Разработка и доработка существующих сервисов и web-приложений; — Интеграция с внешними системами партнеров и банков; Требования: — Техническое образование, законченное или неполное высшее, но с возможностью работать полный рабочий день; — Знание основ C#; — Понимание принципов ООП; Условия: — Официальное трудоустройство; — Возможность быстрого профессионального роста; — Заработная плата — по результатам собеседования."," — Техническое образование, законченное или неполное высшее, но с возможностью работать полный рабочий день; — Знание основ C#; — Понимание принципов ООП; ",Без обязанностей, — Официальное трудоустройство; — Возможность быстрого профессионального роста; — Заработная плата — по результатам собеседования.,ООП|C#|.NET Framework,0.06666666666666668,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
949,949,.net,Екатеринбург,68750.0,111666.66666666669,Экстрим про,2019-10-14T09:24:21+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Группа компаний Экстрим – один из лидирующих разработчиков ПО для государственных заказчиков, крупный уральский интегратор, 25 лет стабильно на рынке. Мы приглашаем Разработчика .NET в интересные и социально-важные проекты уровня города, региона, страны. Ваша задача - проектирование и реализация распределенных многопользовательских систем на .NET, в том числе с использованием веб-технологий. Для этого тебе понадобятся: хорошее знание платформы .NET Framework версии 4.0 и выше, язык C#; знание SQL, опыт работы реляционными базами данных (предпочтительнее Postgres) и NoSQL решениями; опыт работы от 2 лет в роли разработчика на .NET; умение работать самостоятельно и в команде; интерес к изучению новых языков программирования, фреймворков, технологий разработки; хороший технический английский. Будет плюсом: опыт работы с .NET Core; опыт работы с ORM решениями (предпочтительнее Entity Framework и EF Core); знание технологий используемых для frontend разработки (JavaScript, Angular, Vue.js или другие); знание структур данных, алгоритмов и паттернов создания enterprise приложений; опыт создания приложений с микросервисной архитектурой; опыт создания масштабируемых приложений; опыт работы с Docker (Docker Compose, Docker Swarm, Kubernetes); опыт работы с системами учета версий, автоматической сборки и непрерывной интеграции (Git, Teamcity, Gitlab). Мы используем в проектах: agile-практики (SCRUM, Kanban); технологии для .NET-разработки: .NET 4.7/.NET Core, C#, EF Core, WebAPI, Angular, PostgreSQL, Mongodb, ElasticSearch, Riak, RabbitMQ, СКЗИ «КриптоПро CSP»; инструментарий: Visual Studio 2017, JIRA, Fisheye+Crucible, Confluence, GIT, Teamcity+Octopus Deploy/Gitlab, Docker. Мы готовы предложить: Комфорт: комфортный офис в центре, с шикарным видом на город, или удаленная работа; расширенный соц. пакет: добровольное медицинское страхование со стоматологией, ежегодная вакцинация, а также компенсация занятий спортом; гибкий график: учитываем потребности сотрудника с учетом спринтов и командной работы; оклад + проектные/годовые премии, персональное предложение по зарплате в зависимости от уровня ваших навыков кухня, свежесваренный кофе, чай + фрукты, йогурты, печенье и ПП-перекусы - это все есть. Витамины в сезон простуд:). Возможности: мы предлагаем работу в командах высококлассных профессионалов с многолетним опытом, среди них тренеры Microsoft (MCT) и ведущие разработчики (MCPD); возможность профессионального развития, обмен опытом между сотрудниками внутри компании, организация митапов и встреч. Наличие собственной корпоративной библиотеки. Атмосфера: мы ценим обратную связь; для нас важно мнение каждого сотрудника; у нас насыщенная корпоративная жизнь, организованы активности по интересам: можно сменить рабочую обстановку и поиграть в настолки или покер, написать картину маслом, сходить в поход с коллегами, поучаствовать в благотворительном проекте или стать частью корпоративной спортивной команды. Перспектива: мы ценим готовность каждого сотрудников брать на себя ответственность и поддерживаем в стремлении расти.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
782,782,.net,Екатеринбург,68750.0,111666.66666666669,Ай-Теко (I-Teco),2019-09-27T14:21:03+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Группа компаний Ай-Теко приглашает в команду Разработчика C#. Мы создаем искусственный интеллект в промышленности, с применением нейронных сетей и машинного обучения, команда открывает для себя новый вектор промышленного AI. Успешно решаем задачи, отличающиеся высокой скоростью перемещения объектов, высоким уровнем помех, низким качеством контента, дефицитом вычислительных мощностей или пропускной способности канала связи. Фронт Задач: Работа над усовершенствованием имеющихся и созданием новых приложений и сервисов; Поддержка и разработка нового функционала; Интеграция разработанных решений в сложную инфраструктуру; Стек: С#; .NET/.NET CORE; Visual studio; MS SQL Мы предлагаем: Возможность решать сложные и интересные задачи на крупном проекте, развиваться на проекте; Комфортный офис в центре города; Полностью белая заработная плата; Гибкое начало рабочего дня; Работа в команде опытных специалистов очень высокого уровня, которые смогут по достоинству оценить ваш опыт и знания.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
