,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,C#,Git,TFS,Другое
421,421,.net,Краснодар,78454.54545454546,115000.0,Forrards Group,2019-09-23T11:22:03+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"В сопроводительном письме обязательно указывайте свои зарплатные ожидания Задачи: Расширение функционала торговой площадки в сфере авто Разработка новых систем на ASP.NET MVC и Core Разработка веб-сервисов Требования: Опыт создания Web-приложений .NET Framework, C# ASP.NET MVC или Core HTML, CSS, JavaScript Опыт работы с SQL Server или PostgreSQL Опыт работы с веб-cервером Microsoft IIS Ответственность и внимательность к деталям Доступность для связи по скайпу в рабочее время по Москве Будет плюсом: Разговорный английский Знание Angular, .NET Core, Knockout.js, Ext.Js Условия: Удаленная работа Гибкий график Еженедельная оплата Доступность в рабочее время по московскому времени"," Опыт создания Web-приложений .NET Framework, C# ASP.NET MVC или Core HTML, CSS, JavaScript Опыт работы с SQL Server или PostgreSQL Опыт работы с веб-cервером Microsoft IIS Ответственность и внимательность к деталям Доступность для связи по скайпу в рабочее время по Москве Будет плюсом: Разговорный английский Знание Angular, .NET Core, Knockout.js, Ext.Js ",Без обязанностей, Удаленная работа Гибкий график Еженедельная оплата Доступность в рабочее время по московскому времени,Без ключевых навыков,0.9333333333333332,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
449,449,.net,Краснодар,78454.54545454546,115000.0,АйТиПарк,2019-10-16T14:03:20+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В связи с активным развитием компании и увеличения объемов, открыта вакансия &quot;Программист C#! Если Вы: Знаете синтаксис и имеете опыт применения языка программирования C# Имеете опыт разработки систем на платформе .NET и опыт разработки Web-приложений с использованием технологий: LINQ, ADO.NET, Entity Framework Code First; Имеете опыт разработки Winforms приложений; Умеете работать с MS SQL и знание языка T-SQL для написания запросов; Готовы разбираться в чужом коде и способны правильно оценивать сложность задач и сроки их выполнения; Здорово, если есть еще и знания компонентов Devexpress for Winforms. Мы предлагаем: Стабильную заработную плату + премии и бонусы, Профессиональное развитие и карьерный рост, Самореализацию и востребованность, Удобное месторасположение офиса (в центре города), Регулярные корпоративные мероприятия: выезды на море и в горы, велопрогулки, праздники и другие поводы. Официальное оформление согласно ТК РФ, Удобный график работы. В нашей компании каждый — профессионал своего дела. Стань частью команды ITipark!",Без требований,Без обязанностей,Без условий,MS SQL|JavaScript|C#|.NET Framework|XML|ООП|ADO.NET|Windows Forms|Developer Express|Git,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
884,884,.net,Екатеринбург,80000.0,120000.0,Экстенсив,2019-10-20T11:50:04+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Компания Xtensive ищет опытных и талантливых .Net разработчиков. Наша компания разрабатывает решения и продукты, которые используются не только в России, но и за рубежом: от ORM-решений до систем автоматизации производств. Среди наших партнеров и клиентов есть компании в США и Европе. Если для Вас важен карьерный рост и профессиональное развитие, если Вы хотите заниматься интересными проектами - мы ждем Вас. Мы абсолютно конкурентоспособны в части зарплат. Возможны командировки в Европу (Бельгия). Возможность удаленной работы и\или компенсации за переезд в Екатеринбург обсуждаемы. Мы будем рады как опытным разработчикам, так и талантливым выпускникам ВУЗов. Работать у нас Интересно Мы используем самые современные технологии, фреймворки, инструменты и методологии разработки. Мы любим, хотим и умеем развиваться. Если появляется технология, которая по объективным показателям превосходит то, что у нас используется сейчас, то мы её внедряем. То же самое касается и процессов разработки. Быстрый рост проекта, а также его размер на данный момент, гарантирует наличие огромного количества сложных и интересных задач. Вам точно не придётся скучать без дела и придумывать себе работу. Мы умеем слушать и слышать всех участников проекта, вне зависимости от его роли. Каждый может предложить, обосновать и “продать” идею, мысль, процесс, которые будут использованы в масштабе всей большой компании. Большое количество разноплановых задач, команд и отделов позволяют находить место, где интересно работать именно Вам. Разнообразие задач велико и включает в себя работу над понятным, красивым и удобным пользовательским интерфейсом, сложной и запутанной бизнес-логикой, продумывание архитектуры отдельных компонентов и больших подсистем, настройка и поддержка сложной облачной архитектуры и сервисов, интеграция с разнообразными сторонними сервисами и инструментами, искусственный интеллект и машинное обучение, обработка сложных данных и многое другое. Мы поощряем стремление развиваться. Если вы хотите “просто делать свою работу”, то наверное, нам не по пути. Проект и компания растут очень быстро, и каждый участник должен двигаться вперёд вместе с ними. Компания поддерживает развитие и готова помогать работнику в его стремлении расти и совершенствоваться. Если вы видите, что на текущем месте ваш рост как профессионала остановился, то просто скажите об этом нам и мы вместе найдём решение. Работать у нас Удобно Возможность частичной или полностью удалённой работы. Удалённым работникам мы также можем предложить посетить наш офис в Екатеринбурге для обмена опытом. Для работающих в офисе у нас созданы комфортные условия, которые удовлетворяют всем современным требованиям. Работать у нас Выгодно Мы готовы предложить вам трудоустройство в полном соответствии с ТК РФ, полностью официальной заработной платой и полным социальным пакетом. Конкурентная заработная плата, которая обсуждается по результатам собеседования. Вилка очень гибкая и конкретная цифра зависит лишь от того, как вы себя проявите. Примерный ориентир это 100-120 т.р. в месяц “на руки”. Мы верим, что вы - настоящий профессионал, и мы обязательно проверим это на собеседовании, поэтому вместо описания банальных (но от того не менее важных) требований, вроде ответственности, умения работать в команде и прочего, мы просто перечислим некоторые ключевые слова, чтобы вы знали, на что ориентироваться. Чем предстоит заниматься: Разработка функционала MES-системы. Участие в проектировании архитектуры системы в целом. Кого мы хотим видеть в своей команде Мы верим, что вы - настоящий профессионал, и мы обязательно проверим это на собеседовании, поэтому вместо описания банальных (но от того не менее важных) требований, вроде ответственности, умения работать в команде и прочего, мы просто перечислим некоторые ключевые слова, чтобы вы знали, на что ориентироваться. Знание платформы .NET Framework и языка C#. Понимание SQL. Знание ООП. Алгоритмы и структуры данных. Умение отличать хороший код от плохого. Понимание принципов асинхронного и многопоточного программирования. Знание или опыт работы с: WPF, WCF. Опыт работы с системами контроля исходного кода Mercurial (или SVN или Git). Знание MS SQL Server (или другой СУБД).",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.03333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
410,410,.net,Краснодар,80000.0,100000.0,Ромекс-Кубань,2019-10-14T09:43:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Разработка web ПО .Net (C#), с применением технологий ASP.NET WebForms, ASP.NET MVC, ASP.NET WebApi Требования: Опыт разработки не менее 2х лет. Умение работать в команде Базовое знание SQL Условия: Официальное трудоустройство Соц.пакет", Опыт разработки не менее 2х лет. Умение работать в команде Базовое знание SQL ," Разработка web ПО .Net (C#), с применением технологий ASP.NET WebForms, ASP.NET MVC, ASP.NET WebApi ", Официальное трудоустройство Соц.пакет,MS SQL|C#|ASP.NET|MS SQL Server|MVC|Transact-SQL|HTML|CSS|ООП,0.2333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
357,357,.net,Краснодар,80000.0,140000.0,DANYCOM,2019-10-21T14:53:26+0300,От 3 до 6 лет,Полный день,Полная занятость,"Наши преимущества: Своя техническая книжная библиотека. Используем Linux в production. Используем только .NET Core, кроссплатформенные приложения. Используем последние библиотеки и фреймворки (.NET Core 2/3, C# 8.0, VS2019 + Resharper). Используем современные методологии и подходы SAO, DDD, MicroServices, Design By Contract, SOLID, KISS, DRY. Используем процесс CI/CD с юнит-, интеграционными-, приемочными-тестами. Используем в работе Agile, SCRUM. Работаем в gitlab, процесс по gitflow. Проводим Code Review. Обязанности: Участие в разработка технических дизайнов (модель данных, бизнес-объекты, интерфейс). Разработка модулей системы в соответствии с техническими спецификациями. Устранение ошибок в программном обеспечении. Разработка и выполнение модульных тестов (unit test). Требования: Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web API. Понимание и применение на практике различных шаблонов проектирования. Понимание юнит и интеграционного тестирования, рефакторинга, TDD. Умение работать с git. Знание работы с БД, желательно PostgreSQL (оптимизация запросов, построение индексов). Базовый опыт работы с Linux. Условия: Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год."," Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web API. Понимание и применение на практике различных шаблонов проектирования. Понимание юнит и интеграционного тестирования, рефакторинга, TDD. Умение работать с git. Знание работы с БД, желательно PostgreSQL (оптимизация запросов, построение индексов). Базовый опыт работы с Linux. "," Участие в разработка технических дизайнов (модель данных, бизнес-объекты, интерфейс). Разработка модулей системы в соответствии с техническими спецификациями. Устранение ошибок в программном обеспечении. Разработка и выполнение модульных тестов (unit test). "," Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год.",Git|PostgreSQL|Unit Testing|ASP.NET MVC|Linux,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
939,939,.net,Екатеринбург,80000.0,111666.66666666669,BEEPER,2019-10-21T09:07:23+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О нас : Дружный и молодой коллектив программистов и аналитиков: - Разрабатывает системы и приложения для запуска бизнес-проектов - Автоматизирует внутренние процессы компании Мы работаем в крупной компании (более 3 тысяч сотрудников) и имеем партнеров в различных сферах (коммерческие и государственные структуры, крупные и небольшие, и у каждого свои особенности), поэтому тематика задач разноплановая: web-приложения и сервисы, фронтенд и бэкенд, задачи по интеграции и внутренние корпоративные системы. Находимся в поиске новых сотрудников в связи с расширением отдела! Задачи: Разработка новых и доработка существующих приложений, систем, сервисов, в том числе высоконагруженных Интеграция со сторонними системами Разработка и оптимизация SQL-запросов Участие в постановке и проработке задач Участие в проектировании приложений, систем, сервисов, возможность самостоятельно принимать решения при наличии компетенций Сопровождение разработанного ПО и решение технических проблем в его работе Мы ждем от Вас: Уверенное владение C# Опыт разработки на .NET от 2-ух лет Опыт разработки на ASP.NET, желательно на ASP.NET MVC Понимание принципов ООП Опыт разработки с использованием баз данных, желателен опыт использования MS SQL или Oracle Приветствуется умение выполнять code-review Английский язык (чтение технической литературы) Умение работать самостоятельно и в команде, желание учиться и развиваться Условия работы: Работа в стабильной и активно развивающейся компании; Официальное трудоустройство; Достойная и полностью белая заработная плата (обговаривается с финальными кандидатами по результатам собеседования); Офис в центральной части города",Без требований,Без обязанностей,Без условий,MS SQL|ASP.NET|MVC|C#,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
355,355,.net,Краснодар,90000.0,115000.0,ПРОФИТКЛИКС,2019-10-21T13:19:05+0300,От 3 до 6 лет,Полный день,Полная занятость,"Привет! Мы - ProfitClicks, развиваемся в сфере интернет-рекламы по модели CPA c 2016 года. Мы - продуктовая компания и уже реализовали множество успешных проектов: тизерная рекламная сеть для информационных сайтов, сеть по монетизации push-уведомлений, трекер для аналитики трафика, новостной портал и другие решения. Все эти продукты - highload-системы со средней нагрузкой 3000 хитов в секунду. В нашей команде 90+ человек и только за последние полгода мы выросли в 1,5 раза. Сейчас мы запускаем новый проект и ищем в команду программиста С# . Не просто кодера, а программиста, который проникнется проектом и сможет предлагать дельные решения, которые в нашей команде только приветствуются! Немного о проекте. Это система по автоматизации закупки рекламы. Продукт с микросервисной архитектурой: сервис личного кабинета на PHP/PostgreSQL, сервис для выбора объявлений по таргетингу для показа (DSP) на c# (ASP.NET MVC)/PostgresSQL, сервисы по обработке запросов и взаимодействию между элементами на Go/Сlickhouse/Redis/Aerospike. Максимальная нагрузка на сервер по нашим тестам - 25k rps, но это не предел. Для нового коллеги у нас будут крутые задачи: Создание алгоритмов ротаций в рекламной сети (написание сверхоптимизированных запросов для максимально быстрой выборки) Реализация интеграции с внутренними и внешними сервисами Проектирование внутренней архитектуры сервиса От нашего идеального кандидата ожидаем: Опыт программирования на платформе .NET от 2 лет Знание ASP.NET MVC Уверенное знание C# Опыт работы с реляционными базами данных MySQL, PostgreSQL Будет плюсом Опыт разработки высоконагруженных систем Опыт работы с СУБД Redis, Clickhouse Опыт работы с брокерами сообщений NATS, RabbitMQ Опыт разработки с использованием ASP.NET CORE MVC (мы понимаем, что технология довольно новая, но если ты уже реализовывал проекты на этой платформе - это для нас жирный плюс!) Опыт работы в scrum-команде Что мы предлагаем? полный highload интересные и разнообразные задачи по проектам компании обмен опытом в сильной команде возможность профессионального и финансового роста плавающее начало рабочего дня (возможность приезжать на работу с 7:30 до 10:30 утра), график 5/2 молодой и дружный коллектив компании, который эффективно работает и также отдыхает (совместные корпоративы гарантированы :) крутой дизайнерский офис на Красных Партизан (PlayStation, зоны отдыха) ДМС или компенсация абонемента в спортзал на выбор оформление с первого дня, испытательный срок 2 месяца чай и сладости в офисе, все по канонам конкретные цифры по доходу готовы обсуждать после прохождения отбора. На старте, конечно же, отталкиваемся от пожеланий кандидата Формат работы — офис в г. Краснодаре. Удаленная работа невозможна. Но мы готовы взять на себя расходы по релокации иногородних кандидатов и членов их семьи: оплата перелета/ переезда, оплата 50% или 100% стоимости 1 месяца проживания в съемной квартире в Краснодаре. Если у тебя остались вопросы - пиши нам на почту - мы расскажем обо всех интересующих деталях и будем рады знакомству :)",Без требований,Без обязанностей,Без условий,C#|Visual Studio C#|.NET Framework|ASP.NET|Git|MySQL|WEB API|JavaScript|Redis,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
655,655,.net,Челябинск,90000.0,90000.0,Фьюз Эйт Онлайн,2019-10-21T07:19:04+0300,От 3 до 6 лет,Полный день,Полная занятость,"Веб-студия fuse8 — российская компания с британскими корнями. С 2001 года мы создаем полезные и сложные продукты для клиентов со всего мира. Офисы компании расположены в Лондоне, Лидсе (графство Йоркшир), Клуж-Напоке (Румыния) и Челябинске. Мы уже успели поработать с IKEA, RedBull, фармацевтической компанией TEVA, Royal Canin и другими. В Англии работают продукт-менеджеры и дизайнеры: они исследуют бизнес клиентов и целевую аудиторию, продумывают стратегию и разрабатывают дизайн. Но настоящая магия происходит в Челябинске: здесь наши веб-разработчики делают из техзадания крутой продукт. Для работы над новыми и уже имеющимися проектами мы формируем новую команду из двух backend- и двух frontend-разработчиков. И этой команде нужен капитан — ведущий backend-разработчик . Что предстоит делать — разрабатывать проекты на Sitecore или Kentico; — совместно с командой писать техзадание, создавать архитектуру приложения и кодить (да, ведущие тоже пишут код!); — распределять задачи в команде, следить за качеством и сроками их исполнения; — быть хорошим наставником и помощником для своей команды; — общаться с менеджером проекта и заказчиком; Что нужно, чтобы присоединиться к нам Мы хотим, чтобы наш ведущий backend-разработчик умел и любил работать в команде, имел опыт проектирования и создания крупных приложений на С# и ASP.NET и знал английский язык на уровне не ниже intermediate. Также нам важно — знание, понимание и умение на практике применять принципы рефакторинга кода, шаблоны проектирования; — опыт веб-разработки; — опыт разработки и интеграции веб-сервисов (REST или SOAP); — опыт работы с БД и ORM; — знание и опыт работы с облачными платформами (Azure или AWS), инструментами DevOps и Continuous Integration. Что мы за это предлагаем — официальное трудоустройство с «белой» зарплатой, которая выплачивается дважды в месяц; — работа в уютном и просторном офисе типа open-space на Тополиной аллее; — курсы английского языка за счет компании прямо в офисе с нейтив-спикером или в The English Club; — возможность участвовать в воркшопах, хакатонах, конференциях и учиться новому. А еще у нас бесплатные чай и кофе, настольный теннис, футбол и даже собственный магазинчик со сладостями и снеками Tuck Shop. В конце каждого года мы подсчитываем доходы с Tuck Shop и всей командой решаем, на что потратить эти деньги. Настольный футбол в офис мы купили именно с Tuck Shop.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
47,47,.net,Новосибирск,90000.0,180000.0,Шарп Девелоперс,2019-09-26T13:08:32+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"О компании: ООО «Шарп Девелоперс» занимается разработкой программного обеспечения «на заказ» для англоязычных (в основном американских) заказчиков. Разработка ведется на платформе Microsoft .NET. Мы разрабатываем веб-сайты и мобильные приложения. Наша компания имеет очень высокий рейтинг (Top Rated) на американской бирже upwork. Мы считаем, что такой результат достигнут благодаря безупречному качеству программирования, тестирования и коммуникации с клиентами, умению понять и реализовать в точности то, что нужно клиенту. Сейчас нашей целью является количественное развитие при условии сохранения качества предоставляемых услуг. Требования: Обязателен (!) хороший разговорный и письменный английский. Вы будете общаться с клиентами на английском языке: устно и письменно. Вы также будете составлять технические документы для клиентов и программистов. Аналитический склад ума. Б о льшая часть Вашего рабочего времени будет посвящена анализу и проектированию систем. Вам нужно будет понимать требования к будущей системе, предлагать варианты построения, согласовывать и затем регулярно отчитываться перед клиентами о том, что делают программисты на проекте и презентовать результаты. Вы будете составлять задачи для программистов. Обязателен опыт предыдущей работы аналитиком и/или руководителем в IT компании на средних или больших проектах. Обязателен опыт предыдущей работы программистом и/или тестировщиком ПО . Вы будете отвечать не только за получение задачи от клиента и формулировку задачи программисту, но и за то, какая система получилась на выходе. Для обеспечения качества систем все задачи после имплементации проходят стадию тестирования. А также: коммуникабельность и ответственность. Руководитель проектов будет отвечать за: Все общение с клиентами на порученных ему (ей) проектах (своевременные и удовлетворяющие клиента ответы на все его запросы), Разработку и согласование с клиентом постановочных документов на проекте: спецификаций (возможно, совместно с аналитиком), Постановку задач аналитику, программистам и тестировщикам. Оперативное отслеживание выполнения этих задач. Ведение общего состояния каждого проекта, в том числе финансового. Взаимодействие с руководителем разработки и/или директором компании по каждому из своих проектов. Условия работы: Полный день, возможна удаленная работа. Заработная плата : оклад + премия KPI в зависимости от успеха каждого проекта, который ведет руководитель. (На испытательный срок мы предлагаем фиксированный доход) Время наших клиентов отличается от екатеринбургского, в связи с чем может возникнуть необходимость вести переговоры в неурочное время. Однако это зависит от того, как построены отношения с каждым конкретным клиентом (это тоже будет зависеть и от Вас). Основным критерием остается удовлетворенность клиента! В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячее питание. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку в офисе и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам выполнения тестового задания и прохождения технического собеседования.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.8333333333333334,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1198,1198,.net,Самара,100000.0,160000.0,ИК СИБИНТЕК,2019-10-04T14:57:28+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Принимать участие в разработке новых корпоративных приложений. Принимать участие в развитии и поддержке уже существующих приложений. Решать нетривиальные и нестандартные задачи. Требования: Образование: высшее, техническое. Опыт работы с C#; Опыт работы с WinForms, ASP.NET, EntityFramework LINQ; Опыт работы с СУБД (PostgreSQL, MS SQL Server, SQLite, ORACLE); Опыт работы с инструментами командной разработки (SVN, Git, TFS); Опыт анализа и рефакторинга легаси-кода; Опыт участия в разработке архитектуры, модели данных и т.д.; Опыт разработки технической документации; Технический английский язык; Условия: Оформление в соответствии с ТК РФ. Конкурентоспособная заработная плата и годовой бонус. Полис ДМС со стоматологией. Внутреннее и внешнее обучение (корпоративный университет, конференции и тренинги). Корпоративные мероприятия. У нас много задач, мы постоянно расширяем команду и ожидаем, что в ней вырастут свои лидеры! Указанные выше сведения не являются официальным предложением заключения трудового договора, а уведомляют о имеющийся вакансии в штатном расписании, актуальной на момент размещения."," Образование: высшее, техническое. Опыт работы с C#; Опыт работы с WinForms, ASP.NET, EntityFramework LINQ; Опыт работы с СУБД (PostgreSQL, MS SQL Server, SQLite, ORACLE); Опыт работы с инструментами командной разработки (SVN, Git, TFS); Опыт анализа и рефакторинга легаси-кода; Опыт участия в разработке архитектуры, модели данных и т.д.; Опыт разработки технической документации; Технический английский язык; ", Принимать участие в разработке новых корпоративных приложений. Принимать участие в развитии и поддержке уже существующих приложений. Решать нетривиальные и нестандартные задачи. ," Оформление в соответствии с ТК РФ. Конкурентоспособная заработная плата и годовой бонус. Полис ДМС со стоматологией. Внутреннее и внешнее обучение (корпоративный университет, конференции и тренинги). Корпоративные мероприятия. У нас много задач, мы постоянно расширяем команду и ожидаем, что в ней вырастут свои лидеры! Указанные выше сведения не являются официальным предложением заключения трудового договора, а уведомляют о имеющийся вакансии в штатном расписании, актуальной на момент размещения.",C#|ASP.NET|Windows Forms|EntityFramework|LINQ|SQL,0.5666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1081,1081,.net,Самара,100000.0,160000.0,АйСёртанти Самара,2019-10-16T11:58:48+0300,Более 6 лет,Гибкий график,Полная занятость,"Самарский филиал американской компании ICertainty. Мы занимаемся разработкой веб- и мобильных приложений в сфере безопасности производственных процессов и контроля качества в сфере общественного питания. Пишем веб-приложения на C# / .NET, мобильные нативные приложения для iOS и Android и кросс-платформенные приложения на Xamarin. Требуются опытные разработчики C#, как для поддержки нашего основного веб-приложения, так и для разработки мобильных приложений на Xamarin. Требования: Уверенное знание C# и ASP.NET Обязателен опыт работы на C# от 6 лет Желательно знание T-SQL Желательно знание Javascript, jQuery, AngularJS Приветствуется опыт работы с WebAPI, Приветствуется опыт разработки мобильных приложений, знакомство с Xamarin Английский: чтение технической документации, желательно разговорный Высшее техническое образование Условия: разнообразие проектов и технологий; гибкий график работы; ДМС со стоматологией (Альфа-Страхование); оформление согласно ТК РФ, оплачиваемые отпуска, больничные; просторный, комфортный офис, удобное рабочее место, оборудование и аксессуары с учетом ваших пожеланий; свежесваренный кофе, чай, плюшки, шоколад, фрукты."," Уверенное знание C# и ASP.NET Обязателен опыт работы на C# от 6 лет Желательно знание T-SQL Желательно знание Javascript, jQuery, AngularJS Приветствуется опыт работы с WebAPI, Приветствуется опыт разработки мобильных приложений, знакомство с Xamarin Английский: чтение технической документации, желательно разговорный Высшее техническое образование ",Без обязанностей," разнообразие проектов и технологий; гибкий график работы; ДМС со стоматологией (Альфа-Страхование); оформление согласно ТК РФ, оплачиваемые отпуска, больничные; просторный, комфортный офис, удобное рабочее место, оборудование и аксессуары с учетом ваших пожеланий; свежесваренный кофе, чай, плюшки, шоколад, фрукты.",C#|ASP.NET|.NET Framework|Web Application Development|JavaScript|HTML|CSS|MS SQL|jQuery|MS SQL Server|MS Visual Studio|SVN|SQL|AngularJS|Xamarin,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
