,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
568,568,программист (rs banking),Новосибирск,,,R-Style Softlab (Эр-Стайл Софтлаб),2019-10-11T13:47:51+0300,От 1 года до 3 лет,Полный день,Полная занятость,"R-Style Softlab — ведущий российский разработчик и интегратор банковского ПО, входящий в международный холдинг Asseco Group, приглашает кандидата на вакансию &quot; Программиста &quot;. Требуется сотрудник в группу занимающуюся разработкой ПО для автоматизации бухгалтерии, расчетно-кассовой деятельности и межбанковских расчетов крупных коммерческих банков. Задачи: Разработка новой функциональности по техническому заданию и проектной документации Развитие и поддержка существующей функциональности, рефакторинг кода Работа в команде с самостоятельным решением задач в своей зоне ответственности. Требования: Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях: знание ЯП С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; Умение писать SQL-запросы; Владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно; конструктивно вести разговор; работать в команде. Умение работать с технической документацией. Рассматриваются студенты последнего курса обучения технических вузов и начинающие специалисты с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ. Условия: Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение."," Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях: знание ЯП С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; Умение писать SQL-запросы; Владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно; конструктивно вести разговор; работать в команде. Умение работать с технической документацией. Рассматриваются студенты последнего курса обучения технических вузов и начинающие специалисты с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ. ",, Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение.,
