,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,JavaScript,Git,jQuery,Другое
448,448,frontend,Краснодар,41821.42857142857,120000.0,Zebrains,2019-10-02T23:56:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ZeBrains - это крутая команда в 100 человек. Работаем в двух регионах - Ульяновск и Краснодар. Мы любим свою работу. Занимаемся разработкой и сопровождением web-ресурсов, разработкой мобильных приложений для крупнейших клиентов по всей России. Работаем с такими брендами, как Sony, Магнит, Legrand, СК «Согласие», Ашан, Дочки-Сыночки, WWF, РОЛЬФ и другими. Наш стек технологий: -- React.js, Vue.js, Angular; -- Redux, MobX, VueX, RxJS; -- React-Native; -- TypeScript; -- Webpack. Что нужно будет делать: Разработка мобильных или WEB приложений с использованием современного стека; Работать в команде, делиться знаниями. Что НЕ нужно будет делать: Заниматься backend-программированием; Возиться с бумажной документацией. Что нужно от Вас: Опыт во фронтенд разработке; Опыт работы с Git; Знание семантики HTML5, уметь верстать валидно; Знание одной из CSS методологий, опыт работы с препроцессорами; Знание одного из JS фреймворков (Vue или React или Angular); Опыт в настройке Webpack или Gulp; Понимание REST, GraphQL. Мы гарантируем: работу в одной из крупнейших IT-компаний региона, график без секунданта и без объяснительных за опоздание, весёлые и добрые люди в коллегах, множество проектов разной сложности, профессиональный рост, даже при отсутствии желания (: самостоятельную работу над проектами без жёсткого контроля, стабильная и прозрачная система оплаты труда, работу in house или на удаленном формате (fulltime), трудовое оформление по ТК РФ.",Без требований,Без обязанностей,Без условий,JavaScript|react|redux|HTML|CSS|vue,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
301,301,frontend,Краснодар,41821.42857142857,85916.66666666669,"СимбирСофт,ООО",2019-10-15T11:07:16+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"В рамках нашего направления Front-end разработки мы создаем и развиваем интерфейсы для сервисов Abbyy, QIWI, проекта Дополненной Реальности и приложений ведущих банков страны. В команду выделенного центра разработки IT подразделения банка требуется Ведущий front-end разработчик. Наши команды работают над созданием и развитием банковских сервисов и приложений: мобильные приложения и онлайн-банк. Основная задача: реализация новой функциональности продукта (angular 5+, html5) Поддержка существующего кода Написание unit тестов на ключевой функционал приложения Работа в большой команде, участие в ежедневных митингах, обсуждениях задач Требования: Опыта разработки на Angular2+ от 1 года Опыт разработки SPA с использованием таких технологий как AngularJS/ReactJS/Ember.js/Vue.js/... от 2х лет Высокий уровень знаний javaScript, ES6 Уверенные знания RxJS HTML5, CSS3, Flexbox Karma, Jasmine Webpack Git Опыт работы с препроцессорами (sass, less) Понимание принципов DRY, SOLID Плюсом будет: Уверенное знание паттернов проектирования ООП Опыт работы в больших командах разработчиков Знакомство с agile методологией разработки Опыт оптимизации загрузки и производительности веб-приложений Опыт разработки на любом другом языке программирования Понимание принципов UI/UX; Условия: работу в крупной компании, в сплоченном коллективе единомышленников; сертификация за счёт компании; возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; работа без привязки к рабочему месту; гибкий график работы, который позволяет выспаться; белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный"," Опыта разработки на Angular2+ от 1 года Опыт разработки SPA с использованием таких технологий как AngularJS/ReactJS/Ember.js/Vue.js/... от 2х лет Высокий уровень знаний javaScript, ES6 Уверенные знания RxJS HTML5, CSS3, Flexbox Karma, Jasmine Webpack Git Опыт работы с препроцессорами (sass, less) Понимание принципов DRY, SOLID Плюсом будет: Уверенное знание паттернов проектирования ООП Опыт работы в больших командах разработчиков Знакомство с agile методологией разработки Опыт оптимизации загрузки и производительности веб-приложений Опыт разработки на любом другом языке программирования Понимание принципов UI/UX; ",Без обязанностей," работу в крупной компании, в сплоченном коллективе единомышленников; сертификация за счёт компании; возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; работа без привязки к рабочему месту; гибкий график работы, который позволяет выспаться; белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный",Без ключевых навыков,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
440,440,frontend,Краснодар,41821.42857142857,85916.66666666669,ДжетРуби Эйдженси,2019-10-16T16:23:50+0300,От 3 до 6 лет,Полный день,Полная занятость,"Наша компания ширится, крепнет и растет! Задачу превращения в лучшую IT команду галактики уже можно считать почти решенной. Не хватает лишь самой малости: нам нужен человечище на позицию Front-end Developer Middle+ . Хочешь стать супергероем? Смотри, что для этого нужно. Знание технологий и инструментов: React, React Native, GraphQL, PostCSS. Babel, Redux, Gulp, Webpack. Готовность выполнять задачи: Управление супер-командой разработчиков, пишущих на React. Разработка front-end логики веб-приложений. Внедрение лучших практик front-end разработки. Написание кристально чистой документации (как слеза комсомолки). Наличие скилов: Опыт работы на фронтенде не менее трех лет. Почетное звание “Гуру React.JS”. Опыт работы с Gulp/Webpack. Теплые дружеские отношения с адаптивным дизайном и модулями PostCSS/CSS. Умение говорить английскими словами и писать английскими буквами на уровне intermediate+. Обучаемость 80 lvl и неудержимое желание получать новые знания. Дополнительным плюсом будет: Опыт работы в тылу врага (back-end разработка). Опыт работы под прикрытием (Sketch, Photoshop). Опыт работы с языками (понимание функциональных языков программирования). Опыт выполнения особых поручений (работа на RESTful API и Ruby on Rails проектах). Какие плюшки получает супергерой: Хорошую зарплату (не имей сто рублей, все равно это не деньги). Комфортабельный офис в центре города и идеально оборудованное под тебя рабочее место; Чай, кофе, печеньки, фрукты; Интереснейшие проекты и лучшие методики управления проектами (в лучшей компании галактики не может быть по-другому). Возможность развивать супергеройские скилы (курсы, конференции, воркшопы, мастер-классы - у нас есть всё). Дружны коллектив, семейные праздники, корпоративы, спортивные соревнования (с окончанием рабочего дня, жизнь не заканчивается). Помощь в релокации (если супергерой прилетит к нам из другого региона).",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
458,458,frontend,Краснодар,41821.42857142857,85916.66666666669,Моё дело,2019-09-23T10:53:46+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Компания &quot;Моё дело&quot; занимается разработкой одноименного облачного сервиса для комплексного ведения ​бухгалтерии. Чтобы охватить все тонкости этого процесса, мы постоянно расширяем функционал, и сейчас настал момент, когда занятых в этом деле рук в нашем офисе стало не хватать. В связи с этим мы ищем удаленных сотрудников на полную занятость, которым мы готовы доверить массу интересной и творческой работы. Что мы можем Вам предложить: Удаленная работа, полная занятость Продуктовая разработка, sсrum, аgile Интересные задачи, требующие творческого подхода Обучение внутри компании, оплачиваемое работодателем Пятидневная рабочая неделя Оформление согласно ТК РФ Стабильный доход, возможность роста зарплаты Возможности карьерного и профессионального роста! Вам предстоит: Реализация пользовательского интерфейса (frontend) облачного сервиса с использованием HTML, CSS, JavaScript Работа с системами контроля версий и таск трекинга Оценка времени выполнения поставленных задач Взаимодействие с сервером Continous Integration Общение с командой тестирования продукта Покрытие тестами написанного кода Ведение документации в Confluence Взаимодействие с аналитиками и методологами. Мы будем рады в Вас увидеть: Уверенное знание JavaScript, Html, Css Опыт работы с одним или несколькими фреймворками (React, Angular, Vue и т.п) Готовность заниматься как интересными, так и скучными задачами; Желание и умение работать в команде (у нас Scrum) Понимать, что такое асинхронность и как с ней работать Желание и умение общаться с дизайнерами, тестировщиками, аналитиками. Любопытство и любовь к новым технологиям. Желательно: Знание Node.js Английский для чтения Опыт работы с системами контроля версий (git) Опыт написания приложений с использованием Webpack, Babel Опыт работы с React (Mobx) Опыт тестирования клиентского приложения Использование Less / Sass / PostCSS Использование npm / yarn.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.9333333333333332,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
576,576,frontend,Челябинск,45000.0,60000.0,СофтПлюс,2019-10-19T00:10:30+0300,От 3 до 6 лет,Полный день,Полная занятость,"(Переход c другого языка программирования) Требования – От 2х лет коммерческого опыта на любом языке программирования. – Вы уже сделали первые шаги в освоении html/css/js. – Работа в офисе в Челябинске, рассчитываем на длительное сотрудничество. У нас вы научитесь – Верстать; – Пользоваться webpack; – И React, и Vue, и Angular, и разработку на чистом JS; – Вносить правки и доработки на backend (node.js и php); – Работать со сверхбыстрой БД ClickHouse от Яндекс; – Обеспечивать безопасность продукта с HashiCorp(Consul, Vault); – Строить сервисную архитектуру и пользоваться очередями RabbitMQ; – Настраивать мониторинг на Prometheus и Graphite. Учиться предстоит, в основном, самостоятельно, при поддержке опытной команды и с возможностью получать консультации у лучших экспертов Челябинска (мы оплачиваем). Условия – Офис открыт с 08.00 до 22.00, выберите своё время работы самостоятельно. – С вас - качество работ, с нас - информация и оборудование по запросу. – Оплачиваем образование: курсы и профильные конференции. – Работаем без жестких дедлайнов и KPI. – Есть возможность договориться о зарплате выше чем у обычного Junior, учитывая ваш опыт. Процесс собеседования 1. Ваш отклик. 2. Техническая анкета-опросник на минимальные навыки, время выполнения - от 20 минут. 3. Обратная связь по анкете и дополнительные вопросы. 4. Встреча - знакомство, где мы ответим на все ваши вопросы и проведём углублённое техническое интервью - 1,5 часа. 5. Оплачиваемое нами тестовое задание, реальная рабочая задача, по принципу заказа на фриланс/аутсорс - от 1 дня до 2х недель, в зависимости от задачи, индивидуально. 6. Приглашение на постоянную работу. Zaycev.FM – одна из первых интернет станций в Рунете, существует с 2010 г. Работает без стационарной студии. Занимаемся различными музыкальными проектами стриминга (интернет вещания): от интернет-радио, до интеллектуального музыкального помощника - рекомендательной сети на искусственном интеллекте. Стек основных технологий: php, node.js, MySQL. В разных проектах использованы React, Vue.js и Angular 6. Стремимся внедрить CI/CD на 100% проектов. Команда разработки трудится в офисе в Челябинске.",Без требований,Без обязанностей,Без условий,JavaScript|HTML|CSS3,0.06666666666666668,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
832,832,frontend,Екатеринбург,50000.0,104000.0,Экстрим про,2019-10-14T09:24:00+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Группа компаний Экстрим – один из лидирующих разработчиков ПО для государственных заказчиков, крупный уральский интегратор, 25 лет стабильно на рынке. Приглашаем в свою команду Frontend разработчика. Задача – разработка пользовательского интерфейса для крупной информационной системы федерального уровня Для этого тебе понадобятся: опыт использования Angular 2+; знание HTML, CSS, JavaScript, TypeScript; опыт работы с REST-сервисами; опыт кросс-браузерной верстки (IE 10+, Chrome, Firefox, …); умение работать самостоятельно и в команде; технический английский. Будет плюсом: опыт использования webpack, Node.js, npm; опыт использования jasmine, mocha; опыт использования LESS/SCSS; знание Java/.NET; знание ОС Linux, Docker; интерес к изучению новых языков программирования, фреймворков, технологий разработки. Мы используем: клиентская часть: Angular 7, Bootstrap, Material, karma, jasmine; серверная часть: Java или .NET стек в зависимости от проекта (Java, EJB/Spring, JPA (Hibernate), .NET Core, EF Core, Redis, PostgreSQL); инструментарий: Intellij IDEA, VS Code, Jira, GIT/Gitlab, TeamCity, Confluence; Мы готовы предложить: Комфорт: комфортный офис в центре, с шикарным видом на город, или удаленная работа; гибкий график: учитываем потребности сотрудника с учетом спринтов и командной работы; расширенные соц. пакет: добровольное медицинское страхование со стоматологией, ежегодная вакцинация; а также компенсация занятий спортом; персональное предложение по зарплате в зависимости от уровня твоих навыков; кухня, свежесваренный кофе, чай + фрукты, йогурты, печенье и ПП-перекусы - это все есть. Витамины в сезон простуд:). Возможности: мы предлагаем работу в командах высококлассных профессионалов с многолетним опытом, среди них тренеры Microsoft (MCT) и ведущие разработчики (MCPD); возможность профессионального развития, обмен опытом между сотрудниками внутри компании, организация митапов и встреч; наличие собственной корпоративной библиотеки; Атмосфера: отзывчивая сплоченная команда; мы ценим обратную связь, для нас важно мнение каждого сотрудника; у нас насыщенная корпоративная жизнь, организованы активности по интересам: можно сменить рабочую обстановку и поиграть в настолки или покер, написать картину маслом, сходить в поход с коллегами или поучаствовать в благотворительном проекте, либо стать частью корпоративной спортивной команды. Перспектива: мы ценим готовность каждого сотрудников брать на себя ответственность и поддерживаем в стремлении расти.",Без требований,Без обязанностей,Без условий,HTML|CSS|JavaScript|AngularJS|REST,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
834,834,frontend,Екатеринбург,50000.0,104000.0,Artsofte,2019-10-21T15:42:11+0300,От 3 до 6 лет,Полный день,Полная занятость,"Artsofte – IT компания, специализирующаяся на разработке отраслевого программного обеспечения. В составе компании 4 отраслевых продукта, digital-агентство и собственный интегратор. Artsofte входит в ТОП-10 поставщиков SaaS-решений в России по исследованию CNews Analytics и является резидентом ИТ-кластера инновационного центра Сколково. А еще мы сделали лучший интернет-банк для физических лиц в России. В нашей компании работает больше 200 профессиональных и талантливых сотрудников. Сейчас мы ищем Front-end разработчика в проект TradeDealer. Digital Платформа TradeDealer - платформа, с помощью которой покупатель автомобиля может у дилера в режиме онлайн закрыть потребности на всех жизненных циклах: выбрать и оплатить новый автомобиль или с пробегом, оценить свой авто и использовать это как первоначальный взнос по кредиту, подобрать релевантный пакет услуг, воспользоваться F&amp;I инструментами, а после покупки записаться в сервис на свободный таймслот у дилера. За 9 лет наш продукт стал пионером во многих решениях на стыке маркетинга и IT для автомобильной индустрии РФ. Чем придется заниматься: развитием продукта TradeDealer; писать код (JavaScript, Angular 2+); изучать новые технологии, помогать коллегам, делиться с ними знаниями и опытом. Минимальные требования: базовые принципы понимания JavaScript, JQuery. Желаемые требования : опыт работы со сборщиком webpack; опыт написания кода на TypeScript / JavaScript; опыт работы на Angular 2+. Условия: высокий оклад (итоговую ставку определяем по результатам собеседования); интересные проекты, возможность обучения и самореализации; просторный офис в формате open space в центре города (Малышева / Луначарского); пятидневная рабочая неделя; трудоустройство согласно ТК РФ и белая зарплата; начало работы не позднее 11:00, график 5 / 2, 8 часов + 1 час на обед; безлимитный specialty кофе, чай, печеньки, фрукты, несколько переговорок и зона для игры в настольный теннис с сильными соперниками; льготные завтраки на 2 этаже в BOLSHOY от наших друзей; охраняемые авто- и вело- парковки; внутренние корпоративные мероприятия и внешние конференции для профессионального развития; веселые и дружные корпоративные праздники.",Без требований,Без обязанностей," высокий оклад (итоговую ставку определяем по результатам собеседования); интересные проекты, возможность обучения и самореализации; просторный офис в формате open space в центре города (Малышева / Луначарского); пятидневная рабочая неделя; трудоустройство согласно ТК РФ и белая зарплата; начало работы не позднее 11:00, график 5 / 2, 8 часов + 1 час на обед; безлимитный specialty кофе, чай, печеньки, фрукты, несколько переговорок и зона для игры в настольный теннис с сильными соперниками; льготные завтраки на 2 этаже в BOLSHOY от наших друзей; охраняемые авто- и вело- парковки; внутренние корпоративные мероприятия и внешние конференции для профессионального развития; веселые и дружные корпоративные праздники.",JavaScript|AngularJS|CSS3|TypeScript|HTML,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
839,839,frontend,Екатеринбург,50000.0,104000.0,Экстрим про,2019-10-16T12:31:50+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Группа компаний Экстрим – один из лидирующих разработчиков ПО для государственных заказчиков, крупный уральский интегратор, 25 лет стабильно на рынке. Приглашаем в свою команду Frontend разработчика на удаленное сотрудничество, в интересные и социально-важные проекты уровня города, региона, страны. Задача – разработка пользовательского интерфейса для крупной информационной системы федерального уровня Для этого тебе понадобятся: опыт использования Angular 2+; знание HTML, CSS, JavaScript, TypeScript; опыт работы с REST-сервисами; опыт кросс-браузерной верстки (IE 10+, Chrome, Firefox, …); умение работать самостоятельно и в команде; технический английский. Будет плюсом: опыт использования webpack, Node.js, npm; опыт использования jasmine, mocha; опыт использования LESS/SCSS; знание Java/.NET; знание ОС Linux, Docker; интерес к изучению новых языков программирования, фреймворков, технологий разработки. Мы используем: клиентская часть: Angular 7, Bootstrap, Material, karma, jasmine; серверная часть: Java или .NET стек в зависимости от проекта (Java, EJB/Spring, JPA (Hibernate), .NET Core, EF Core, Redis, PostgreSQL); инструментарий: Intellij IDEA, VS Code, Jira, GIT/Gitlab, TeamCity, Confluence; Мы готовы предложить: Комфорт: расширенный соц. пакет: добровольное медицинское страхование со стоматологией, ежегодная вакцинация, а также компенсация занятий спортом; гибкий рабочий график, пятидневная рабочая неделя, 8-часовой рабочий день; персональное предложение по зарплате в зависимости от уровня твоих навыков; комфортный офис (Екатеринбург/Севастополь) или удаленная работа; Возможности: - мы предлагаем работу в командах высококлассных профессионалов с многолетним опытом, среди них тренеры Microsoft (MCT) и ведущие разработчики (MCPD); - возможность профессионального развития, обмен опытом между сотрудниками внутри компании; наличие собственной корпоративной библиотеки; Атмосфера: отзывчивая сплоченная команда; мы ценим обратную связь; для нас важно мнение каждого сотрудника; у нас насыщенная корпоративная жизнь, организованы активности по интересам; Перспектива: - мы ценим готовность каждого сотрудников брать на себя ответственность и поддерживаем в стремлении расти.",Без требований,Без обязанностей,Без условий,JavaScript|AngularJS|HTML|CSS|REST,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
883,883,frontend,Екатеринбург,50000.0,104000.0,АП Софт,2019-10-15T14:47:32+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компании-разработчику программного обеспечения в области АСУТП, Интернета вещей, Облачных вычислений требуется frontend-разработчик. Работа над проектами и в продуктовой команде. В компании применяются современные методологии и инструменты разработки scrum, kanban: git, Jira/Bamboo/Confluence, непрерывная интеграция, автоматизированное тестирование. Список используемых технологий - в описании компании . Обязанности: Разработка пользовательского интерфейса на языке javascript/typescript (frontend) Требования: Знание HTML/CSS/Javascript; Понимание RESTful API; Навыки разработки комплексных интерфейсов с поддержкой состояния Понимание принципов работы и базовые навыки разработки серверного ПО Умение развиваться, понимание новых технологий и тенденций, готовность к работе с новыми направлениями разработки; Английский язык на уровне чтения технической документации. Плюсом будет: Опыт работы с angular/karma/jasmine/protractor/typescript/bootstrap; Опыт разработки приложений по визуализации данных. Условия: Официальное трудоустройство, &quot;белая&quot; зарплата и премиальные; Работа на полный рабочий день, удалённая работа невозможна; Обучение и сертификация по профилю за счет компании."," Знание HTML/CSS/Javascript; Понимание RESTful API; Навыки разработки комплексных интерфейсов с поддержкой состояния Понимание принципов работы и базовые навыки разработки серверного ПО Умение развиваться, понимание новых технологий и тенденций, готовность к работе с новыми направлениями разработки; Английский язык на уровне чтения технической документации. Плюсом будет: Опыт работы с angular/karma/jasmine/protractor/typescript/bootstrap; Опыт разработки приложений по визуализации данных. ", Разработка пользовательского интерфейса на языке javascript/typescript (frontend) ," Официальное трудоустройство, &quot;белая&quot; зарплата и премиальные; Работа на полный рабочий день, удалённая работа невозможна; Обучение и сертификация по профилю за счет компании.",Git|JavaScript|AngularJS|Atlassian Jira|Bootstrap|CSS,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
958,958,frontend,Екатеринбург,50000.0,104000.0,Сбербанк,2019-10-01T11:13:35+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Главное о Сбербанке: Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций. Наша новая цель — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов. Ищем Front-end разработчика в команду ИТ блока Управление благосостоянием. Основной задачей будет: разработка Web версий банковских систем или онлайн сервисов. Готовы рассмотреть вариант руководства группой разработчиков. Команда ожидает, что Вы: -Отличное знаете javascript -Имеете опыт работы с React и Redux (от 4-х лет) -Знаете HTML5 + CSS3 на близком к отличному уровню -Имеете опыт создания RIA/SPA -Имеете опыт работы с системами контроля версий (Git, SVN) -Имеете опыт разработки под разные браузеры в разных операционных системах -Понимаете принципы работы браузеров -Имеете опыт работы с js-фреймворками (Backbone, AngularJS, Vue.js и др.) -Понимаете архитектуру веб-приложений -Имеете навыки проектирования web-приложений -Имеете опыт работы со сборщиками проектов (Grunt, Gulp, Webpack) -Имеете опыт серверного программирования на Node.js Мы предлагаем: Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода; Уровень заработной платы , который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования; Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей; Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора; Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год; Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена волюты, дисконт-программы от партнеров банка. Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде !",Без требований,Без обязанностей,Без условий,JavaScript|React|Redux|HTML5|CSS3|SVN|Git,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
940,940,frontend,Екатеринбург,50000.0,104000.0,ANCOR FinTech,2019-09-27T08:56:43+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Наш клиент, компания - один из лидеров в технологиях на рынке делового туризма, ищет в свою команду фронтенд разработчика. Обязанности: разработка фронта работа над основной веб-версией приложения, а также пилотной мобильной Требования: опыт разработки на React, Redux от года хорошее владение нативным JavaScript, понимание его особенностей и преимуществ владение и понимание на хорошем уровня ES2015+ опыт работы с Git умение и опыт работы в команде квалифицированных специалистов Условия: работа в современном офисе, в команде профессионалов, с множеством интересных задач, над инновационным продуктом гибкий рабочий график с началом работы с 8:00 до 11:00 уровень заработной платы, который зависит от ваших технических знаний, навыков и опыта возможность участвовать в развитии, предлагать идеи и технологии поездки на ИТ-конференции, митапы, учебные курсы за счет компании (50%) Буду рада ответить на ваши вопросы:)"," опыт разработки на React, Redux от года хорошее владение нативным JavaScript, понимание его особенностей и преимуществ владение и понимание на хорошем уровня ES2015+ опыт работы с Git умение и опыт работы в команде квалифицированных специалистов "," разработка фронта работа над основной веб-версией приложения, а также пилотной мобильной "," работа в современном офисе, в команде профессионалов, с множеством интересных задач, над инновационным продуктом гибкий рабочий график с началом работы с 8:00 до 11:00 уровень заработной платы, который зависит от ваших технических знаний, навыков и опыта возможность участвовать в развитии, предлагать идеи и технологии поездки на ИТ-конференции, митапы, учебные курсы за счет компании (50%) Буду рада ответить на ваши вопросы:)",Без ключевых навыков,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
