,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,JavaScript,Git,jQuery,Другое
1172,1172,frontend,Самара,65000.0,127500.0,"СимбирСофт,ООО",2019-09-30T08:07:06+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"В рамках нашего направления Front-end разработки мы создаем и развиваем интерфейсы компаний Mail.ru, CarPrice, ЦИАН, QIWI, Lamoda, Ferrero, SKB_Lab, Дом.ру, Delloite и многие другие. Наши разработчики создают интереснейшие продукты для ведущих банков страны, call-центров, финансовой и бухгалтерской сферы, индустрии развлечений, помогают в решении уникальных бизнес задач. Основные задачи: Реализация новой функциональности продукта (React + Redux, HTML5); Поддержка существующего кода; Работа в большой команде, участие в ежедневных митингах, обсуждениях задач. Требования: Опыт разработки React/Redux/Flux/MobX от 2 лет; Четкое понимание принципов Redux; Понимание принципов и опыт разработки SPA приложений от 2-х лет; Высокий уровень знаний JavaScript, ES6; HTML5, CSS3, Flexbox; Webpack; Git; Опыт работы с препроцессорами (sass, less). Плюсом будет Знание React Native; Понимание принципов DRY, функционального программирования; Знание гибких методологий разработки; Опыт оптимизации загрузки и производительности веб-приложений; Опыт разработки на любом другом языке программирования; Понимание принципов UI/UX. Мы предлагаем: Работа в крупной компании, в сплоченном коллективе единомышленников; Сертификация за счёт компании; Возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; Возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи); Современная и уютная зона отдыха с чаем/кофе; Гибкий график работы, который позволяет выспаться; Компания материально поощряет сотрудников заниматься спортом; Курсы английского языка; Белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
677,677,frontend,Челябинск,65833.33333333331,96666.66666666669,Napoleon IT,2019-10-08T08:56:45+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Napoleon IT ― разработчик программного обеспечения. Мы предлагаем готовые решения, а также осуществляем разработку по гибкой методологии. Наши решения в области бизнес-аналитики, предиктивной аналитики, компьютерного зрения, высоконагруженных систем и мобильной разработки дают конкурентное преимущество и гарантируют устойчивое развитие бизнеса клиентов. У нас много интересных задач, дружеская атмосфера и отличные условия! Обязанности: Разработка, поддержка и развитие клиентской части крупных web-приложений; Доработка существующего кода, поддержка чужого кода; Участие в разработке высоконагруженных проектов, работа в команде; Анализ требований, составление плана работ и реалистичные оценки по предоставляемым задачам; Участие в обсуждении процессов разработки, освоение новых технологий в сжатые сроки; Документирование кода, работа с существующей проектной документацией. Требования: Отличные навыки работы с HTML, CSS, JavaScript (ES6+); Навыки и опыт работы с реактивными фреймворками на JS (ReactJS, VueJS); Опыт работы на бэкенде (Python, Node.js) не обязателен, но будет плюсом; Навыки работы с CSS препроцессорами (Less, Stylus, SASS, SCSS); Навыки работы с постпроцессорами HTML (PUG, Blade, etc); Опыт и навык работы со сборщиками (Webpack, Rollup, Gulp); Опыт написания тестов на фронте (Jest, chai, mocha, etc.); Базовые навыки работы с docker, gitlabCI (CI не обязательно, но было бы плюсом); Хороший опыт работы с взаимодействием с сервером, знание RESTful API или GraphQL; Опыт работы с TypeScript (не обязательно, но было бы плюсом) или опыт использования других ООП языков программирования (C#, Java, etc.); Знание и понимание функционального программирования в JS (замыкания, лямбда-исчисление, функции высшего порядка, каррирование) не обязательно, но было бы плюсом. Условия: Работу в отличной команде — наши менеджеры, дизайнеры и разработчики по-настоящему влюблены в свое дело; Бесплатные профессиональные курсы, доступные всем сотрудникам офиса; 100% компенсацию приобретения профессиональной литературы. Официальное трудоустройство, гибкий режим рабочего времени. Рассматриваем вариант удаленного сотрудничества в формате full time."," Отличные навыки работы с HTML, CSS, JavaScript (ES6+); Навыки и опыт работы с реактивными фреймворками на JS (ReactJS, VueJS); Опыт работы на бэкенде (Python, Node.js) не обязателен, но будет плюсом; Навыки работы с CSS препроцессорами (Less, Stylus, SASS, SCSS); Навыки работы с постпроцессорами HTML (PUG, Blade, etc); Опыт и навык работы со сборщиками (Webpack, Rollup, Gulp); Опыт написания тестов на фронте (Jest, chai, mocha, etc.); Базовые навыки работы с docker, gitlabCI (CI не обязательно, но было бы плюсом); Хороший опыт работы с взаимодействием с сервером, знание RESTful API или GraphQL; Опыт работы с TypeScript (не обязательно, но было бы плюсом) или опыт использования других ООП языков программирования (C#, Java, etc.); Знание и понимание функционального программирования в JS (замыкания, лямбда-исчисление, функции высшего порядка, каррирование) не обязательно, но было бы плюсом. "," Разработка, поддержка и развитие клиентской части крупных web-приложений; Доработка существующего кода, поддержка чужого кода; Участие в разработке высоконагруженных проектов, работа в команде; Анализ требований, составление плана работ и реалистичные оценки по предоставляемым задачам; Участие в обсуждении процессов разработки, освоение новых технологий в сжатые сроки; Документирование кода, работа с существующей проектной документацией. "," Работу в отличной команде — наши менеджеры, дизайнеры и разработчики по-настоящему влюблены в свое дело; Бесплатные профессиональные курсы, доступные всем сотрудникам офиса; 100% компенсацию приобретения профессиональной литературы. Официальное трудоустройство, гибкий режим рабочего времени. Рассматриваем вариант удаленного сотрудничества в формате full time.",HTML|CSS|JavaScript,0.43333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
695,695,frontend,Челябинск,65833.33333333331,96666.66666666669,Antida software,2019-10-07T11:07:03+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Antida software разыскивает в одну из своих команд талантливого frontend-разработчика. Мы софтверная компания: разрабатываем свои продукты и работаем над проектами наших клиентов. В основном это IT-компании из России и США. У нас построена сильная культура профессионального развития, мы создаем и культивируем условия, в которых разработчику сложно не расти над собой. Мы ищем талантливого разработчика, главной задачей которого будет перевод проекта с AngularJS 1.x на React. Также предстоит решать задачи в существующей версии сервиса на AngularJS. Поэтому придётся и программировать на AngularJS и переводить проект на React. Будет много сложных задач! Требования к кандидатам: Знания AngularJS; — Знание React; — Знание ES2015+; — Желательно TypeScript; — Умение пользоваться Git; — Умение разработать задачу от начала до конца. Нам также важны следующие личные качества: — Умение четко и ясно излагать мысли; — Умение самостоятельно решать проблемы, используя знания, инструменты и контакты. Мы предлагаем следующие условия: — официальное трудоустройство по ТК РФ. Готовы обсудить ваши пожелания в вопросах заработной платы; — комфортный офис в центре города, PlayStation, фрукты, шоколад и т.д.; — корпоративная библиотека с покупкой книг по вашему желанию; — оплата занятий по английскому языку с преподавателем; — дружелюбный молодой коллектив; — корпоративные тренинги, митапы и хакатоны.",Без требований,Без обязанностей,Без условий,ReactJS|CSS|HTML|JavaScript|AngularJS,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
702,702,frontend,Челябинск,65833.33333333331,96666.66666666669,ЦИАН ГРУПП,2019-10-21T10:03:36+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"ЦИАН – лидирующий на рынке маркетплейс по недвижимости России (по данным LiveInternet за январь 2018 года). Мы помогаем найти жилье более чем 11 миллионам посетителей ежемесячно. ЦИАН пятый год подряд входит в двадцатку самых дорогих компаний Рунета по версии журнала Forbes. Мы каждый день работаем над тем, чтобы наш сервис был полезен, удобен и надежен для любого сегмента наших пользователей. Поэтому мы ищем амбициозных людей, кто сможет предложить свои идеи и захочет воплотить в жизнь уже существующие. Что делает Frontend разработчик: разрабатывает клиентскую часть веб-сайтов и веб-приложений; участвует в разработке и внедрении новых сервисов и технологий; взаимодействует с командой backend-разработчиков; верстает для desktop и мобильных браузеров; дополняет и разрабатывает общий style guide компании; оптимизирует работу текущего UI; пишет понятный и поддерживаемый другими участниками команды код. Должен уметь: работать с React; разработать задачу от начала и до конца; пользоваться Git (работа с ветками, решение конфликтов); автоматизировать свою работу используя Unix shell и другие подручные средства; находить причину возникновения любой ошибки на сайте; реализовать компонент любой сложности; применять ES2015+; желательно: умеет писать unit тесты; знает о Typescript; имеет опыт работы с Node.js. Работа в ЦИАН - это: Удаленная работа, оформление по ТК 5 day off в год Профессиональный рост (ЛПР, оплачиваемое обучение, посещение конференций, корпоративная библиотека) Мы любим веселиться (2 больших корпоратива в год + квартальные вечеринки в офисе)",Без требований,Без обязанностей,Без условий,Git|JavaScript|Node.js|HTML5|CSS3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
667,667,frontend,Челябинск,65833.33333333331,96666.66666666669,Nitka Technologies,2019-10-14T21:52:02+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Nitka Technologies, Inc. is a privately held American company with offices in USA, Russia, and Belarus with currently over 200 dedicated developers and technical support engineers. We&#39;re looking for a passionate Frontend developer to join our team and participate in development of the various products for biotechnological company. In this role you will: Participate in attractive startup development almost from scratch Develop web applications using React + Node.js + AWS stack Collaborate with other members of the engineering team to build robust, reusable and maintainable code to support and grow products We are looking for: Strong skills to get work done Minimum of 3 years of production React.js experience (Primary skill) Knowledge of Node.js or at least some skills in BE framework + ready to learn Node.js Typescript Some experience in AWS infrastructure (Lambda, API Gateway, CloudFormation, CodeBuild, S3, Route53, etc.) Experience with unit tests writing Experience with test automation or ready to learn Comfortable with Git, Code Reviews and Jira We offer: Full-time remote work (8h/day) Long-term project Salary in USD Paid vacations, holidays, sick leaves Opportunities for professional growth",Без требований,Без обязанностей,Без условий,React|Node.js|AWS stack|Typescript|Английский язык,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
732,732,frontend,Челябинск,65833.33333333331,96666.66666666669,GoodFactory,2019-09-25T16:16:29+0300,От 3 до 6 лет,Полный день,Полная занятость,"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать: Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода. Требования: отличное знание HTML5, CSS3, JavaScript; адаптивная и кросс-браузерная верстка; знание основ PHP, MYSQL и React будет плюсом; понимание принципов ООП. Условия: Достойную заработную плату по результатам собеседования; интересные задачи; удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00)."," отличное знание HTML5, CSS3, JavaScript; адаптивная и кросс-браузерная верстка; знание основ PHP, MYSQL и React будет плюсом; понимание принципов ООП. ",Без обязанностей," Достойную заработную плату по результатам собеседования; интересные задачи; удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).",HTML5|CSS3|JavaScript|ООП|React,0.8666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
645,645,frontend,Челябинск,65833.33333333331,96666.66666666669,UNIT6,2019-10-16T15:35:28+0300,От 3 до 6 лет,Полный день,Полная занятость,"Рассматриваем кандидатов с разным уровнем опыта. Младшим специалистам предлагаем возможность быстро получить востребованный опыт, Старшим предлагаем интересные задачи в проектах Федерального и Мирового уровня. Ищем людей, которые любят разработку и хотят работать над проектом, в котором будут новые вызовы, нетривиальные задачи и возможности для развития. Мы не делаем веб-сайты, мы делаем интернет-продукты — интернет-банки, онлайн-сервисы для пользователей крупных компаний, сложные (но удобные) интерфейсы, и другие интересные вещи. Мы почти никогда не делаем разовые проекты, все наши проекты живут и развиваются, учитывают опыт своих пользователей, следят за новыми тенденциями в дизайне и проектировании. Наш центральный офис в Челябинске. Работаем как с удаленными сотрудниками, так и с сотрудниками в офисе. Удаленным сотрудникам оплачиваем коворкинг. Сотрудники в офисе могут выбрать, на какой технике они хотят работать. Зарплату платим вовремя, оформляем все официально. Стек технологий зависит от проекта, но, если в кратце, то обычно от кандидатов на фронтенд-разработчика мы ожидаем: Опыт с React Опыт работы с Gulp/Grunt/Webpack/SASS/LESS Опыт с Git с merge/pull-request Понимание работы веб-инфраструктуры и HTTP-протокола Коммуникабельность, внимательность и ответственность за результат Готовность учиться и развиваться От старших разработчиков мы ожидаем: Опыт работы над ответственными частями проекта и решения нестандартных задач Опыт проектирования крупных систем или их модулей Умение разобраться с уже существующей архитектурой и планировать её развитие Навык объяснить, зачем и почему внедряется или выбирается то или иное решение Что предстоит делать: Разрабатывать новые интернет-решения Проверять работу на современных браузерах (обычно мы поддерживаем последние 2 версии) Работать в большой команде, бок-о-бок со всеми участниками проекта (другие разработчики, тестировщики, аналитики, дизайнеры, продакт-оунеры и саппорт) В зависимости от проекта могут быть еще дополнительные штуки, которые мы расскажем уже на собеседовании А еще у нас хороший и дружный коллектив, уютный офис с кофемашиной, печенками, фруктами и гироскутером. Мы проводим митапы разработчиков в Челябинске и организуем крупнейшую Челябинскую конференцию разработчиков UWDC. Уровень зарплаты готовы обсуждать с успешными кандидатами.",Без требований,Без обязанностей,Без условий,HTML5|CSS3|JavaScript|Git|Less|Sass|Webpack|HTTP|React,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
529,529,frontend,Челябинск,65833.33333333331,96666.66666666669,"DSR, Группа Компаний",2019-10-14T14:18:57+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Ваша область: Проектирование и разработка программного обеспечения с использованием Web технологий Ваш бэкграунд: Высшее образование (техническое) Понимание базовых принципов и технологий разработки ПО (структуры данных, ООП, умение решать алгоритмические задачи) Понимание принципов работы клиент-серверных сетевых приложений и прикладных протоколов, подобных HTTP Отличное знание JavaScript Хорошее знание и опыт использования AngularJS или других современных frontend-фреймворков (React, Knockout.js, Backbone.js и т.д.) Хорошее знание и навыки адаптивной кроссплатформенной верстки Английский уровня не ниже Intermediate Будет плюсом: Опыт использования backend-технологий и фреймворков (Node.js, Java/Spring MVC, RoR, Django и т.д.) От нас: Вакансия представлена в Воронеже и предполагает релокацию. Достойная стабильная оплата труда, бонусы Оплата сверхурочной работы Постоянная занятость‚ соц.пакет Интересная работа‚ хороший коллектив Перспективы роста",Без требований,Без обязанностей,Без условий,Node.js|AngularJS|Java/Spring MVC|RoR|Django Framework,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
634,634,frontend,Челябинск,65833.33333333331,96666.66666666669,ANCOR FinTech,2019-10-14T07:14:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Российская транснациональная компания, владеющая одноимённой системой поиска в Сети, интернет-порталами и службами в нескольких странах объявляет конкурс на позицию Frontend-разработчика в городе Екатеринбург. !!! Для кандидатов, готовых к переезду из других городов есть релокационный пакет. Чем предстоит заниматься? разрабатывать интерфейсные компоненты (инфраструктура и веб-интерфейсы); разработкой клиентской логики на JavaScript; визуализацией данных, дизайном, версткой; поддержкой существующих сервисов (react, redux, backbone); работой на прототипами и интерфейсами для внутренних аналитических инструментов. Вы подходите, если обладаете: опытом в промышленной разработке на JS; знаете Node.js и ES6; хорошим знанием HTML/CSS; умением работать с Git. Компания предлагает: полное соответствие ТК РФ, &quot;белый&quot; заработок; расширенный социальный пакет (ДМС со стоматологией с первого рабочего дня и др.) релокация для иногородних; регулярный пересмотр уровня дохода; постоянное обучение, развитие скиллов; дотации на питание; активная и интересная корпоративная жизнь; комфортный современный офис в центре Екатеринбурга.",Без требований,Без обязанностей,Без условий,JavaScript|Node.js|CSS|Git|HTML,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
308,308,frontend,Краснодар,70000.0,150000.0,kt.team,2019-10-07T14:10:41+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы — интегратор, специализирующийся на сложных решениях, в нашем портфеле 4 из 500 самых крупных международных компаний. В нашей команде будет возможность развиваться в тим/техлида и даже в партнера. У нас нет однотипных задач, и мы регулярно пробуем что-то новое. Если ты понимаешь, что такое реактивность, устал от раздробленности React, хочешь оставаться в JS стеке и заниматься ныне самым трендовым — Vue.js, мы ждем тебя! Мы работаем с микросервисами, пишем и верстаем, пишем тесты (Cypress), познакомим тебя с Elasticsearch и NoSQL индексерами, масштабируемыми кластерами (Openshift). На каждом новом большом проекте мы пробуем что-то новое. VSF вообще первые в мире вывели в прод! Стек: ES 6, Vue.js 2.6.x, Vue Storefront 1.10, Node.js, Express.js, CodeceptJS, Cypress, Webpack 4, Elasticsearch. Мы предлагаем: Много интересных задач, которые заставят вас развиваться; Мы делаем все возможное для роста и развития наших сотрудников: проводим ревью с постановкой индивидуальных целей, привозим лучших тренеров и коучей, отправляем на конференции в качестве участников и спикеров; Обеспечиваем понятный рост оклада по результатам ревью; График 5/2, гибкое начало дня, иногда можно поработать удаленно; Компания предполагает мягкий стиль руководства, без бюрократии и современные автоматизированные бизнес-процессы ; У нас плоская структура, у всех сотрудников есть возможность совершенствовать процессы, независимо от должности и стажа; Agile подход к разработке, TQM (total quality management); Мощный PC и большие мониторы для работы: Dell Latitude, MacBook, 2/4К экраны Что нужно будет делать? Разрабатывать на Vue.js/Vue Storefront Реализовывать frontend приложений SPA, PWA Работать с данными в Elasticsearch Заниматься версткой HTML5, CSS3, JS(ES5, ES6+), W3C валидная Работать с API интерфейсами Magento, Akeneo, Битрикс: REST/JSON, GraphQL Писать по TDD (сначала тест, потом код) Заниматься написанием документации по разработанным модулям Разрабатывать серверные приложения на Node.js Заниматься performance-оптимизацией — оптимизировать количество запросов, упрощать DOM. От тебя мы ждём : Опыт работы с JavaScript и одним из современных фреймворков: React, RxJS, Angular, Vue Знание HTML5, CSS3, JS(ES5, ES6+), less или sass; Опыт работы в linux, уметь работать в командной строке. Опыт работы с GIT Кросс-браузерная HTML-верстка Плюсом будет: Знание yarn, webpack, npm, Docker, Vuex, Node.js, Elasticsearch Опыт работы с JIRA Оставь отклик или напиши нам, чтобы больше узнать о вакансии!",Без требований,Без обязанностей,Без условий,HTML5|CSS|Less|jQuery|JavaScript|Vue.js|REACT|Elasticsearch|Cypress,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
485,485,frontend,Краснодар,70000.0,90000.0,МедРейтинг,2019-10-14T08:34:12+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Наша компания владеет крупнейшим медицинский сайтом prodoctorov.ru. В данный момент для разработки внутренних и внешних сервисов мы ищем Frontend-разработчика с отличным знанием JS и хорошим знанием одного из JS фрейворков. Пожалуйста, обратите внимание, что мы ищем сотрудника для работы в офисе (г. Краснодар), удаленный формат сотрудничества не предполагается. Функции : разработка с помощью VUE.js; кроссбраузерная верстка в соответствии с макетами (Figma); внедрение и поддержка стандартов разработки. Требования: опыт разработки сайтов на JavaScript; уверенное владение HTML/CSS, понимание особенностей отображения в различных браузерах; Git (GitLab); желание и готовность делать крутой продукт; английский язык на уровне чтения технической документации. Плюсом будет: опыт работы с одним из JS-фреймворков (Vue.js, React.js, React Native, Angular) знание БЭМ (частично); знание Linux на уровне пользователя; опыт работы с Backend; опыт работы с Webpack (настройка); открытый профиль на GitHub. Мы предлагаем: стабильная и достойная &quot;белая&quot; оплата труда (зависит от квалификации и пересматривается каждые 6 месяцев); оплачиваемая стажировка; работа на территории работодателя, в центре Краснодара (БЦ Кристалл); оформление, отпуск, больничный и прочие бумажно-социальные штуки по ТК этой страны; график работы при полном дне: 5/2 с 8-00 до 17-00, для студентов возможность работы неполный день с гибким графиком; чай, кофе, печеньки в свободном доступе; зону отдыха со столовой, корпоративной библиотекой и Smart TV; вечера настольных игр; корпоративные игры в волейбол и йога; возможность внести свой вклад в развитие проекта, которым пользуются миллионы пользователей.",Без требований,Без обязанностей,Без условий,JavaScript|HTML|CSS|Vue.js|Git|Debian,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
936,936,frontend,Екатеринбург,70000.0,90000.0,Сайтсофт,2019-10-21T08:40:18+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания «Сайтсофт» — один из признанных лидеров рынка в области разработки IT-решений для государственных организаций. Компания основана в 2005 году в Екатеринбурге. Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов , работающих в офисах Москвы и Екатеринбурга. С чем работать? Высоконагруженные порталы (более 1 млн посетителей в сутки); информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы); системы документооборота и медиахранилищ; Frontend-разработка у нас живет отдельно. Используются: ES6, VueJS, webpack / grunt / gulp LESS / SASS / Stylus Git; Webpack; Node JS, Express; Unit тестирование; Docker; Требования: опыт разработки на фреймворке Vue; чистый читабельный код; умение читать документацию и разбираться в новых технологиях. Опыт разработки клиентских приложений на JavaScript; Опыт написания Unit тестов; Опыт коммерческой разработки. Желательно: опыт работы командной разработки; Со своей стороны предлагаем: современный офис на Белинского 86; гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень окладной части обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодная солидная премия по итогам работы; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны. Среди наших проектов: Интернет-портал МВД России Интернет-портал МЧС России ФССП России и множество других Мы НЕ занимаемся разработкой простых коммерческих сайтов, визиток и т.д. Для нас разработка - это множество интеграционных решений, использование современных технологий, высоконагруженные проекты и сложные задачи. Мы понимаем ценность качественного кода и используемых решений и применяем весь спектр технологий для достижения поставленных целей. Мы поощряем инициативность, ответственность, желание развиваться и совершенствоваться. Мы также высоко ценим позитивное мышление и доброжелательность. Наш основной потенциал - это наши сотрудники. Работа в нашей жизни занимает значительное количество времени и мы делаем все для того, чтобы каждый сотрудник чувствовал себя комфортно. Минимум бюрократии - максимум человеческого отношения. Присоединяйтесь!",Без требований,Без обязанностей,Без условий,vue.js|HTML5|CSS3|JavaScript|Git,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
133,133,frontend,Новосибирск,73750.0,118000.0,Blueberry,2019-10-10T13:59:15+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Front / Back-end Web Developer – AngularJS 1 and/or Angular 2/4/5, using Amazon AWS We are Blueberry, a software development company focusing on creating bespoke business systems. We work with clients in a wide range of business sectors and we create solutions tailored to their needs, whether they be web-based, desktop or mobile solutions. Owned and managed by ex-developers, we are technically skilled and have an entrepreneurial culture. Revenues from the business are reinvested in creating new products. Our research focus is new development technologies, which allow us to produce better systems more quickly. We are based in Birmingham in the UK and have been working with Russian developers since we were first formed in 1997. We are currently expanding to take on additional work from our clients and we need more staff. We are looking for applicants with some or all of the following skills: AngularJS 1 AngularJS 2/4/5 + ASP.NET / C# ASP.NET Core Entity Frameworks MS SQL Many of our projects use Angular 1 / Kendo UI / ASP.NET Web API / C# / MS SQL / SVN. For our newer projects, we use Angular 2/4/5 / Prime NG / ASP.NET Core / C# / MySQL / Git / AWS Aurora. We are an Amazon Technical Partner and we find AWS very useful. The company environment is informal but professional. We strive to make our working environment as friendly and relaxed as possible. We have a flat management structure which encourages creativity and collaboration; ideas are shared and everybody contributes on an individual basis to the common goal. Please note: ability to read and write in English is essential. We offer: flexible working hours flexible location; interesting projects and professional growth; paid holidays and sick leave; internet and PC upgrade allowance; opportunity to travel to the UK for apprenticeship; Assistance with learning English As ex-developers ourselves, we understand the problems that developers meet and are uniquely placed to help. To apply for this position please send your CV",Без требований,Без обязанностей,Без условий,ASP.NET|C#|jQuery|MySQL|SVN|Angular 4|Angular 2|AngularJS|Angular 5|ASP.NET Core,0.36666666666666653,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
105,105,frontend,Новосибирск,73750.0,118000.0,Noveo,2019-09-30T08:30:14+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы — международная IT компания Noveo . Наши главные офисы разработки ПО находятся в Новосибирске и Санкт-Петербурге, представительства — в Париже и на Кипре. Мы рады пригласить в команду Senior/Middle frontend-разработчика со знанием английского языка для работы в команде над сложными JavaScript-приложениями в различных бизнес-областях: телемедицина, банковские системы и т.п., используя передовые фреймворки JavaScript и HTML/CSS . Обязанности: Проектирование и разработка ПО. Участие в обучении сотрудников. Code review. Требования: отличное знание JavaScript (включая объектную модель, ES6); опыт применения современных фреймворков JavaScript MVС/MVP (React.js, Redux, Vue/Vuex, Angular); хорошее знание HTML5/CSS3, опыт кросс-браузерной и мобильной вёрстки; понимание принципов модульной разработки и сборки проекта (Webpack, Gulp); знание английского языка на уровне чтения технической документации и поддержания беседы на технические темы. В Noveo вас ждет: достойный уровень зарплаты и регулярный ее пересмотр на performance review; официальное трудоустройство, оплачиваемый отпуск и больничные; гибкий график работы, с возможностью работы из дома; место работы на выбор в одном из офисов компании в Новосибирске (Академгородок или ст.м. &quot;М.Покрышкина&quot;) или Санкт-Петербурге (ст.м. &quot;Площадь Ленина&quot;); работа в профессиональной команде над интересными проектами; четко выстроенные процессы и методология разработки; внутреннее обучение, митапы, code-review и прокачка технических навыков; бесплатное изучение английского и французского языков в офисе компании в рабочее время; помощь сотрудникам в вопросах кредитования.",Без требований, Проектирование и разработка ПО. Участие в обучении сотрудников. Code review. ,Без условий,Без ключевых навыков,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
