,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1023,1023,mobile developer,Новосибирск,150000.0,,Кейстоун,2019-10-14T12:28:35+0300,От 3 до 6 лет,Гибкий график,Полная занятость,Обязанности: разработка мобильного приложения для сервиса http://rightontrek.com/ (iOS и/или Android) Требования: опыт разработки под Android или iOS: 3-6 лет приветствуется опыт с Flutter Условия: полный рабочий день гибкий график стабильная белая зарплата соц. пакет офис в Академгородке, опыт разработки под Android или iOS: 3-6 лет приветствуется опыт с Flutter , разработка мобильного приложения для сервиса http://rightontrek.com/ (iOS и/или Android) , полный рабочий день гибкий график стабильная белая зарплата соц. пакет офис в Академгородке,Android|iOS
