,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
670,670,инженер проектировщик в inventor,Челябинск,,,Челябинский завод мобильных энергоустановок и конструкций,2019-10-07T09:05:07+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: - Создание 3D моделей разделов проекта ТХ, ОВ объектов нефтегазовой промышленности (оборудование, трубопроводы, арматура); Требования: Образование: высшее или высшее незаконченное (техническое); Опыт работы в соответствующем направлении приветствуется; Знание программы - Inventor Условия: • Официальное трудоустройство и социальные гарантии в соответствии с ТК РФ. • Зарплата 2 раза в месяц, без задержек! • Рабочее место: ул.Хлебозаводская (Металлургический район) • График работы: 5\2 с 08:30 до 17:30 часов • Корпоративные мероприятия Если Вас заинтересовала данная вакансия, то оставляйте отклик и напишите слово &quot;ЧЗМЭК&quot; в сопроводительном письме к вакансии и наши менеджеры свяжутся с Вами в течение 2-х рабочих дней.", Образование: высшее или высшее незаконченное (техническое); Опыт работы в соответствующем направлении приветствуется; Знание программы - Inventor ," - Создание 3D моделей разделов проекта ТХ, ОВ объектов нефтегазовой промышленности (оборудование, трубопроводы, арматура); "," • Официальное трудоустройство и социальные гарантии в соответствии с ТК РФ. • Зарплата 2 раза в месяц, без задержек! • Рабочее место: ул.Хлебозаводская (Металлургический район) • График работы: 5\2 с 08:30 до 17:30 часов • Корпоративные мероприятия Если Вас заинтересовала данная вакансия, то оставляйте отклик и напишите слово &quot;ЧЗМЭК&quot; в сопроводительном письме к вакансии и наши менеджеры свяжутся с Вами в течение 2-х рабочих дней.",
