,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1091,1091,директор проекта по внедрению erp 1с,Самара,,,Группа компаний ТАДЕМ,2019-09-25T11:00:19+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Внедрение ERP 2.0, разработка функционала на управляемых формах и обычных формах для платформ 1С 8.0-8.3. Разработка на платформе 1С:Предприятие 8.2/8.3; Ведение проектов автоматизации; Функциональное руководство группой программистов; Контроль качества и сроков разработки; Тестирование доработок; Оптимизация разработанного функционала. Требования: Владение специализированными программами: 1С:УПП; 1С:ЗУП; 1С:БП; 1С:УТ; 1С:ERP; Знание бухгалтерского, управленческого, складского, кадрового учета, бизнес – аналитик, написание технической документации. Опыт работы от 5 лет в производственных предприятиях; Владение ERP (2.0) на уровне профессионала; Знание технического английского языка; Знания в области бухгалтерского и оперативного учета. Хорошее знание функционала УТ 11 Наличие сертификатов 1С man&quot;;color:#333333;mso-fareast-language:RU&#39;&gt;Оптимизация разработанного функционала. Условия: Место работы г. Балаково, Саратовская область Официальное трудоустройство, согласно ТК РФ; График работы: пн.-пт. с 8.30 до 17.30; Работа в стабильной организации. Уровень зарплаты обсуждается с кандидатом по результатам собеседования"," Владение специализированными программами: 1С:УПП; 1С:ЗУП; 1С:БП; 1С:УТ; 1С:ERP; Знание бухгалтерского, управленческого, складского, кадрового учета, бизнес – аналитик, написание технической документации. Опыт работы от 5 лет в производственных предприятиях; Владение ERP (2.0) на уровне профессионала; Знание технического английского языка; Знания в области бухгалтерского и оперативного учета. Хорошее знание функционала УТ 11 Наличие сертификатов 1С man&quot;;color:#333333;mso-fareast-language:RU&#39;&gt;Оптимизация разработанного функционала. "," Внедрение ERP 2.0, разработка функционала на управляемых формах и обычных формах для платформ 1С 8.0-8.3. Разработка на платформе 1С:Предприятие 8.2/8.3; Ведение проектов автоматизации; Функциональное руководство группой программистов; Контроль качества и сроков разработки; Тестирование доработок; Оптимизация разработанного функционала. "," Место работы г. Балаково, Саратовская область Официальное трудоустройство, согласно ТК РФ; График работы: пн.-пт. с 8.30 до 17.30; Работа в стабильной организации. Уровень зарплаты обсуждается с кандидатом по результатам собеседования",1С: Управление Производственным Предприятием|1С: Зарплата и управление персоналом|1С: Бухгалтерия|1С: Предприятие 8|ERP-системы на базе 1С|Разработка инструкций|1С: Комплексная автоматизация
