,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
902,902,middle senior python разработчик,Екатеринбург,,,IT-People.ru,2019-10-21T14:31:08+0300,От 3 до 6 лет,Полный день,Полная занятость,"Наш клиент - системный интегратор в сфере информационной безопасности. За 12 лет работы компания успешно выполнила более 1000 проектов. Помимо инженерных решений, в компании есть направление собственной продуктовой разработки. Ребята уже реализовали несколько проектов, один из которых программно-аппаратный комплекс для мониторинга состояния безопасности автоматизированных систем. По-другому, это антивирус для крупных промышленных предприятий. Продукт находится в релизе, сейчас стадия активных продаж, доработки и развития системы. Команда состоит из 8 человек. Это руководитель проекта, ТимЛид, несколько разработчиков на бекенде, тестировщик, аналитик. Поддерживает проект большая группа сопровождения. Успешный старт продаж показал, что у продукта огромные перспективы. Поэтому для усиления команды открыта вакансия Python-разработчик уровня Middle/Senior. Задач на проекте много, самых разнообразных: проектирование архитектуры, разработка сервисов, оптимизация, разработка новой функциональности. Специфика продукта такова, что это минимум фронтенда, максимум инженерных задач. Стек технологий: Python 3.7, часть микросервисов написана на Flask, часть с использованием python asyncio, 1 сервис на Go. БД — MySQL. Elasticsearch, Kibana, RabbitMQ, REST API. На фронте Angular 7. CI: Jenkins + Docker. От вас: красивый код, желание полностью погрузиться в проект, максимум ответственности и самостоятельности в принятии решений. Есть все возможности влиять на архитектуру проекта, быть идейным вдохновителем в построении принципов программирования в команде. От компании: конкурентный уровень дохода, обсуждается индивидуально и зависит от уровня технических знаний кандидата; оборудование рабочего места с учетом ваших пожеланий; профильное обучение за счет компании; корпоративный спорт (бассейн, баскетбол, фитнес, скалодром); компенсация ДМС; комфортный офис около парка Маяковского, всегда в наличии чай, кофе, вкусняшки; классная и сильная команда, большое количество действительно интересных корпоративных мероприятий; официальное трудоустройство в соответствии с требованиями ТК РФ.",,,,Python
