,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
493,493,руководитель отдела разработки back end сервисов,Новосибирск,,,Центр финансовых технологий,2019-10-11T13:29:34+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мы делаем мобильные приложения для онлайн-сервисов &quot;Золотая Корона&quot;! Уже сейчас на площадке koronapay работают сервисы по отправке денежных переводов, обмену валют, погашению кредитов. Они позволяют клиенту не выходя из дома совершать платежи для получения различных финансовых услуг. Ключевой особенностью этой линейки сервисов является то, что платежи можно совершать с любой своей карты любого банка. Наша жизнь это: высокий темп разработки, релизы раз в две недели; использование Continuous Integration; выбор фреймворков &quot;под задачу&quot;; практикуем гибкие методологии разработки; отличный коллектив, распределенные команды, периодические командировки. Задачи Ищем руководителя и идейного вдохновителя, которому предстоит определять и транслировать архитектуру и стандарты платформы &quot;Денежные переводы&quot;, внедрять CI/СD, SecOps, участвовать в формировании и развитии распределенной команды (Hard Skills, вовлеченность, внутренние процессы) в Новосибирске, Томске, Санкт-Петербурге. Требования: опыт управления командой; опыт разработки серверных приложений на Java\Kotlin; знание современных трендов backend-разработки: микросервисная архитектура, Spring/j2ee или аналогичные фреймворки и стандарты, реляционные и NoSQL СУБД, контейнеризация; знание подходов для обеспечения масштабируемости, безопасности, отказоустойчивости решений; знание devops-методик. Условия и компенсации: вдохновляющая корпоративная культура (праздники, спортивные команды по футболу, волейболу, хоккею и черлидингу, творческая атмосфера и живое общение во внутренней социальной сети); программа ДМС, скидки и специальные акции для сотрудников компании; обучающие программы и курсы, деловые игры и тренинги. А также библиотека профессиональной литературы; профильные мероприятия. Mobifest, TestTrend, DataBase MeetUp, «Продуктон», клуб профессионалов «Будь в Фокусе» — полезное и интересное общение с единомышленниками.",,,,
