,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
640,640,angular react front end developer,Новосибирск,,,ВЕЛВЕТЕК Системз,2019-10-10T05:22:30+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Velvetech – это международная компания с 15-летней историей разработки передовых программных и аппаратных продуктов для компаний по всему миру. Компания Velvetech Systems является официальным партнером Microsoft уровня Gold по компетенции Application Development. Локации: офисы в Чикаго, Новосибирске и Омске. Специализация: консультирование, разработка, внедрение и обслуживание ПО, а также аппаратного обеспечения: IoT, Blockchain, Machine Learning и др. Инструменты: мы работаем с самыми современными технологиями, включая последние версии SQL Server, Visual Studio, ASP.NET MVC, EntityFramework, React, Angular, ASP.NET Core, JIRA, Confluence, TeamCity, ReSharper, а также со многими другими языками и фреймворками. Клиенты: крупные американские медицинские ассоциации; ведущие фармацевтические и энергетические компании; производители оборудования; трейдинговые и финансовые организации; страховые компании. Коллектив: дружная команда профессионалов, в которой каждый добивается высоких результатов и профессионально растет не только благодаря своим собственным знаниям и навыкам, но и благодаря помощи и поддержке коллег. Мы внимательно следим за трендами в мире технологий и активно сотрудничаем со стартапами на таких прорывных направлениях как Blockchain, Machine Learning, Internet of Things, FPGA и AI. Требования: знание и опыт Javascript, Typescript, Angular и/или React/Redux, HTML, CSS , Bootstrap , responsive верстки. желательно умение писать unit tests, опыт с web pack, yarn. английский язык не ниже Intermediate. Условия: В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции &quot;Сеятель&quot;). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша."," знание и опыт Javascript, Typescript, Angular и/или React/Redux, HTML, CSS , Bootstrap , responsive верстки. желательно умение писать unit tests, опыт с web pack, yarn. английский язык не ниже Intermediate. ",," В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции &quot;Сеятель&quot;). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша.",
