,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
154,154,senior ios developer (pdf сканер),Новосибирск,130000.0,,Movavi,2019-10-04T14:47:51+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture, мобильный видеоредактор Clips - одни из самых популярных продуктов в мире, ими пользуются в 200 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать одно из самый популярных приложений! Мы ищем разработчика на новый проект - мобильный PDF-редактор! Чем предстоит заниматься: разрабатывать мобильный PDF-редактор/сканер; изучать и внедрять новые, современные технологии; делиться знаниями с коллегами и повышать свой профессионализм; проводить code review; взаимодействовать с отделами тестирования и дизайна. Для успешного выполнения задач тебе потребуется: опыт разработки под iOS от 2-х лет; опыт работы с Git; Objective-C/Swift; знание и опыт работы с iOS SDK, Xcode; многопоточное программирование; стремление постоянно улучшать свои знания и навыки. Будет круто, если у тебя есть: знание шаблонов и принципов проектирования; умение работать с CocoaPods; опыт применения Unit-тестирования, SOLID, CI; опыт работы в командах, желательно Scrum/Agile/Lean. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; обучение детей в IT-школе Movavi; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Senior iOS Developer&quot; и получи бонус : 70 000р. за Senior-разработчика, после прохождения им испытательного срока. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,iOS|Git|Objective-C|Разработка ПО|Swift
