,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1004,1004,программист 1с стажер,Самара,15000.0,30000.0,1С Сервис Самара,2019-10-09T00:41:40+0300,Нет опыта,Гибкий график,Стажировка,"Обязанности: Интенсивное обучение программированию на платформе 1С Предприятие 8.x Программирование на платформе 1С Предприятие 8.x Создание отчётов и обработок, изменение существующего функционала, реализация обменов данными Требования: Опыт программирования на любом языке Готовность воспринимать техническую информацию в большом объеме Условия: Обучение за счёт работодателя, по завершению обучения трудоустройство Офис в центре города Гибкий график работы", Опыт программирования на любом языке Готовность воспринимать техническую информацию в большом объеме ," Интенсивное обучение программированию на платформе 1С Предприятие 8.x Программирование на платформе 1С Предприятие 8.x Создание отчётов и обработок, изменение существующего функционала, реализация обменов данными "," Обучение за счёт работодателя, по завершению обучения трудоустройство Офис в центре города Гибкий график работы",1С: Предприятие 8|1С программирование
