,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1026,1026,тестировщик,Новосибирск,,,СКБ Контур,2019-10-07T12:18:18+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Кто мы и чем занимаемся Контур разрабатывает продукты для бизнеса. Много. И они все разные, потому что у нас почти 2 млн клиентов и продуктовая, а не заказная разработка. Мы все время экспериментируем, развиваем наши сервисы и постоянно запускаем новые. Это у нас отлично получается :) Сейчас мы ищем тестировщика в новый проект. Проект и задачи Разработка началась в июне 2019-го, в проекте царит дух стартапа: есть возможность участвовать в принятии решений и влиять на то, каким будет продукт. Перед командой стоит задача — реализовать электронный документооборот, продумать интеграцию с инфраструктурными решениями Контура, создать инструменты для удобной работы в сервисе. И выйти первыми на рынок с этим сервисом. Команда мультифункциональная. Вы будете работать с другими разработчиками, системным аналитиком, DevOps’ом, проектировщиком интерфейсов, юзабилити-специалистом и руководителем проекта. Roadmap для тестировщика: Ручное тестирование front’овой части сервиса. Написание автотестов для API и front’а. Первое время не обязательно проверять API автотестами, можно начать с rest-клиентов, например, postman. Организация процесса тестирования и деплоя (вместе с DevOps’ом), контроля релизов. Технологии и инструменты: Git, GitLab, CI, C#, React, Typescript, MongoDB. Мы ждем, что вы: Питаете неподдельный интерес к тестированию и своему развитию в нём :) Имеете опыт написания автотестов на языке C# или JS, либо готовы перейти на них Готовы разбираться в тонкостях работы API-приложения и в особенностях его бизнес-логики Готовы работать в условиях неопределенности и свободы действий, нести ответственность за свои решения Готовы расти с развитием проекта Вы можете откликнуться, даже если не соответствуете некоторым ожиданиям, но готовы приложить усилия к тому, чтобы прямо на работе обучиться всему необходимому. Мы предлагаем: Стать частью внутреннего комьюнити — в Контуре работает больше 100 тестировщиков. Ребята обмениваются опытом, лайфхаками, граблями, а значит, прокачиваются и чувствуют единство. Например, каждые полгода все ездят на базу отдыха, чтобы выступить и послушать доклады на внутренней IT-конференции. А также мы выступаем спикерами на внешних конференциях, например на DUMP, Codefest, SQA days и Heisenbug. Просторный и уютный офис с зонами отдыха, панорамным видом на город, душем. Корпоративные мероприятия, командные выезды и движухи. Гибкий график работы.",,,,MongoDB|Git|Тестирование пользовательского интерфейса|GitLab|CI|C#|React|Typescript
