,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
729,729,team lead erp,Новосибирск,,,AD.RU,2019-10-04T19:06:01+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы - AD.RU - крупный международный холдинг. Наша команда развивает проекты в сфере ADtech, HRtech, EDtech, B2C и Mobile и помогает значительно повысить капитализацию стартапов, используя уникальный маркетинговый опыт. В холдинге работает более 700 профессионалов, наши российские офисы расположены в Москве, Новосибирске, Воронеже, Калининграде, Туле, Ростове-на-Дону, Волгодонске. Представительские офисы в Лондоне и Сингапуре. В связи с активным расширением бизнеса и ростом пула задач мы приглашаем Вас присоединиться к нашей команде. Ваши Day-to-day задачи: Проектирование архитектуры систем ERP; Организация инфраструктуры проекта (в том числе и релизные схемы); Оптимизация компонентов для высоких нагрузок; Разработка API для внешних систем и мобильных приложений; Интеграция с системами ESB, ERP, CRM и многими другими; Управление командой разработчиков, планирование работ (декомпозиция, оценка); Участие в формировании команды; Анализ требований и оценка реализации проектов; Контроль срока и качества исполнения задачи; Проведение code review; Управление рефакторингом кода; Актуализация документации и основной информации по проекту; Коммуникации с IT службой клиента; Поиск и применение новых инструментов и эффективных подходов в разработке, повышающих качество, скорость разработки, тестирования и внедрения; Для успешного выполнения задач Вам понадобится: Уверенные знания PHP; Опыт успешной реализации проектов на 1С-Битрикс; Опыт работы с другими фреймворками (Yii2, Symfony и т.д.); Опыт руководства командой или стремление профессиональному развитию; Большой опыт работы с системами контроля версий (GIT); Общее понимание использования сборщиков и js-frameworks frontend- разработчиками; Понимание принципов SOLID и опыт применения их на практике; Понимание жизненного цикла проекта; Знания принципов построения трехзвенной архитектуры; Знание верстки на уровне работы с верстальщиками; Навык постановки задачи devOps-ам; Знания CI+CD; Умение работать с Jira, Confluence, Bitbucket; Умение организовывать и качественно проводить код-ревью; Инициативность; Нам важно, чтобы наш сотрудник работал в максимально комфортных условиях, для этого мы предлагаем: Возможность получить опыт/реализовать себя в международной digital компании с интернациональной командой в проектах от Америки до Китая; Корпоративные занятия английским языком и возможность использовать язык в работе (наши коллеги в других странах говорят на английском); Возможность посещать профильные внешние конференции по всему миру и побывать на крутейших корпоративах компании проводящихся в Москве; Комфортные условия работы в одном из наших офисов A - класса Гибкий график: возможность расстаться с утренними пробками; Официальное трудоустройство с первого дня по ТК РФ (все соц. выплаты согласно ТК РФ).",,,,
