,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
74,74,разработчик .net с# (middle),Новосибирск,80000.0,120000.0,Восток-Сервис-Кузбасс,2019-10-13T07:29:10+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В Новосибирский филиал ООО &quot;Восток-Сервис-Кузбасс&quot; требуется разработчик .NET/С# для работы с веб-проектами. В связи с расширением штата и объема работы, ищем опытных разработчиков. Требования: знания C#, ASP.NET MVC, SQL и большое желание учиться и развиваться как .NET разработчик знания и практический опыт работы с JavaScript, AJAX, jQuery опыт разработки до 3 лет желание обучаться и развиваться умение работать в команде Мы предлагаем: интересные проекты, дружный коллектив официальное трудоустройство и соц. пакет; возможность развития и карьерного роста; внеочередной оплачиваемый отпуск на время сессии (если Вы учитесь); комфортный офис в центре города и дружный коллектив удаленная работа исключена. Резюме отправлять, в теме письма указывать &quot;Разработчик .NET/С#&quot;.",,,,C#|JavaScript|ASP.NET|HTML|MVC|jQuery|SQL
