,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
832,832,программист в германию,Новосибирск,196000.0,266000.0,Управляющая компания Регион,2019-09-27T12:29:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Проектирование, разработка, отладка, тестирование программных решений Полная занятость, полный день Требования: Высшее образование Знание ООП главное, умения из следующего списка опциональны Опыт работы программистом C/С++/С#, JAVA/JavaScript/JScript, php, .NET, Delphi, Python, Ruby, VB.NET, Perl от 2х лет (в любом из языков из предложенного списка) Желателен опыт работы с базами данных Знание алгоритмов и структур данных Владение английским языком на уровне В2 (!) Условия: Заработная плата в среднем 2800-3500€ нетто Предложения о работе минимум от 3 немецких работодателей Работа программистом в фирмах разного масштаба в городах Германии Право на пользование социальным пакетом: оплачиваемый отпуск, больничный лист и пр. Работодатель оказывает помощь в организации комфортных условий для проживания в городах Германии. Вид жилья будет зависеть от выбранной вакансии, места трудоустройства и города размещения Дополнительная информация: Индивидуальный подбор вакансий и условия труда в соответствии с Вашей компетенцией. Услуги по представлению кандидатуры соискателя на рынке труда Германии, подбору работодателей и вакансий, соответствующей квалификации производит наш немецкий партер - фирма по подбору персонала, расположенная в г. Берлин. Информационная поддержка во время оформления рабочей визы или blue card (будет зависеть от выбранной вакансии), переезда и первого года работы в Германии. При успешном трудоустройстве существует комиссионное вознаграждение за услуги немецкого кадрового агентства 15% от зарплаты брутто первые 12 месяцев работы. В случае, если соискатель не увидит для себя подходящих вакансий, или найденные вакансии его не устроят, он может прекратить поиски вакансии без каких-либо потерь и обязательств."," Высшее образование Знание ООП главное, умения из следующего списка опциональны Опыт работы программистом C/С++/С#, JAVA/JavaScript/JScript, php, .NET, Delphi, Python, Ruby, VB.NET, Perl от 2х лет (в любом из языков из предложенного списка) Желателен опыт работы с базами данных Знание алгоритмов и структур данных Владение английским языком на уровне В2 (!) "," Проектирование, разработка, отладка, тестирование программных решений Полная занятость, полный день "," Заработная плата в среднем 2800-3500€ нетто Предложения о работе минимум от 3 немецких работодателей Работа программистом в фирмах разного масштаба в городах Германии Право на пользование социальным пакетом: оплачиваемый отпуск, больничный лист и пр. Работодатель оказывает помощь в организации комфортных условий для проживания в городах Германии. Вид жилья будет зависеть от выбранной вакансии, места трудоустройства и города размещения Дополнительная информация: Индивидуальный подбор вакансий и условия труда в соответствии с Вашей компетенцией. Услуги по представлению кандидатуры соискателя на рынке труда Германии, подбору работодателей и вакансий, соответствующей квалификации производит наш немецкий партер - фирма по подбору персонала, расположенная в г. Берлин. Информационная поддержка во время оформления рабочей визы или blue card (будет зависеть от выбранной вакансии), переезда и первого года работы в Германии. При успешном трудоустройстве существует комиссионное вознаграждение за услуги немецкого кадрового агентства 15% от зарплаты брутто первые 12 месяцев работы. В случае, если соискатель не увидит для себя подходящих вакансий, или найденные вакансии его не устроят, он может прекратить поиски вакансии без каких-либо потерь и обязательств.",ООП|Linux|SQL|Пользователь ПК|Базы данных|Английский язык|Java|C++|C/C++|.NET Framework|Ruby|Delphi|STL|JavaScript|Python
