,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
245,245,инженер программист математик data scientist,Новосибирск,,,i20,2019-10-10T20:06:41+0300,От 1 года до 3 лет,Удаленная работа,Проектная работа,"Обязанности: Разработка алгоритмов поведенческого анализа на базе результатов обработки видео изображения. Требования: Хорошая математическая подготовка (знание методов статистического анализа данных, построения математических моделей) Знание и опыт в Machine Learning, Deep Learning Знания и опыт программирования на Python, C++ Высокий уровень английского языка, позволяющий свободно читать и понимать научные статьи на английском Знания основных статистических пакетов python или R Опыт применения Data Mining для решения реальных бизнес-задач Знание методов машинного обучения Условия: Мы готовы рассмотреть варианты сотрудничества как в офисе так и удаленно позадачно"," Хорошая математическая подготовка (знание методов статистического анализа данных, построения математических моделей) Знание и опыт в Machine Learning, Deep Learning Знания и опыт программирования на Python, C++ Высокий уровень английского языка, позволяющий свободно читать и понимать научные статьи на английском Знания основных статистических пакетов python или R Опыт применения Data Mining для решения реальных бизнес-задач Знание методов машинного обучения ", Разработка алгоритмов поведенческого анализа на базе результатов обработки видео изображения. , Мы готовы рассмотреть варианты сотрудничества как в офисе так и удаленно позадачно,Геометрия|Математический анализ|Математическое моделирование|Математическая статистика|MATLAB|Статистический анализ|Аналитические исследования|SQL|Mathcad|C++|Python|Machine Learning|Deep Learning|Нейросети
