,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
723,723,ведущий программист .net,Новосибирск,,,"Программный Продукт, ИТ-компания",2019-10-07T10:25:06+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Что придется делать: Проектирование и разработка информационно-аналитических систем на основе web-технологий; Разработка системных модулей, программных и пользовательских интерфейсов. Что нам нужно от Вас: .NET Framework 4.5 и выше; C#, ASP.NET, ADO.NET, MVC, JavaScript, WEB.API, jQuery, AngularJS; Entity Framework 6, NHibirnate 5.1.1, FluentNHibirnate T-SQL, XML; Highcharts, Bootstrap, SignalR; HTML5; Среда разработки: MS SQL Server 2008-2017; MS VS 2015-2017; Системы контроля версий: SVN, Git. Мы предлагаем: Работу в крупной компании, занимающей лидирующие позиции на рынке разработки ПО в России Оформление в соответствии с ТК РФ Оплачиваемый отпуск и больничный Прозрачная система профессионального и карьерного роста Молодой дружный коллектив Добровольное медицинское страхование со стоматологией Размер заработной платы конкурентный по рынку",,,,
