,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
764,764,devops инженер системный администратор,Новосибирск,,,С7 Информационные технологии,2019-10-09T23:58:14+0300,От 1 года до 3 лет,Полный день,Полная занятость,"S7 IT — одно из ключевых подразделений холдинга S7. Мы занимаемся разработкой собственного ПО, развитием и поддержкой IT-инфраструктуры, обеспечиваем автоматизацию бизнес-процессов. Сейчас мы в поисках DevOps-инженера с опытом работы системного администрирования и желанием развиваться в области построения распределенных и отказоустойчивых решений. Чем предстоит заниматься: Развивать и сопровождать внутреннюю платформу на базе таких продуктов, как: Kubernetes/OpenShift Consul Vault HAProxy Nginx Prometheus Elastic stack Kafka Gitlab CI Terraform Обеспечивать поддержку DevOps инженерам и Тимлидам команд разработки, использующих платформу для своих продуктов. Наши ожидания от кандидатов: опыт работы с ОС Linux: RHEL, CentOS опыт работы с системами управления конфигурациями (Ansible будет плюсом); навыки написания скриптов: bash/python; опыт работы с git, docker, Gitlab CI; опыт работы с системами мониторинга Prometheus/Zabbix, Grafana. Плюсом будет опыт работы с GrayLog/Elastic stack, Kubernetes/Openshift, LB - Nginx/HAProxy; с системами хранилищ конфигураций Consul/etcd/ZooKeeper, брокеров сообщений Kafka/Rabbitmq и знакомство с системами виртуализации (VMWare/KVM). Об условиях. Мы работаем в современном и комфортном офисе в минуте ходьбы от ст.м. Октябрьская. Ежегодно посещаем лучшие ИТ-конференции, организуем тренинги и ведём внутренний проект обмена знаниями «Talk about IT». У нас официальное трудоустройство, &quot;белая&quot; заработная плата, полный соцпакет. Всей семьей летаем по корпоративным тарифам самой пунктуальной российской авиакомпанией - S7 Airlines.",,,,
