,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
992,992,c++ developer,Новосибирск,,,ANCOR FinTech,2019-09-25T15:24:57+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Разработка в команде кросс-платформенных приложений под Windows и Mac; Помощь в решении технических проблем другим членам команды Требования: Успешный опыт разработки приложений на C++; Знания C/C++, STL, Qt, boost, OpenGL/DirectX; Опыт работы с WinAPI. Условия: Дружная команда; Официальное трудоустройство с первого рабочего дня; Белая заработная плата; Удобный график работы; ДМС; Активная корпоративная жизнь."," Успешный опыт разработки приложений на C++; Знания C/C++, STL, Qt, boost, OpenGL/DirectX; Опыт работы с WinAPI. ", Разработка в команде кросс-платформенных приложений под Windows и Mac; Помощь в решении технических проблем другим членам команды , Дружная команда; Официальное трудоустройство с первого рабочего дня; Белая заработная плата; Удобный график работы; ДМС; Активная корпоративная жизнь.,Qt|C++|STL|QML
