,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
716,716,менеджер it проектов,Челябинск,,,НПО Панцирь,2019-10-11T13:26:15+0300,От 3 до 6 лет,Полный день,Полная занятость,"НПО &quot;Панцирь&quot;- разработчик программного обеспечения и оборудования для автоматизированных систем безопасности, периметрального и объектового оборудования, систем контроля и видеонаблюдения, мобильных приложений для внешних и внутренних пользователей. Наши продукты в сфере высоконагруженных систем безопасности применяются на крупных промышленных объектах, обеспечивают сохранность имущества, жизни и здоровья людей. Работая в нашей команде, Вы получаете серьезный опыт и возможность реализовать свои профессиональные амбиции. Обязанности: Управление проектной деятельностью по разработке программного обеспечения, радиоэлектронной аппаратуры, IoT и других коммерческих информационно-технических продуктов; Проектирование информационных систем, программно-аппаратных комплексов и интерфейсов пользователей; Подготовка технических заданий, функциональных описаний; Подготовка технико-экономических обоснований проектов; Участие в разработке архитектуры и интерфейсов систем; Постановка задач разработчикам и подрядчикам, контроль их исполнения; Тестирование промежуточных и конечных результатов разработки; Организация внедрения разработок; Общее руководство коллективом (от 3 человек). Требования: Высшее техническое образование (желательно системотехника, автоматизация, программирование, электротехника, системы управления, робототехника и т.п.); Опыт в области разработок программного обеспечения и радиоэлектронной аппаратуры, IOT; Знание методов оценки проектов, проведения технико-экономических расчетов и обоснований проектируемой продукции; Знание современных языков программирования; Опыт работы с Git, трекерами задач Trello, Jira, Confuence и т.д.; Технический английский; Целеустремленность, коммуникативные навыки, самостоятельность в работе, активная жизненная позиция, ответственность, внимательность при работе с документами. Условия: Официальное трудоустройство; Заработная плата обсуждается на собеседовании; Современное, оборудованное рабочее место (Курчатовский р-н); Профессиональное развитие; Обучение за счет компании; Участие в крупных корпоративных проектах по автоматизации; Развитая корпоративная культура; Дружный коллектив профессионалов высокого уровня; Индивидуальный подход к возможностям и потребностям каждого сотрудника; Рабочее место находится в Курчатовском районе. Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 14 дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам."," Высшее техническое образование (желательно системотехника, автоматизация, программирование, электротехника, системы управления, робототехника и т.п.); Опыт в области разработок программного обеспечения и радиоэлектронной аппаратуры, IOT; Знание методов оценки проектов, проведения технико-экономических расчетов и обоснований проектируемой продукции; Знание современных языков программирования; Опыт работы с Git, трекерами задач Trello, Jira, Confuence и т.д.; Технический английский; Целеустремленность, коммуникативные навыки, самостоятельность в работе, активная жизненная позиция, ответственность, внимательность при работе с документами. "," Управление проектной деятельностью по разработке программного обеспечения, радиоэлектронной аппаратуры, IoT и других коммерческих информационно-технических продуктов; Проектирование информационных систем, программно-аппаратных комплексов и интерфейсов пользователей; Подготовка технических заданий, функциональных описаний; Подготовка технико-экономических обоснований проектов; Участие в разработке архитектуры и интерфейсов систем; Постановка задач разработчикам и подрядчикам, контроль их исполнения; Тестирование промежуточных и конечных результатов разработки; Организация внедрения разработок; Общее руководство коллективом (от 3 человек). "," Официальное трудоустройство; Заработная плата обсуждается на собеседовании; Современное, оборудованное рабочее место (Курчатовский р-н); Профессиональное развитие; Обучение за счет компании; Участие в крупных корпоративных проектах по автоматизации; Развитая корпоративная культура; Дружный коллектив профессионалов высокого уровня; Индивидуальный подход к возможностям и потребностям каждого сотрудника; Рабочее место находится в Курчатовском районе. Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 14 дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам.",Разработка ПО|Разработка радиоэлектронной аппаратуры|интернет вещей|Управление проектами|C#|Python|Golang|SQL|Git
