,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
607,607,"ведущий инженер программист 1с (ух, упп)",Челябинск,,,Областной аптечный склад,2019-09-23T08:11:29+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Новая должность в структуре отдела. Цель: Обеспечение необходимого уровня обслуживания пользователей компании. Задачи: Сопровождение и развитие конфигураций 1С УХ, 1С УПП, 1С ДО Работа с пользователями по вопросам 1С Анализ требований пользователей Формирование ТЗ на внедрение и доработку 1С УХ, 1С УПП, 1С ДО Разработка по ТЗ в 1С УХ, 1С УПП, 1С ДО Обработка заявок на доработку 1С УХ, 1С УПП, 1С ДО Соблюдение сроков и сдача проектов Самостоятельное программирование в 1С УХ, 1С УПП, 1С ДО Требования: Опыт работы разработчиком на 1С УПП от 5 лет, наличие собственных разработок в 1С УПП, владение всеми основными подсистемами в 1С УПП, опыт работы с 1С Консолидацией, опыт работы с 1С ДО. Знание конфигураций 1С УХ, 1С УПП, 1С ДО высокая скорость выполнения задач Желательно наличие сертификатов «1С:Специалист» и «1С:Профессионал»; Условия: работа в крупной стабильной компании; оформление в соответствии с ТК РФ (оплачиваемые отпуска, больничные); своевременная «белая» заработная плата 2 раза в месяц; заработная плата - рассматриваются ожидания кандидатов; компенсация сотовой связи; дополнительное медицинское страхование; обучение по повышению квалификации за счёт работодателя, корпоративное обучение; график работы - 5 дневная рабочая неделя с 8:30 до 17:30; место работы - Северо-Крымская. ​​​​​"," Опыт работы разработчиком на 1С УПП от 5 лет, наличие собственных разработок в 1С УПП, владение всеми основными подсистемами в 1С УПП, опыт работы с 1С Консолидацией, опыт работы с 1С ДО. Знание конфигураций 1С УХ, 1С УПП, 1С ДО высокая скорость выполнения задач Желательно наличие сертификатов «1С:Специалист» и «1С:Профессионал»; "," Новая должность в структуре отдела. Цель: Обеспечение необходимого уровня обслуживания пользователей компании. Задачи: Сопровождение и развитие конфигураций 1С УХ, 1С УПП, 1С ДО Работа с пользователями по вопросам 1С Анализ требований пользователей Формирование ТЗ на внедрение и доработку 1С УХ, 1С УПП, 1С ДО Разработка по ТЗ в 1С УХ, 1С УПП, 1С ДО Обработка заявок на доработку 1С УХ, 1С УПП, 1С ДО Соблюдение сроков и сдача проектов Самостоятельное программирование в 1С УХ, 1С УПП, 1С ДО "," работа в крупной стабильной компании; оформление в соответствии с ТК РФ (оплачиваемые отпуска, больничные); своевременная «белая» заработная плата 2 раза в месяц; заработная плата - рассматриваются ожидания кандидатов; компенсация сотовой связи; дополнительное медицинское страхование; обучение по повышению квалификации за счёт работодателя, корпоративное обучение; график работы - 5 дневная рабочая неделя с 8:30 до 17:30; место работы - Северо-Крымская. ​​​​​",
