,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
628,628,системный архитектор oss,Новосибирск,,,Ростелеком Информационные Технологии,2019-10-03T07:47:17+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ООО &quot;Ростелеком Информационные Технологии&quot; входит в ИТ кластер группы компаний ПАО &quot;Ростелеком&quot;, специализируется на проектировании и автоматизации процессов продаж и обслуживания телекоммуникационной компании в В2С, В2В, B2O сегментах. В команду проекта по созданию Центра компетенций OSS ПАО &quot;Ростелеком&quot; ищем системного архитектора! Основные задачи: разработка технической архитектуры решения, формирование системных требований, постановка задач разработчикам и вендорам, архитектурный надзор, участие в приёмке. Что нужно будет делать: Собирать, фиксировать и анализировать требования на развитие OSS систем ЦК Аргус-Техноград; Согласовывать и проверять на соответствие исходным требованиям документы, предоставляемые заказчиком и подрядчиком (ФТ, ТЗ, ПМИ); Оценивать затраты и ресурсы на реализацию изменений; Участвовать в постановке задач вендорам, контролировать и сопровождать их реализацию; Осуществлять архитектурный надзор в процессе реализации изменений; Разрабатывать архитектуру технических решений и документации; Подготавливать и структурировать данные, документировать информацию в процессе реализации задач по развитию OSS систем; Работать в команде с аналитиками и архитекторами OSS; Готовить предложения по изменению существующих процессов и развитию их автоматизации; Организовывать и участвовать в проведении приемо-сдаточных испытаний. Мы ждём, что ты: Имеешь высшее профессиональное образование (техническое/математическое/информационные технологии) Имеешь опыт работы в развертывании, эксплуатации, развитии систем OSS-стека: Service order management (SOM), WorkForce Management (WFM), Trouble Ticketing (TT), Performance Management (PM), Fault Management (FM), Resource Inventory (RI); Понимаешь жизненный цикл разработки программного обеспечения; Понимаешь бизнес процессы в крупных телекоммуникационных компаниях; Имеешь опыт работы в IT- сфере от 3 лет (тестирование, разработка ПО, анализ, эксплуатация); Уверенно знаешь SQL; Имеешь опыт работы с любой реляционной СУБД, желательно SQL Oracle; Имеешь опыт работы в Jira, Service Desk и других подобных системах; Имеешь опыт работы с ТЗ, спецификациями, UseCase, написания инструкций; Имеешь базовые навыки чтения кода на языках программирования высокого уровня; Понимаешь принципы работы систем класса АСР, CRM, СЛТУ (Система линейно-технического учета), WFM, Trouble Ticketing; Знаешь методики проектирования ИТ-архитектуры, понимаешь уровни документации (A0, A1, A2); Знаешь основные принципы интеграции систем; Имеешь опыт проектирования сложных высоконагруженных систем. Будет плюсом: Наличие сертификатов от производителей OSS решений/интеграторов/операторов связи о прохождении обучения по требуемым направлениям. Что от нас: Хорошая заработная плата + премии; ДМС и оплата мобильной связи; Обучение за счёт компании; Возможность выбрать график работы (8-17, 9-18, 10-19); Офис в центре города, в 2 минутах ходьбы от станции метро &quot;Площадь Ленина&quot;. Ждём в команде!",,,,SQL|Oracle Pl/SQL|Постановка задач разработчикам|Разработка ПО|Atlassian Jira|Разработка технических заданий|Управление разработкой|Системная интеграция|Системный анализ|OSS|Техноград|Аргус|Системная архитектура
