,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
581,581,разработчик мобильных приложений,Челябинск,25000.0,60000.0,Метеор-ит,2019-10-20T14:03:55+0300,Нет опыта,Полный день,Полная занятость,"Привет! Наша компания занимается разработкой мобильных приложения для бизнеса на заказ, а также разработкой и продвижением своих собственных мобильных приложений. МетеорИТ – это команда дизайнеров и разработчиков, вместе мы стремимся постоянно улучшать наши компетенции в разработке приложений, находим интересные и перспективные проекты, создаем полезные приложения для компаний Челябинска и России, а также развиваем своё собственное мобильное приложение для больных сахарным диабетом DiaMeter, которое является одним из самых популярных приложений по контролю диабета в России Мы ищем себе в команду как iOS разработчиков, так и Android разработчиков, которые смогли бы взять на себя задачи по разработке новых и поддержке и модернизации уже существующих мобильных приложений Присутствует возможность как удаленной проектной работы со встречами в скайпе 2-3 раза в неделю для обсуждения задач, так и постоянной работы в офисе Если у вас есть желание расти и развиться в этой области, то присылайте нам на почту своё резюме с указанием опыта работы в сфере iOS-разработки ​ Обязанности: Доработка и поддержка существующих мобильных приложений для iOS/Android Тестирование Требования: Знание основных принципов ООП Опыт iOS разработки на Swift/Kotlin не менее полугода Технический английский Желательно: Опыт использования CocoaPods/Gradle Опыт работы с Realm и CoreData/MySQL Опыт реализации взаимодействия с сервером Опыт проектирования архитектуры приложения Примеры своих работ Условия работы: Есть два варианта работы: Проектная – фиксированная сумма за выполненную работу, постоянное присутствие в офисе не требуется Постоянная – ежемесячная оплата, необходимо присутствие в офисе Оплата договорная в зависимости от проекта/вашего уровня компетенций При подаче резюме отправьте сопроводительное письмо, где будет описаны: ваш опыт разработки; интересные вам сферы мобильной разработки; чему бы вы хотели научиться; ваш любимый динозавр; ссылки на примеры ваших работ (при наличии);",, Доработка и поддержка существующих мобильных приложений для iOS/Android Тестирование ,,Xcode|Objective-C|Swift|realm|Mac Os|iOS|Разработка ПО|Разработка мобильных приложений|MVC|Android|Kotlin|Java|Git
455,455,разработчик мобильных приложений,Краснодар,,,FinFort,2019-10-18T07:53:03+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: - Разработка мобильного приложения маркетплейса; - Анализ требований; - Участие в проектировании клиент-серверной архитектуры; - Поиск, тестирование решений; - Планирование сроков. Требования: - Опыт разработки Angular TypeScript Ionic; - Опыт использования Redux; - Опыт написания нативного кода для Android / iOS; - Опыт выкладывания приложения в Google Play / App Store; - Знание Git. Будет плюсом: - Опыт разработки offline-first мобильных приложений+ HTML+CSS+Sass/Less. Условия работы: - Молодой и дружный коллектив единомышленников; - Оформление по ТК РФ; - График работы - 5/2.",," - Разработка мобильного приложения маркетплейса; - Анализ требований; - Участие в проектировании клиент-серверной архитектуры; - Поиск, тестирование решений; - Планирование сроков. ",,
