,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1197,1197,ведущий инженер отдела стоимостного инжиниринга (ит),Самара,50000.0,,СамараНИПИнефть,2019-10-11T10:12:13+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Участие в разработке интерфейса, расчётного модуля и базы данных программных продуктов; Участие в написании алгоритмов, функционально-технических требований к разрабатываемым программным продуктам; Участие в тестировании разработанных программных продуктов; Поиск и изучение перспективных технологий для улучшения программных продуктов. Требования: высшее профессиональное образование по специальности &quot;Прикладная математика и информатика&quot;; опыт работы не менее 3 лет. Необходимые знания и навыки: Приветствуется наличие навыков и опыта работы с технологиями: NET, WinForm, WPF, ASP.NET, MVC, HTML, JS, MS SQL, C#, jQuery, PostgreSQL, EntityFramework, ADO.NET; Уверенный пользователь стандартного пакета MS Office, Интернет, электронная почта Условия: 5-ти дневная рабочая неделя, с 8.00 до 17.00; командировки по РФ - 5 % рабочего времени; Заработная плата = оклад + премия; Трудоустройство по ТК РФ; ДМС, социальные льготы."," высшее профессиональное образование по специальности &quot;Прикладная математика и информатика&quot;; опыт работы не менее 3 лет. Необходимые знания и навыки: Приветствуется наличие навыков и опыта работы с технологиями: NET, WinForm, WPF, ASP.NET, MVC, HTML, JS, MS SQL, C#, jQuery, PostgreSQL, EntityFramework, ADO.NET; Уверенный пользователь стандартного пакета MS Office, Интернет, электронная почта "," Участие в разработке интерфейса, расчётного модуля и базы данных программных продуктов; Участие в написании алгоритмов, функционально-технических требований к разрабатываемым программным продуктам; Участие в тестировании разработанных программных продуктов; Поиск и изучение перспективных технологий для улучшения программных продуктов. "," 5-ти дневная рабочая неделя, с 8.00 до 17.00; командировки по РФ - 5 % рабочего времени; Заработная плата = оклад + премия; Трудоустройство по ТК РФ; ДМС, социальные льготы.",
