,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
601,601,middle php разработчик (онлайн видеоредактор),Новосибирск,,100000.0,Movavi,2019-10-14T05:40:26+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает на международном рынке программы для любительской обработки мультимедиа. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде! Мы расширяем нашу команду веб-разработки и ищем опытных специалистов на развитие совершенно новых продуктов компании - онлайн сервисов для обработки мультимедиа. Чем предстоит заниматься: разработка backend-части онлайн видеоредактора; реализация сервиса с нуля и до production; оптимизация сервиса под большое количество запросов; построение распределенных систем; организация CI/CD; написание тестов. В своей работе мы используем: PHP 7, Node.js; Symfony (2, 3, 4), Yii 2; PostgreSQL; Docker, Kubernetes; RabbitMQ; Elasticsearch, Kibana; Redis. Мы ценим: самостоятельность, умение принимать решения и брать ответственность за них; нацеленность на результат; инициативность; стремление к саморазвитию; абстрактное мышление и творческий подход. Для успешного выполнения задач тебе потребуется: опыт работы на подобной позиции от 1 года; уверенные знания PHP; знания любого современного PHP-фреймворка (Symfony, Laravel, Zend); глубокое понимание ООП и принципов проектирования; знание алгоритмов и структур данных; опыт разработки Unit- и интеграционных тестов. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом, наставничество; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; участие в конференциях различного уровня, онлайн и офлайн обучение, литература - за счет компании; внутренние митапы, обмен опытом и знаниями, мастер-классы; корпоративные занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя; офис в центре города или в Академгородке. Возможна удаленная работа. Можешь кого-то порекомендовать? Отлично! Расскажи о нашей вакансии своему другу или знакомому. Отправь его резюме на почту (см. контактную информацию) с пометкой &quot;Внешняя рекомендация на вакансию PHP-разработчик&quot; . Получи денежный бонус: - за рекомендацию специалиста уровня Middle - 50 000 рублей; - за рекомендацию специалиста уровня Senior - 70 000 рублей. Бонус будет доступен после прохождения твоим другом испытательного срока. Если ты не получил ответ на отклик в течение 3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,PHP|SQL|Yii2|Symfony|Laravel|ООП|PostgreSQL
